wavelength (nm),DOMBlank1,DOMSTD22,DOM11960,DOM12423,DOM12425,DOM12449,DOM12455,DOM12469,DOM12483,DOMBlank2,DOM12497,DOM12535,DOM12577,DOM13165,DOM13287,DOM13311,DOM13435,DOM12152,DOM12717,DOMBlank3,DOM12718,DOM12838,DOM12840,DOM12982,DOM12995,DOM13009,DOM13016,DOM13020,DOM13021,DOMBlank4,DOM13022,DOM13043,DOM13052,DOM13056,DOM13060,DOM13061,DOM13067,DOM13145,DOM13146,DOM13452,DOMBlank5
262.3999939,0.002717399,0.315664649,0.030961968,0.209544584,0.061882783,0.158925772,0.027786057,0.046741448,0.03550344,0.02704986,0.046097834,0.196782038,0.11675413,0.079606287,0.183919162,0.1038156,0.069389872,0.329626054,0.273486257,0.02642832,0.35853067,0.249955893,0.450991333,0.122744501,0.54385668,0.347236663,0.148125902,0.172440797,0.05262905,0.02738218,0.166826472,0.10031601,0.275245279,0.216368794,0.187299654,0.164687455,0.356293887,0.218452394,0.129755706,0.464955956,0.032987129
261.5999756,0.002569104,0.319163173,0.030876551,0.211205989,0.064455532,0.160992175,0.029864136,0.048584081,0.037376426,0.028902905,0.048247032,0.196975559,0.117955037,0.082188338,0.186095834,0.10629984,0.070912868,0.335002244,0.277196348,0.027981261,0.363928586,0.251231581,0.455047846,0.125893354,0.547299683,0.351934105,0.151286513,0.174253255,0.05332366,0.029521296,0.169202358,0.101206683,0.277734816,0.219211385,0.189183056,0.166519925,0.357927859,0.221547917,0.132343844,0.470232666,0.032705668
260.7999878,0.003493815,0.321771622,0.031277321,0.212956995,0.064142458,0.16259855,0.028917348,0.048299912,0.036621921,0.027600484,0.047614124,0.19902879,0.11870826,0.080717057,0.187094152,0.106863298,0.070402518,0.335877001,0.279233247,0.028512143,0.363204926,0.25195843,0.457296968,0.125820652,0.551535606,0.352988571,0.150001437,0.176661506,0.052965835,0.027535003,0.169695184,0.101013459,0.279107541,0.220698118,0.190259904,0.167494744,0.361072511,0.22428599,0.133840308,0.471791655,0.033427592
260,0.002011148,0.322604209,0.030435277,0.212096632,0.062992983,0.160866976,0.027897064,0.047215976,0.035678342,0.026383398,0.047397077,0.199013352,0.118540086,0.081797965,0.186668471,0.106149651,0.070837192,0.338965207,0.281853974,0.025378428,0.366792113,0.253765106,0.457445771,0.125149116,0.55337882,0.353958368,0.149266958,0.176040575,0.051068746,0.026974244,0.169678122,0.101365395,0.281125367,0.219667807,0.189976484,0.166519612,0.362813056,0.22377187,0.133588553,0.474520475,0.031811133
259.1999817,0.00117217,0.324275523,0.029377272,0.213158876,0.063788086,0.160664454,0.027390534,0.04711302,0.035388142,0.027098184,0.047091872,0.198730305,0.119027309,0.080446407,0.186808169,0.107240684,0.069854461,0.338836163,0.282482207,0.025341846,0.3699027,0.255384803,0.461472929,0.125460744,0.556150019,0.354825944,0.149880931,0.176758722,0.051725052,0.026936866,0.171050325,0.101874664,0.281017482,0.220667481,0.191618085,0.169505641,0.364360511,0.225301027,0.133905098,0.478094608,0.030936534
258.3999939,0.001559891,0.326612353,0.029907783,0.214673847,0.064801708,0.162640035,0.028246248,0.047613692,0.036800344,0.028137002,0.046620533,0.202667132,0.121444762,0.081185974,0.188903913,0.108322144,0.070359081,0.341782659,0.284397155,0.026732523,0.372474939,0.257236421,0.465086162,0.126487613,0.562217236,0.35930258,0.152638272,0.179526135,0.052688636,0.026435444,0.171533734,0.102862485,0.284638584,0.223340988,0.19360435,0.168705761,0.367344439,0.227289036,0.134563461,0.481563032,0.033919301
257.5999756,0.002178296,0.327300608,0.031943623,0.215956688,0.065358832,0.163240761,0.02913803,0.049144626,0.037306719,0.028097373,0.047401089,0.203797415,0.120334067,0.08316841,0.189485177,0.107931763,0.072210789,0.345142335,0.286583811,0.02539558,0.372853577,0.258206844,0.467566967,0.127436861,0.56469214,0.35942483,0.154678702,0.178439558,0.05324962,0.027646221,0.172550619,0.104241222,0.286098957,0.22565189,0.194807947,0.169991508,0.369411975,0.22881043,0.135581195,0.483908266,0.033222239
256.7999878,0.002108318,0.330078572,0.031630378,0.219104871,0.066110469,0.164582387,0.028420765,0.046543103,0.038360234,0.027737463,0.047420084,0.203502223,0.122099616,0.081719533,0.190971553,0.110551775,0.072120167,0.346685469,0.287689567,0.02691084,0.373648733,0.262449801,0.469912648,0.12860468,0.567951024,0.362947881,0.153053358,0.179702282,0.052787837,0.02806926,0.174125791,0.104778551,0.287472695,0.224786863,0.193791434,0.17089887,0.372997075,0.23008047,0.138148025,0.488477141,0.033288389
255.9999847,0.002368151,0.332489729,0.031402107,0.217882142,0.066176817,0.167608991,0.030209078,0.048620269,0.037517115,0.027384,0.046730235,0.20407401,0.123073645,0.082318224,0.191734925,0.108513527,0.072706193,0.349087238,0.290940195,0.02764876,0.378452987,0.262193173,0.475262225,0.129225135,0.570986807,0.366581589,0.155865952,0.181234703,0.053997457,0.026787944,0.174600527,0.104352206,0.29009825,0.228757262,0.196143478,0.171086684,0.373284996,0.232335359,0.138368577,0.492472082,0.034142289
255.1999969,0.002104911,0.333199084,0.030596428,0.218831182,0.064527303,0.166803107,0.030184271,0.046197556,0.036926642,0.026488654,0.047033425,0.20427011,0.123024017,0.082821824,0.191981256,0.108556502,0.072062097,0.349875331,0.291858226,0.024594849,0.378754914,0.263079524,0.474226743,0.128772691,0.573877513,0.366768152,0.154907778,0.1833646,0.052864373,0.02730375,0.174359709,0.103299029,0.290072799,0.228361651,0.194377258,0.171487138,0.375902593,0.233031362,0.136877313,0.492110342,0.031585887
254.3999939,0.001288806,0.334703237,0.030626817,0.221035555,0.066692576,0.166223273,0.029320108,0.047855441,0.035420552,0.027307443,0.047873333,0.206774414,0.123744346,0.08322303,0.193947747,0.109560452,0.070737414,0.349936903,0.293815613,0.025091186,0.380517125,0.264260382,0.477393448,0.132104605,0.578370094,0.369020939,0.155739635,0.1846627,0.053351231,0.027452821,0.176310569,0.106382571,0.292951226,0.230237111,0.196797147,0.173108503,0.378411353,0.234354839,0.137336984,0.496334523,0.031428684
253.5999908,0.002136334,0.336636305,0.031733766,0.222275108,0.067317292,0.168648884,0.028786359,0.048795611,0.03680547,0.026186161,0.047982018,0.208649039,0.123291649,0.083966024,0.196330696,0.110772766,0.074774146,0.354015529,0.296953112,0.026227515,0.384416312,0.265663415,0.480384976,0.131836265,0.583867967,0.370872766,0.156781018,0.183577865,0.054512851,0.028273791,0.177486986,0.106068708,0.293506146,0.233183056,0.198165953,0.174488276,0.379594892,0.234590381,0.138899133,0.500564277,0.033252951
252.7999878,0.002488805,0.339013487,0.032694899,0.223103374,0.067030117,0.16937983,0.029789746,0.048756134,0.037365366,0.027984355,0.049513124,0.209244713,0.124992862,0.084137037,0.196406737,0.111689456,0.075275809,0.357790709,0.296769232,0.028039077,0.386147767,0.267230213,0.482841492,0.132839322,0.585574508,0.374019027,0.159227952,0.185808495,0.054739919,0.029170144,0.17832908,0.106342956,0.298079372,0.23519133,0.200310662,0.176237658,0.38191551,0.236833319,0.140031353,0.503984869,0.032374136
251.9999847,0.002419481,0.341007233,0.031410344,0.223135233,0.064932212,0.170247078,0.028313162,0.04925276,0.035849545,0.026854387,0.048864435,0.210973665,0.124543794,0.083170921,0.196529388,0.112098038,0.073294453,0.355629593,0.300119758,0.027042588,0.388069898,0.269215673,0.485059202,0.132340923,0.586088359,0.374411643,0.159670249,0.186201543,0.053699709,0.027805181,0.177872986,0.10591276,0.296561897,0.235450327,0.199102312,0.175115138,0.382665962,0.236236706,0.139513224,0.506185114,0.032040454
251.1999969,0.002411984,0.342564374,0.032390978,0.225484103,0.067532554,0.17169787,0.029590318,0.049407795,0.037546244,0.028066663,0.048228748,0.212165386,0.1267654,0.084562793,0.197956353,0.112857312,0.075226061,0.360246658,0.301892817,0.0271539,0.388187647,0.269879669,0.490630388,0.133398503,0.593256593,0.376328737,0.159953326,0.187854514,0.055324905,0.028484251,0.178765804,0.107529499,0.301365078,0.23760955,0.199998424,0.176735237,0.385360152,0.238713369,0.141308129,0.510207593,0.032814953
250.3999939,0.002586759,0.342399269,0.032380074,0.226306483,0.067958862,0.17164284,0.028642165,0.049431432,0.037102513,0.027583161,0.048848215,0.212110624,0.126213089,0.085113868,0.198116407,0.112254217,0.075368233,0.35999772,0.304429978,0.026410494,0.39088279,0.270799279,0.491921693,0.134710386,0.596539795,0.378168315,0.161402047,0.189010218,0.054002587,0.028034605,0.178983405,0.108019427,0.301464528,0.238894209,0.202911243,0.177084103,0.387034357,0.239771143,0.140142188,0.511905134,0.03191844
249.5999908,0.001305785,0.345575422,0.032710668,0.22617282,0.068840057,0.173063263,0.028782347,0.049570572,0.037733883,0.027849313,0.049132913,0.214454681,0.127815336,0.08604683,0.199687928,0.11219459,0.075513475,0.362891227,0.305158854,0.027296169,0.394395858,0.272898376,0.494772434,0.134733021,0.598396838,0.382879615,0.162387952,0.190718353,0.055119105,0.026947912,0.179872558,0.108990297,0.304193109,0.242253631,0.204005763,0.177732542,0.390442669,0.240741581,0.143036991,0.515210867,0.032881513
248.7999878,0.002357012,0.346045613,0.031752732,0.22791715,0.067766018,0.173840433,0.028367652,0.048274193,0.03728779,0.028573042,0.047808535,0.215400413,0.127205804,0.084956288,0.200715706,0.112747766,0.075866885,0.365644455,0.307977229,0.025677474,0.395428896,0.272778481,0.497564316,0.135621443,0.604547143,0.383567572,0.162823543,0.190737948,0.054778446,0.02738695,0.181585521,0.108233593,0.305184633,0.243378013,0.204948708,0.180036232,0.390840858,0.241510972,0.143183827,0.517740786,0.031623166
247.9999847,0.004669447,0.351133019,0.034016546,0.231299982,0.070281014,0.17696169,0.030450743,0.051436696,0.039836962,0.029974898,0.050723359,0.218500674,0.130736589,0.087481461,0.204757989,0.115198717,0.078012496,0.37077108,0.312030166,0.029938428,0.400493711,0.277030677,0.501532257,0.13676852,0.609328508,0.38782984,0.164886788,0.194431216,0.058180347,0.030231752,0.184680209,0.110600419,0.309759557,0.247236773,0.205826089,0.180940419,0.397746235,0.245919883,0.147293806,0.521860421,0.03409183
247.1999969,0.003306362,0.351259649,0.032710556,0.230329707,0.06861911,0.175771147,0.028265448,0.050998289,0.038063377,0.02861139,0.049552523,0.217630923,0.130518228,0.086293437,0.204248652,0.11553438,0.078346364,0.37132588,0.31289947,0.026681487,0.400815636,0.278215408,0.505670011,0.136967212,0.61171031,0.388150513,0.164786816,0.192495123,0.057246655,0.027816469,0.184138283,0.109860912,0.311023623,0.247857645,0.206058621,0.181375578,0.396908611,0.245375931,0.145681083,0.523263633,0.032989725
246.3999939,0.001565061,0.353803515,0.034043055,0.233491421,0.069824874,0.177108511,0.031303,0.049191877,0.037397388,0.028188817,0.050065428,0.220895141,0.131063268,0.087118886,0.204887837,0.11616265,0.077745505,0.373461455,0.315370381,0.027881358,0.405064911,0.280183375,0.510790765,0.137618378,0.615518391,0.392065853,0.164424136,0.195398837,0.056343317,0.028203486,0.184835717,0.111282758,0.312020987,0.250667274,0.208385378,0.181421965,0.399454087,0.246787146,0.146997392,0.529434025,0.033362206
245.5999908,0.003147619,0.359053642,0.034264233,0.234704256,0.070551492,0.177966923,0.028901855,0.05062364,0.038657807,0.028689422,0.049980786,0.222707138,0.132908285,0.089347735,0.2065918,0.116134204,0.078902148,0.377015263,0.319510669,0.028364971,0.406567097,0.282082111,0.512776196,0.139170751,0.620328307,0.395686626,0.167577848,0.196268007,0.057375737,0.027908685,0.186938584,0.110937364,0.313615978,0.252623141,0.2099666,0.183235109,0.404085904,0.249109805,0.147374094,0.533224404,0.033447109
244.7999878,0.00194424,0.360709786,0.032961629,0.235743567,0.070753254,0.178958148,0.029944777,0.049705718,0.038725071,0.026493523,0.049099524,0.222867072,0.132441446,0.08716318,0.20642522,0.115993463,0.078183629,0.37765637,0.319251329,0.027381297,0.407158077,0.282686383,0.515348792,0.138937488,0.624482036,0.396870524,0.166635364,0.197466299,0.056034092,0.026503786,0.186659917,0.111750156,0.316521406,0.252747476,0.209310517,0.183754772,0.405111909,0.249741644,0.147384405,0.536690831,0.032018662
243.9999847,0.003431243,0.363886923,0.033035338,0.239086345,0.073302448,0.182288319,0.030045185,0.051419619,0.038885564,0.028336648,0.049623355,0.226733252,0.135131717,0.087472126,0.210633069,0.118939407,0.080081284,0.381387532,0.325127602,0.026583999,0.414251864,0.286439747,0.521845698,0.140197814,0.629598558,0.400833666,0.169797272,0.198898271,0.058073636,0.028630357,0.188056797,0.112710714,0.320761025,0.259318441,0.212958053,0.187425941,0.40914461,0.252668351,0.15056476,0.541549206,0.03278698
243.1999969,0.004104843,0.36732623,0.035468973,0.240731806,0.072620116,0.185402006,0.030990547,0.052560184,0.04037388,0.029614178,0.051180359,0.228384689,0.135815695,0.090856954,0.21089685,0.119207226,0.080708146,0.38277939,0.328157544,0.027577976,0.41701901,0.289581925,0.524823487,0.142166197,0.63574934,0.405117363,0.171086416,0.201927409,0.057960678,0.029561499,0.189886734,0.114027619,0.32293722,0.263068289,0.214569971,0.18792674,0.412966907,0.253037363,0.151421964,0.544564784,0.032940377
242.3999939,0.003256623,0.369965792,0.034836341,0.242300302,0.073741853,0.184788853,0.030714212,0.052377824,0.039977856,0.028583243,0.05118176,0.230262265,0.136518538,0.090279579,0.212973788,0.120046713,0.083077818,0.390111029,0.328816474,0.029440733,0.419847041,0.291116148,0.529249132,0.142995745,0.643396795,0.407765836,0.172389776,0.202107698,0.058979902,0.028658036,0.191810921,0.11538519,0.324495018,0.264569402,0.217286438,0.189194426,0.415279567,0.25542596,0.153037936,0.550420761,0.03353155
241.5999908,0.002981037,0.373159647,0.035660833,0.244156212,0.075001046,0.186336696,0.03068004,0.053393967,0.039564528,0.028217766,0.05137961,0.230000272,0.137353599,0.090961404,0.213298112,0.121030167,0.081368223,0.392267048,0.33316949,0.027772563,0.424196601,0.292523146,0.534697831,0.143868387,0.647964716,0.412332058,0.17543301,0.203841493,0.059100453,0.028563255,0.19155632,0.115206815,0.326285034,0.267438293,0.217330277,0.190180749,0.417999774,0.259377301,0.153956458,0.555512548,0.033047013
240.7999878,0.003976816,0.377686083,0.036733378,0.247775793,0.075344436,0.189548448,0.030992799,0.053413406,0.041167498,0.028696861,0.052411616,0.235372037,0.140180036,0.091912113,0.217999041,0.12277256,0.084989376,0.394529223,0.337216437,0.028402416,0.431223035,0.298313379,0.539598823,0.145778298,0.654223204,0.41691938,0.176890031,0.207539499,0.060713515,0.029571863,0.194405615,0.117149442,0.331308991,0.27202034,0.21969755,0.193699315,0.422459841,0.26135844,0.155777797,0.559179783,0.034429919
239.9999847,0.002757541,0.380726427,0.035819355,0.249043018,0.075909734,0.192277908,0.030874576,0.05262341,0.040272504,0.028961619,0.051538523,0.235273987,0.141107962,0.092706792,0.218936086,0.123912588,0.084559865,0.399525434,0.340578854,0.028750816,0.432481349,0.299941361,0.545175612,0.147385433,0.659876108,0.420941114,0.178856969,0.208037973,0.059715047,0.029595749,0.195455551,0.117588855,0.332170516,0.274296314,0.22110799,0.194669679,0.425200403,0.264021605,0.156456798,0.564888597,0.033413894
239.1999969,0.004209879,0.38574934,0.036871858,0.251548886,0.077343695,0.192634061,0.031159829,0.054171201,0.040772229,0.029115055,0.053873479,0.238830894,0.142521545,0.093494587,0.22044827,0.12417984,0.087004825,0.403741717,0.344841182,0.028938072,0.436441064,0.302596211,0.550876558,0.148290724,0.667407692,0.424926847,0.180021033,0.210000187,0.061068457,0.030111935,0.197530821,0.118074574,0.33785519,0.277761817,0.223281026,0.196087569,0.429585129,0.265456796,0.158813298,0.570910871,0.033321481
238.3999939,0.002917184,0.388993233,0.03655481,0.254064024,0.077421308,0.194088042,0.032692887,0.053721357,0.040505487,0.029153921,0.052224357,0.242174238,0.143654436,0.093594439,0.221611634,0.125356019,0.087811135,0.406912535,0.347015798,0.028811889,0.440936774,0.306570977,0.556237459,0.149372175,0.672089338,0.428449392,0.181201458,0.212250084,0.062066939,0.028652009,0.19974643,0.118705742,0.340732247,0.282504857,0.225644842,0.197714716,0.433426142,0.268234462,0.160541549,0.575150967,0.034253083
237.5999908,0.003577144,0.393949628,0.036533158,0.255862266,0.077812411,0.195526227,0.031862054,0.054214869,0.041869998,0.028556151,0.053388465,0.2428004,0.144675836,0.095270738,0.224896729,0.126321137,0.089050703,0.412091792,0.351478756,0.02835284,0.445528716,0.307388961,0.56118083,0.150661498,0.678491652,0.431578815,0.183713034,0.21290426,0.061799895,0.028807297,0.200475082,0.120115727,0.343784869,0.286272615,0.227118209,0.198160037,0.436925679,0.270518929,0.160844326,0.582243741,0.033050951
236.7999878,0.005062112,0.397714049,0.037881326,0.260909021,0.079925515,0.199874297,0.033117071,0.055732824,0.04246401,0.03016085,0.054110385,0.247404769,0.147190988,0.09797328,0.227742046,0.127133772,0.089498296,0.415547729,0.356625408,0.030023549,0.451243132,0.312657356,0.56714046,0.151770949,0.685701013,0.437970966,0.185251325,0.216080129,0.0631404,0.029755564,0.203757405,0.123340309,0.348476827,0.291689068,0.229377538,0.200854912,0.441461712,0.273373157,0.163238734,0.588885903,0.035021722
235.9999847,0.002385668,0.400321007,0.035384208,0.260930419,0.077546224,0.199661285,0.03147953,0.054114811,0.040536404,0.028495418,0.05271871,0.246795327,0.145999432,0.095773645,0.22883819,0.126682535,0.089379504,0.41732046,0.36092341,0.027373854,0.453103989,0.313621491,0.57216841,0.152962387,0.691734254,0.440137506,0.186961353,0.216233164,0.061469972,0.02912336,0.204087928,0.120820537,0.349862874,0.292150468,0.230130717,0.200590506,0.444634736,0.274540961,0.163466588,0.590809345,0.033165716
235.1999969,0.003561981,0.40328905,0.03742563,0.264854312,0.07893537,0.201675743,0.032109711,0.053989045,0.041107222,0.027960446,0.053378776,0.249636576,0.148795292,0.096206933,0.22994031,0.127377853,0.092256173,0.42183122,0.363556355,0.027272876,0.457499892,0.317354828,0.577137888,0.153915569,0.698331118,0.446400881,0.187923178,0.218437493,0.062849991,0.028818445,0.206431344,0.122420579,0.353710949,0.297120631,0.232094109,0.204291284,0.449486166,0.277838767,0.164430112,0.597277403,0.031941619
234.3999939,0.002579468,0.409237355,0.03744857,0.267211914,0.080683678,0.202522472,0.031890132,0.054262351,0.04205906,0.027770851,0.053244617,0.253363282,0.151094317,0.097325899,0.233386904,0.129149929,0.095391028,0.424827516,0.367472887,0.028755741,0.461773127,0.319788694,0.584888995,0.155625194,0.704829574,0.45003435,0.190463737,0.221266389,0.062892385,0.027546724,0.207670987,0.123974502,0.358624816,0.302508086,0.234865651,0.204758287,0.453513295,0.280881286,0.167645857,0.602519631,0.033325225
233.5999908,0.003096517,0.412757307,0.038323253,0.271347135,0.081770241,0.207531944,0.032459427,0.056962375,0.043104745,0.028656874,0.053118046,0.255761355,0.151946813,0.098198906,0.23685284,0.13026005,0.096833393,0.430074185,0.373752743,0.028669262,0.465090543,0.322622985,0.591410875,0.157745212,0.713822722,0.455634326,0.194023445,0.223542944,0.064642042,0.030156272,0.210789084,0.126475081,0.360765159,0.307049155,0.238196716,0.208153009,0.460635006,0.284704924,0.169483915,0.611774325,0.034055069
232.7999878,0.001465986,0.418132663,0.03801636,0.271190405,0.080575496,0.208668843,0.032722164,0.05542174,0.04351519,0.028257988,0.0537716,0.258972108,0.152609542,0.099067941,0.240110055,0.132154331,0.098453872,0.435032606,0.379033506,0.027827121,0.469295949,0.32544598,0.595252812,0.158280134,0.718820036,0.45972994,0.194681644,0.224284902,0.064738669,0.029234044,0.212536961,0.126700446,0.366143763,0.310376525,0.238717273,0.209581584,0.461852282,0.287582994,0.170406118,0.616732121,0.034483586
231.9999847,0.002219378,0.422531962,0.039125022,0.276388377,0.083303645,0.212124378,0.034094378,0.057960264,0.043742962,0.028570775,0.054651923,0.263739914,0.154165551,0.099296212,0.241802901,0.134473309,0.100264713,0.44059813,0.384712577,0.029024189,0.476152986,0.331383884,0.602000356,0.16059266,0.726435602,0.465794802,0.19729571,0.228710532,0.064642645,0.029601514,0.213915616,0.128204018,0.369549841,0.315331966,0.240029469,0.211668149,0.466430634,0.289963782,0.173776776,0.623888552,0.034377888
231.1999969,0.003449951,0.427081764,0.039427087,0.279059172,0.084207609,0.215386003,0.033943456,0.057622865,0.045050327,0.028416896,0.055738684,0.266055733,0.156737164,0.098881677,0.244962439,0.134473175,0.103854694,0.442804962,0.390491396,0.029187724,0.480348319,0.333164394,0.608577907,0.162773579,0.735794485,0.471928984,0.200165272,0.2293192,0.065432288,0.030009402,0.217839435,0.128631339,0.372883797,0.320991516,0.24343577,0.213460594,0.470917642,0.294124007,0.176125228,0.630569994,0.034023628
230.3999939,0.002444393,0.430814773,0.038781788,0.281159848,0.085379891,0.215423584,0.033200391,0.05836232,0.044444367,0.02787349,0.054332253,0.269594342,0.157840103,0.100021295,0.246509418,0.135482237,0.105345085,0.447045088,0.395083249,0.029066285,0.485549748,0.336271167,0.615269482,0.164866686,0.743426979,0.476899386,0.201988414,0.231439114,0.065092944,0.028495198,0.219168976,0.129467428,0.37657094,0.322472692,0.245760903,0.214156553,0.474492341,0.297371596,0.176257044,0.634637475,0.033739176
229.5999908,0.003144204,0.433916718,0.039968632,0.285902828,0.087021016,0.218912214,0.033631336,0.057363477,0.044731013,0.028594911,0.055420417,0.273007989,0.158400983,0.101918392,0.251690745,0.136370406,0.108601511,0.451800495,0.400702179,0.029875837,0.491488248,0.338964611,0.62100625,0.166568354,0.749370992,0.480776727,0.203961596,0.234463066,0.066494711,0.028415404,0.222133875,0.131846264,0.381451696,0.327245295,0.248931199,0.21806477,0.480190396,0.301795095,0.1795412,0.64110893,0.033648007
228.7999878,0.003743721,0.43784973,0.039826807,0.290868312,0.087652318,0.223498374,0.036021493,0.058707759,0.046192575,0.029070769,0.057063147,0.27709499,0.161542043,0.103728749,0.255377561,0.138488203,0.114535652,0.458526701,0.408482313,0.029049678,0.497619838,0.343553186,0.626264095,0.16867508,0.757470608,0.486573219,0.207456529,0.236981794,0.068313748,0.028777093,0.22378175,0.133024633,0.387200445,0.333691061,0.250425547,0.2201574,0.484820217,0.304920256,0.183191061,0.649176121,0.034923494
227.9999847,0.002764106,0.44090426,0.039423231,0.29241693,0.087928832,0.225677311,0.034635872,0.057634186,0.04499086,0.027784787,0.055878591,0.280796796,0.162186116,0.103217565,0.258411795,0.138494536,0.116223775,0.46178788,0.414113015,0.028852748,0.498809159,0.343864799,0.632142186,0.16793704,0.762545645,0.492423952,0.209131733,0.238520637,0.067493878,0.02883626,0.224959776,0.133795813,0.387614965,0.337791562,0.253260016,0.221035555,0.488176942,0.307149112,0.18313174,0.653863072,0.033309519
227.1999969,0.0017442,0.446741283,0.040377859,0.296057969,0.087891527,0.228687003,0.036340263,0.059730463,0.045638759,0.028763125,0.05642638,0.282313377,0.163056999,0.102917172,0.261498541,0.138362095,0.120087192,0.4648709,0.421283543,0.028487844,0.505896151,0.348846674,0.638281643,0.172065958,0.770133078,0.494844765,0.210337862,0.240900949,0.067061774,0.030206386,0.22800234,0.134085611,0.394383788,0.340052962,0.25537765,0.222699881,0.491109937,0.310935557,0.18583332,0.660118341,0.033910122
226.3999939,0.002422266,0.452001602,0.042113334,0.300432146,0.089663766,0.23281309,0.037537437,0.06165237,0.046288401,0.028288739,0.056633331,0.287432402,0.166207016,0.106016204,0.266572505,0.141588882,0.126710355,0.47054255,0.427130431,0.029141353,0.510946035,0.351707041,0.647722065,0.17341055,0.77799803,0.500936091,0.213081032,0.243709907,0.068646304,0.02865787,0.230766654,0.13704522,0.400314242,0.345162571,0.258916676,0.226349115,0.498675913,0.316300929,0.188120306,0.667214513,0.035009515
225.5999908,0.00186923,0.455808699,0.040880743,0.303994685,0.090910725,0.234019458,0.037547767,0.061301362,0.046596441,0.026871761,0.056159366,0.290526986,0.165109947,0.104882129,0.268118441,0.142258033,0.129918292,0.472991496,0.434183896,0.027965441,0.515937507,0.354557604,0.653599918,0.174762607,0.78975147,0.507536471,0.214941233,0.246918768,0.067319922,0.029760083,0.232930526,0.137600675,0.403496504,0.349036604,0.259439588,0.226993114,0.499470383,0.31993705,0.19191058,0.6728248,0.034444716
224.7999878,0.000617716,0.459125131,0.042748209,0.307829917,0.091282994,0.237705603,0.036547519,0.062677734,0.046854928,0.027286163,0.056156095,0.29532367,0.168679237,0.105222173,0.271417409,0.143192574,0.134944066,0.478298396,0.442648262,0.029399237,0.51966089,0.357616991,0.65925318,0.176713854,0.793844879,0.512415767,0.219054505,0.248209521,0.069051914,0.029296208,0.236452699,0.13940905,0.404391021,0.353858709,0.261292249,0.229036972,0.502906144,0.322313964,0.193409249,0.677551389,0.034404114
223.9999847,0.000486178,0.463056088,0.042482249,0.309821516,0.093327865,0.243206799,0.038417839,0.061863709,0.04819236,0.026489479,0.057541646,0.298061103,0.168375716,0.10594523,0.27668339,0.144024983,0.139674053,0.482638508,0.449107885,0.029355835,0.527767718,0.360504091,0.664263845,0.177874401,0.798153281,0.516889989,0.221072763,0.249416009,0.068252884,0.027448354,0.236579433,0.139851287,0.409830838,0.358984828,0.263435513,0.230103239,0.507589281,0.328211814,0.19593598,0.682927251,0.033503503
223.1999969,0.003429469,0.466715604,0.04392723,0.318442017,0.09584672,0.24695912,0.040237177,0.065968916,0.051605862,0.028349331,0.058754254,0.304711968,0.17239666,0.10824462,0.281818152,0.147443041,0.148442254,0.49145323,0.460270256,0.031122619,0.533316374,0.367770135,0.675063431,0.182219207,0.811397195,0.524039865,0.225451782,0.255185217,0.071751282,0.031073177,0.241840944,0.14349328,0.417094678,0.36297667,0.268054426,0.234857202,0.515765071,0.331800312,0.200744838,0.692191243,0.035975203
222.3999939,0.002351806,0.472129941,0.042973235,0.319220871,0.095113233,0.250135571,0.040490452,0.064763002,0.049468912,0.02518823,0.059433091,0.3100622,0.173359856,0.108416699,0.286222428,0.147118479,0.152394801,0.492190391,0.468636483,0.028474964,0.537136734,0.369163245,0.68157804,0.182001039,0.817429602,0.530248582,0.22584343,0.254192263,0.070444562,0.028109163,0.243251354,0.143718213,0.421358526,0.367762238,0.269356996,0.235369235,0.516807258,0.336122215,0.203189418,0.70032078,0.034413893
221.5999908,0.002643922,0.476711243,0.043497909,0.325578272,0.099127226,0.255017132,0.0425088,0.066160962,0.051249243,0.026816001,0.061406188,0.314435571,0.176070243,0.109921724,0.293509603,0.150620014,0.162753388,0.498578757,0.478222907,0.030645093,0.546592653,0.374220371,0.687586606,0.186004505,0.824865162,0.538679957,0.231608734,0.259571523,0.073498718,0.029562248,0.247950494,0.145560324,0.42820859,0.372494102,0.274799168,0.239448711,0.527689397,0.341317594,0.20549041,0.706086576,0.034922738
220.7999878,0.001756649,0.479058236,0.045376427,0.329514921,0.098548636,0.260856181,0.042802542,0.068084471,0.051684551,0.027364204,0.061415251,0.321281046,0.17856133,0.110638559,0.299203694,0.152588859,0.169000909,0.504048288,0.488878816,0.031538732,0.549670696,0.376793236,0.696355045,0.187006861,0.835164607,0.543860436,0.233383179,0.260723412,0.07305368,0.028928941,0.250533462,0.148530439,0.433297813,0.376449078,0.276115596,0.241994649,0.528626561,0.348510385,0.211606294,0.710667729,0.035956562
219.9999847,0.001904199,0.484628141,0.044865467,0.334314644,0.100065976,0.264993727,0.044477545,0.068467133,0.051311232,0.025670802,0.060907122,0.325249285,0.178434014,0.109554991,0.302451938,0.151764631,0.176685274,0.508975923,0.496898562,0.028657759,0.55305028,0.380371243,0.700484097,0.189048454,0.841333509,0.549700916,0.235230476,0.263740122,0.074409671,0.027703248,0.253434211,0.14981401,0.437403947,0.381857216,0.27713415,0.243381545,0.532242596,0.352810442,0.21381481,0.719629288,0.035015211
