wavelength (nm),DOMBlank1,DOMSTD26,DOM12168,DOM12277,DOM12700,DOM12719,DOM12727,DOM12735,DOM12765,DOMBlank2,DOM13017,DOM13156,DOM13157,DOM13196,DOM13458,DOM13466,DOM13129,DOM13257,DOMBlank3,DOM13258,DOM13259,DOM13309,DOM13369,DOM13395,DOM13473,DOM13475,DOM13514,DOM13515,DOMBlank4,DOM13521,DOM13525,DOM13529,DOM13594,DOM13595,DOM13601,DOMBlank5
768,-0.000322316,-0.001657212,-0.00905709,-0.009458425,-0.013562921,-0.016397657,-0.018271545,-0.020220064,-0.02463023,-0.021974368,-0.025311898,-0.023326434,-0.023696125,-0.026240345,-0.02437642,-0.022539167,-0.027640477,-0.030152874,-0.027740443,-0.026882704,-0.027953606,-0.028100913,-0.025716551,-0.0269609,-0.026960755,-0.026864892,-0.030129641,-0.027484752,-0.028355224,-0.028551409,-0.027912876,-0.029543778,-0.027886124,-0.031336188,-0.02811945,-0.028975043
767.2000122,0.000323721,-0.001299084,-0.008072277,-0.008808825,-0.014282409,-0.016250564,-0.019000031,-0.01943407,-0.021443972,-0.021367043,-0.024212666,-0.024725853,-0.022040267,-0.024268972,-0.023256658,-0.023817537,-0.024631159,-0.029149747,-0.027925644,-0.027036894,-0.029070538,-0.027053628,-0.027177949,-0.027272671,-0.026785316,-0.026704749,-0.03035129,-0.02903427,-0.026806341,-0.027863741,-0.027234843,-0.026874917,-0.027141716,-0.030563321,-0.029525205,-0.028002778
766.4000244,-0.000883831,-0.00115164,-0.011107657,-0.009861667,-0.01397711,-0.016761834,-0.019209897,-0.020646963,-0.022117371,-0.022549883,-0.023554819,-0.025532261,-0.023653129,-0.02546235,-0.024136078,-0.024734363,-0.027227597,-0.029146986,-0.027070945,-0.026414495,-0.029336089,-0.027459238,-0.027973605,-0.028209796,-0.026686346,-0.027534951,-0.02854244,-0.027932342,-0.028520528,-0.029342961,-0.027277485,-0.028363662,-0.026943821,-0.029569075,-0.02770178,-0.029745471
765.5999756,-0.001019073,-0.001578399,-0.009934133,-0.008260468,-0.014753016,-0.018406045,-0.019049484,-0.021334808,-0.023193497,-0.021674333,-0.023894573,-0.025172925,-0.02157311,-0.023731714,-0.025239656,-0.024438333,-0.026374154,-0.028656302,-0.028709369,-0.026252918,-0.028835347,-0.027680408,-0.026580198,-0.027783617,-0.027805811,-0.027598064,-0.027684052,-0.029111015,-0.027245685,-0.029015336,-0.028705832,-0.028380103,-0.028212272,-0.030796276,-0.028709611,-0.030441754
764.7999878,-0.001159746,-0.002891548,-0.008857526,-0.010189038,-0.014894914,-0.016959641,-0.019948384,-0.020963792,-0.022227913,-0.024216436,-0.02563647,-0.025975235,-0.023814449,-0.025894227,-0.02524459,-0.024480859,-0.026934966,-0.027698671,-0.029550936,-0.028287707,-0.029949632,-0.027505843,-0.028519848,-0.028986376,-0.026565636,-0.029171143,-0.029580392,-0.031176917,-0.028573951,-0.030983698,-0.02828436,-0.029078867,-0.029268531,-0.030554298,-0.028763885,-0.027850533
764,-0.000122734,-0.001691405,-0.009229548,-0.008327464,-0.013350758,-0.016803276,-0.018080441,-0.021434855,-0.023783427,-0.021888623,-0.021666946,-0.025049007,-0.02280196,-0.025111703,-0.023308573,-0.025439257,-0.025722308,-0.028904039,-0.026544938,-0.026787797,-0.028573805,-0.027142007,-0.028426997,-0.027539615,-0.026997196,-0.026984643,-0.0298682,-0.029519256,-0.029790381,-0.029299311,-0.028287997,-0.028417347,-0.026223969,-0.030696144,-0.028749879,-0.029907251
763.2000122,-0.002334273,-0.002456812,-0.009489222,-0.010506713,-0.016161535,-0.017616859,-0.019086398,-0.020304903,-0.024104832,-0.023345618,-0.022258213,-0.026231475,-0.023794943,-0.025100365,-0.023725292,-0.027017387,-0.02818088,-0.030734155,-0.026992671,-0.02707649,-0.029681217,-0.028393488,-0.028178746,-0.02840052,-0.028601291,-0.02835275,-0.030590199,-0.028510977,-0.028905928,-0.030630583,-0.02921045,-0.031867832,-0.029090583,-0.030798206,-0.029137401,-0.030149687
762.4000244,-0.000912711,-0.00413172,-0.00958991,-0.00983292,-0.015559457,-0.018599633,-0.01967505,-0.02073626,-0.022059014,-0.024730058,-0.02484468,-0.02650875,-0.02347625,-0.025333535,-0.027143953,-0.024695579,-0.02660664,-0.029657861,-0.028212853,-0.027351284,-0.029380461,-0.027684586,-0.027716935,-0.028688338,-0.027451657,-0.027628236,-0.030468155,-0.028467825,-0.028682861,-0.031500172,-0.029914452,-0.030986639,-0.029154249,-0.030465838,-0.029316539,-0.030252939
761.5999756,-0.003275549,-0.003530949,-0.009605203,-0.010041294,-0.015746729,-0.018229796,-0.02010466,-0.022367734,-0.023515292,-0.023487091,-0.024976624,-0.028439945,-0.025925783,-0.025028236,-0.025202286,-0.025500823,-0.027583586,-0.03052076,-0.02771985,-0.028225711,-0.028619708,-0.029084725,-0.028949229,-0.028630566,-0.029479736,-0.027774341,-0.030172339,-0.0296978,-0.030845707,-0.030065058,-0.030855834,-0.031678624,-0.028776579,-0.032321885,-0.029641904,-0.029787287
760.7999878,-0.001365562,-0.000927538,-0.008337469,-0.00754161,-0.013519663,-0.016801881,-0.015569347,-0.019084763,-0.022531303,-0.022513507,-0.021770561,-0.025330115,-0.021858003,-0.023816705,-0.024264613,-0.024304219,-0.026437243,-0.027200269,-0.026045598,-0.028144926,-0.025447849,-0.02716754,-0.026485469,-0.026883872,-0.025694983,-0.025039086,-0.028058887,-0.027604818,-0.028375011,-0.029817885,-0.027415253,-0.028675882,-0.027787454,-0.03005356,-0.028328111,-0.027795371
760,-0.001223097,-0.001533673,-0.009319198,-0.009972538,-0.013962522,-0.015838686,-0.018455319,-0.021441014,-0.023163704,-0.023068964,-0.022883154,-0.025083018,-0.023699164,-0.023763869,-0.023475859,-0.026123362,-0.025996935,-0.02930231,-0.027306851,-0.027582712,-0.02783888,-0.027019527,-0.028253119,-0.027825963,-0.026538996,-0.027384922,-0.027962198,-0.027047547,-0.029759152,-0.028920652,-0.028578943,-0.028209554,-0.027713535,-0.031133451,-0.028755695,-0.028089218
759.2000122,-0.001542082,-0.004404658,-0.010678899,-0.009409893,-0.015101524,-0.018969553,-0.019646352,-0.021553749,-0.024594959,-0.023444319,-0.02397282,-0.027696583,-0.025946707,-0.02462847,-0.024312688,-0.025523474,-0.026202036,-0.029926678,-0.029366719,-0.028191701,-0.028911255,-0.028902199,-0.027590584,-0.029487476,-0.02738288,-0.027389346,-0.029079834,-0.028717995,-0.030353464,-0.029901404,-0.030975165,-0.030167799,-0.029000033,-0.032677617,-0.0289455,-0.029610423
758.4000244,-0.00062268,-0.003554828,-0.009010846,-0.009917637,-0.014181552,-0.01739851,-0.019355696,-0.020296751,-0.024033174,-0.02191427,-0.024249045,-0.026059544,-0.022140052,-0.023919612,-0.024044488,-0.02455171,-0.025294658,-0.028516989,-0.027515804,-0.027215587,-0.028257728,-0.028198104,-0.027091667,-0.02738254,-0.027301697,-0.027058687,-0.028683878,-0.027465701,-0.029323749,-0.030110851,-0.027867189,-0.029285034,-0.02862698,-0.031133693,-0.027781967,-0.029096974
757.5999756,-0.002071314,-0.002329896,-0.009126345,-0.009645966,-0.014566217,-0.017770845,-0.017572463,-0.021768985,-0.023366125,-0.022689255,-0.023901138,-0.024669753,-0.023479488,-0.023648079,-0.025314976,-0.02322579,-0.027313851,-0.029633248,-0.027955644,-0.026618229,-0.028272912,-0.027003959,-0.029510936,-0.027699692,-0.026728215,-0.027099887,-0.030188615,-0.028917069,-0.027792262,-0.029566512,-0.02886858,-0.029249752,-0.02838956,-0.030369975,-0.02868068,-0.029164221
756.7999878,-0.002402343,-0.003215632,-0.009621914,-0.00901399,-0.014136903,-0.018032368,-0.018260872,-0.020681322,-0.023712205,-0.021939324,-0.02541323,-0.025669949,-0.023687398,-0.024703747,-0.023638813,-0.023886684,-0.025710598,-0.029357864,-0.027914962,-0.027722279,-0.028802644,-0.028273057,-0.027723201,-0.027992586,-0.027913505,-0.026365921,-0.028946711,-0.029192442,-0.028539337,-0.028509328,-0.029250624,-0.028278053,-0.027097894,-0.030811902,-0.027695028,-0.029050201
756,-0.001145495,-0.002833739,-0.00946891,-0.007816788,-0.014391707,-0.017170995,-0.018541198,-0.020848388,-0.023066707,-0.022576915,-0.024751725,-0.025228666,-0.023423571,-0.025542902,-0.02453028,-0.025397995,-0.026126238,-0.029030589,-0.028061604,-0.026532616,-0.02788025,-0.02659242,-0.027952733,-0.027826304,-0.027037088,-0.027372722,-0.028606912,-0.029460337,-0.029244525,-0.02955321,-0.028234249,-0.029719703,-0.028036367,-0.031275831,-0.028820863,-0.029230827
755.2000122,-0.002184656,-0.002254449,-0.010078727,-0.009469367,-0.015554112,-0.017565252,-0.019157639,-0.020125765,-0.022693334,-0.02258645,-0.023166846,-0.026309447,-0.023084478,-0.024336429,-0.023711812,-0.02454173,-0.026695743,-0.028778031,-0.027349778,-0.027729612,-0.027114965,-0.028044036,-0.027130822,-0.026722422,-0.026932873,-0.027208973,-0.029302988,-0.028167052,-0.029346153,-0.029812036,-0.029311942,-0.028989911,-0.028470395,-0.031806007,-0.028713295,-0.029675607
754.4000244,-0.002101404,-0.003062206,-0.008753574,-0.008487215,-0.013725826,-0.018072844,-0.019540645,-0.020266611,-0.022379536,-0.02350254,-0.022974892,-0.025414208,-0.022894058,-0.024543637,-0.023517989,-0.023949744,-0.025497893,-0.029316297,-0.027333394,-0.025438573,-0.028422099,-0.027030813,-0.02690397,-0.027928459,-0.026682306,-0.025783883,-0.029128106,-0.028442174,-0.02840857,-0.02865766,-0.027377145,-0.02871155,-0.027538303,-0.032201868,-0.027906708,-0.027701149
753.5999756,-0.001658708,-0.003563557,-0.009213076,-0.010632071,-0.014732398,-0.01805879,-0.018037582,-0.021741211,-0.024611494,-0.022911051,-0.024583219,-0.026411571,-0.024156744,-0.026125556,-0.024467794,-0.024187008,-0.027250111,-0.028567212,-0.027575472,-0.028433543,-0.030187214,-0.028484456,-0.028764902,-0.027893309,-0.026852921,-0.028371664,-0.031373035,-0.029082401,-0.029586436,-0.030102929,-0.029700702,-0.030526793,-0.027356146,-0.03080925,-0.02913958,-0.029153038
752.7999878,-0.0014182,-0.002006593,-0.009443582,-0.009418303,-0.015002607,-0.01744372,-0.01934386,-0.020901283,-0.024588795,-0.022168636,-0.024187252,-0.027144294,-0.024289973,-0.025142534,-0.024432998,-0.02407231,-0.026320802,-0.0289331,-0.028540744,-0.027096044,-0.028327724,-0.028672878,-0.027531791,-0.028026175,-0.027401984,-0.028212707,-0.029819384,-0.029462757,-0.029888403,-0.030416895,-0.029194525,-0.028819602,-0.027644072,-0.032399256,-0.028992672,-0.02908027
752,-0.000770718,-0.003499829,-0.006920728,-0.007867023,-0.01467324,-0.017346978,-0.017920207,-0.020529253,-0.02393681,-0.021834372,-0.02255632,-0.026459213,-0.023003912,-0.024152631,-0.023556584,-0.023285022,-0.025710257,-0.028781908,-0.027668215,-0.026001373,-0.028298523,-0.027669575,-0.028577441,-0.028292703,-0.025854131,-0.026848588,-0.02931199,-0.029119343,-0.028009962,-0.028393198,-0.02822406,-0.029333863,-0.027470756,-0.030854484,-0.027565658,-0.027852865
751.2000122,-0.001780664,-0.002789245,-0.009075393,-0.00758852,-0.014144219,-0.0169694,-0.01793511,-0.018796705,-0.024261871,-0.022080174,-0.024078384,-0.025856376,-0.022577653,-0.024336772,-0.02369985,-0.024006329,-0.026359489,-0.028125031,-0.028617527,-0.026797581,-0.027424924,-0.027311713,-0.026893653,-0.028501086,-0.02551166,-0.02657976,-0.029254882,-0.027429396,-0.027619345,-0.028999161,-0.027335776,-0.028580736,-0.028033406,-0.029922329,-0.029143743,-0.028038405
750.4000244,0.000491568,-0.002647504,-0.008196307,-0.007242278,-0.013986686,-0.015736293,-0.017789183,-0.020219471,-0.021661479,-0.022802353,-0.024006035,-0.024810111,-0.021322979,-0.024226474,-0.023283647,-0.024084017,-0.025646718,-0.02750973,-0.028519074,-0.026220266,-0.028199269,-0.02651898,-0.026835594,-0.028274173,-0.026517713,-0.026611412,-0.030323096,-0.027582081,-0.027771914,-0.02977206,-0.027900008,-0.028538562,-0.026972139,-0.030625517,-0.027949285,-0.0285581
749.5999756,0.000294527,-0.001677944,-0.007088995,-0.009493933,-0.014615878,-0.016527157,-0.017173532,-0.019185528,-0.023232857,-0.022866258,-0.023688918,-0.024410535,-0.022945428,-0.023617437,-0.023122866,-0.023942199,-0.025575753,-0.027705181,-0.027674822,-0.027058005,-0.027530771,-0.025372602,-0.027057666,-0.02653851,-0.025848571,-0.026913263,-0.028487463,-0.027193656,-0.027561285,-0.029220227,-0.027624348,-0.028045055,-0.02788889,-0.029776556,-0.028426901,-0.028881418
748.7999878,-0.00086709,-0.001765402,-0.00990114,-0.009943444,-0.01441755,-0.01704975,-0.018484294,-0.019580238,-0.02392216,-0.022070529,-0.023408314,-0.025874374,-0.024186909,-0.02614988,-0.023389231,-0.023285659,-0.0263438,-0.029619999,-0.026669063,-0.027183929,-0.028949423,-0.027860535,-0.026544062,-0.027306851,-0.026032483,-0.027268101,-0.029127719,-0.028017292,-0.027401984,-0.029499471,-0.027687354,-0.030198177,-0.026857203,-0.03080274,-0.028701082,-0.027620267
748,-0.001279882,-0.00158237,-0.009500822,-0.008823943,-0.014078165,-0.017984536,-0.017898794,-0.021639658,-0.024421889,-0.022397876,-0.023580268,-0.025470944,-0.02290442,-0.025417088,-0.024801163,-0.024243904,-0.027509438,-0.028708981,-0.027183685,-0.027122991,-0.029284405,-0.027848396,-0.028612729,-0.027511431,-0.027347347,-0.026654504,-0.030357229,-0.027636347,-0.027761182,-0.029138999,-0.027666418,-0.029217033,-0.027518574,-0.031308927,-0.029992491,-0.029165335
747.2000122,-0.002686455,-0.003287367,-0.008924023,-0.009204156,-0.014715282,-0.016833905,-0.018953545,-0.021321598,-0.02370696,-0.023452953,-0.024160663,-0.024863064,-0.023481106,-0.026219193,-0.024508066,-0.024906086,-0.0285485,-0.029569123,-0.027407233,-0.027806733,-0.030377746,-0.028802305,-0.027817659,-0.028170547,-0.027286869,-0.027785901,-0.028176611,-0.029500827,-0.029632621,-0.030051965,-0.028146189,-0.028281789,-0.027819311,-0.030815134,-0.030284567,-0.02864627
746.4000244,-0.000718621,-0.002482552,-0.008796497,-0.010169719,-0.013667684,-0.018507762,-0.017973211,-0.018860707,-0.024477385,-0.022564579,-0.024339905,-0.026459554,-0.022084946,-0.024754072,-0.024356794,-0.024329871,-0.025614411,-0.029396234,-0.027209751,-0.026215244,-0.029032866,-0.028424039,-0.028249772,-0.02813396,-0.026528379,-0.028004332,-0.028411044,-0.02751838,-0.027984187,-0.029711097,-0.029337347,-0.028517473,-0.026964987,-0.030217784,-0.028060827,-0.028869549
745.5999756,-0.002193464,-0.002980613,-0.008668629,-0.008836829,-0.013942618,-0.017914593,-0.018129205,-0.020511968,-0.023446037,-0.022416512,-0.025573557,-0.026946887,-0.024162816,-0.026007663,-0.023020998,-0.025553446,-0.026353497,-0.030040564,-0.028439168,-0.026950439,-0.028114889,-0.02861331,-0.028525423,-0.027825817,-0.027207173,-0.027366839,-0.030073801,-0.027922828,-0.028920846,-0.028842131,-0.027939577,-0.028357357,-0.028980225,-0.030799123,-0.028383158,-0.02900628
744.7999878,-0.000995313,-0.002551165,-0.008097228,-0.009746768,-0.014078517,-0.018008526,-0.01815304,-0.019401692,-0.024121042,-0.022886446,-0.025019292,-0.026102155,-0.023492927,-0.025151134,-0.022865079,-0.025385495,-0.025991425,-0.028037142,-0.027719121,-0.026554873,-0.028059371,-0.027670061,-0.027734905,-0.027338838,-0.026739752,-0.026703047,-0.02812542,-0.027079264,-0.027731312,-0.028972574,-0.02833529,-0.02771339,-0.026775969,-0.029335072,-0.027782938,-0.027558224
744,-0.00246752,-0.003408302,-0.007880903,-0.009126852,-0.013695677,-0.016484642,-0.018495061,-0.020411067,-0.02330715,-0.023181081,-0.023945041,-0.026321532,-0.022970226,-0.025423924,-0.025243711,-0.025970262,-0.025651501,-0.028549276,-0.027251812,-0.02605379,-0.028741498,-0.027464049,-0.02670772,-0.028328208,-0.026417954,-0.0281129,-0.029331444,-0.027234891,-0.027689345,-0.029284501,-0.028336164,-0.02736295,-0.027685363,-0.029573137,-0.028567309,-0.028363226
743.2000122,0.000700573,-0.000772681,-0.008172886,-0.008017288,-0.013395739,-0.016150162,-0.017349018,-0.017992981,-0.022724239,-0.021170098,-0.022655252,-0.024572749,-0.020338302,-0.024478218,-0.023898248,-0.02503757,-0.024300842,-0.027632559,-0.025759097,-0.025543001,-0.027295329,-0.02641727,-0.025606893,-0.026471635,-0.025480365,-0.026555896,-0.028181512,-0.027418023,-0.028052382,-0.028996836,-0.027709212,-0.028153321,-0.02649297,-0.029605588,-0.027717859,-0.027222881
742.4000244,-0.000983278,-0.00150731,-0.008028926,-0.009427878,-0.013535823,-0.017074987,-0.016958945,-0.020431466,-0.022474475,-0.022252064,-0.024419149,-0.02576505,-0.021840328,-0.023597481,-0.023636607,-0.025783541,-0.024965528,-0.026694868,-0.027745543,-0.026807463,-0.026758397,-0.027080918,-0.026625825,-0.027955111,-0.025594741,-0.027203284,-0.027474303,-0.026849173,-0.027924526,-0.028767178,-0.027871121,-0.028511219,-0.027815184,-0.029988963,-0.027215149,-0.027224729
741.5999756,-0.00252126,-0.001668971,-0.008662946,-0.008410241,-0.012731092,-0.016618302,-0.01734091,-0.019595085,-0.022168292,-0.022177048,-0.023270939,-0.024396341,-0.022725418,-0.02536474,-0.022767229,-0.024368834,-0.024501313,-0.027340882,-0.027292848,-0.025616851,-0.028589657,-0.027787745,-0.027064865,-0.027586065,-0.026254479,-0.026137352,-0.028358085,-0.026840413,-0.026944648,-0.029847756,-0.027656557,-0.029158993,-0.028277423,-0.029231166,-0.028790437,-0.028336357
740.7999878,-0.000422978,0.000276369,-0.007427266,-0.008350622,-0.013006017,-0.015786819,-0.017152382,-0.018771172,-0.022047253,-0.020939864,-0.02242782,-0.024232887,-0.022837574,-0.023446724,-0.021951728,-0.022966495,-0.024468968,-0.027257744,-0.026980167,-0.024379114,-0.025809446,-0.025304962,-0.026330011,-0.024891909,-0.024073731,-0.026330596,-0.027088845,-0.026005128,-0.026322654,-0.028300222,-0.02719171,-0.026488051,-0.025977429,-0.028271845,-0.027208827,-0.027174398
740,-0.001497971,-0.002459798,-0.00746915,-0.008932595,-0.013703101,-0.016600713,-0.016317684,-0.019372975,-0.021337667,-0.021622321,-0.022397975,-0.024899144,-0.023361465,-0.024405396,-0.022631811,-0.022947049,-0.02440941,-0.027318081,-0.026385311,-0.024850938,-0.027210919,-0.025041871,-0.02570284,-0.02559923,-0.025033221,-0.025629833,-0.028225856,-0.026503783,-0.027217677,-0.02801967,-0.026756352,-0.02796147,-0.02600581,-0.028419627,-0.026749877,-0.026874334
739.2000122,0.000660205,-0.000840377,-0.008009054,-0.007672913,-0.013715191,-0.015294991,-0.017134665,-0.018687617,-0.02110545,-0.02015809,-0.02303008,-0.024598628,-0.022322739,-0.02404106,-0.022634564,-0.023343312,-0.024732651,-0.027305538,-0.025191978,-0.025243418,-0.026526529,-0.026751582,-0.026145738,-0.025431981,-0.02488037,-0.025806081,-0.026735859,-0.026626214,-0.027164087,-0.027634162,-0.02650539,-0.027814601,-0.028046219,-0.029891593,-0.026759565,-0.027581837
738.4000244,0.000158555,-0.002203664,-0.007036224,-0.009050244,-0.01259794,-0.015920844,-0.016495908,-0.019404167,-0.021295719,-0.021198303,-0.022679035,-0.024458496,-0.021198796,-0.022685276,-0.022809083,-0.022742074,-0.024035329,-0.027684197,-0.026150513,-0.025657993,-0.02654041,-0.026817245,-0.026608685,-0.025757732,-0.02501465,-0.025450436,-0.02756867,-0.025873985,-0.026559548,-0.026839098,-0.027594566,-0.0269916,-0.026619155,-0.029821752,-0.026052084,-0.026895843
737.5999756,-0.000410564,-0.002384889,-0.008451624,-0.008769202,-0.014481499,-0.016154103,-0.017501209,-0.019720567,-0.022832464,-0.022279017,-0.023094395,-0.025630858,-0.02269697,-0.024176968,-0.022594117,-0.024330165,-0.025851058,-0.028583065,-0.026567876,-0.026227381,-0.028554754,-0.025597572,-0.026903629,-0.027765697,-0.025196619,-0.025896324,-0.028193738,-0.027277242,-0.02672286,-0.028942885,-0.027238684,-0.027376367,-0.027510362,-0.030501215,-0.028045103,-0.027207272
736.7999878,-0.000846836,-0.001756895,-0.007944602,-0.008661473,-0.01322106,-0.015494866,-0.017889155,-0.019723833,-0.02237157,-0.022365276,-0.023616945,-0.024812605,-0.022956967,-0.023794552,-0.023249101,-0.025075005,-0.025913395,-0.02782475,-0.027164817,-0.026510116,-0.027243255,-0.025748072,-0.026175326,-0.02643252,-0.025957873,-0.026037505,-0.029176613,-0.027000163,-0.027052753,-0.029057078,-0.027660297,-0.027759433,-0.026592761,-0.029654574,-0.027670061,-0.027615702
736,-0.001937018,-0.001010602,-0.00873678,-0.009647738,-0.013752962,-0.016051136,-0.017594337,-0.019792892,-0.022631221,-0.023491358,-0.024310632,-0.024864383,-0.022657169,-0.024924517,-0.023546187,-0.025073588,-0.026887862,-0.028697496,-0.027240727,-0.025444187,-0.028671423,-0.026414203,-0.027405337,-0.02833141,-0.025822911,-0.027622454,-0.027620366,-0.027060535,-0.027642177,-0.028909124,-0.027111122,-0.02865446,-0.027702363,-0.030137854,-0.027680554,-0.028705347
735.2000122,-0.000995416,-0.000708697,-0.008095094,-0.008167652,-0.013367174,-0.016204331,-0.017254692,-0.018703487,-0.022824654,-0.02295137,-0.024142493,-0.025547687,-0.022029094,-0.025292117,-0.022860266,-0.023840522,-0.025558181,-0.028147595,-0.026408793,-0.025551151,-0.027305538,-0.02676711,-0.026511624,-0.027134031,-0.025217088,-0.026415128,-0.028144101,-0.026175667,-0.027959868,-0.02870273,-0.027546758,-0.027333103,-0.026826346,-0.029961422,-0.027713049,-0.027310107
734.4000244,-0.001524541,-0.003052232,-0.007834533,-0.007455563,-0.012450057,-0.016277792,-0.017487086,-0.019189935,-0.021361573,-0.021924458,-0.02318692,-0.025425097,-0.021306317,-0.025680831,-0.022379093,-0.023519803,-0.024577249,-0.027799886,-0.026287226,-0.025458299,-0.028068058,-0.026708109,-0.026195506,-0.027009699,-0.025156166,-0.027701538,-0.027316233,-0.026942849,-0.028332137,-0.028390918,-0.02770756,-0.027976906,-0.026318999,-0.030305233,-0.027191613,-0.027606471
733.5999756,-0.002410993,-0.000602311,-0.007576005,-0.00721519,-0.013469225,-0.017091364,-0.017901577,-0.020359199,-0.023925247,-0.022785995,-0.023629008,-0.025461717,-0.02226259,-0.024336724,-0.023171067,-0.023501363,-0.024913957,-0.029701233,-0.027278701,-0.027028672,-0.029145971,-0.026708109,-0.026338635,-0.028074222,-0.026212955,-0.026953213,-0.028763156,-0.02659807,-0.027915061,-0.028625332,-0.027667729,-0.027287062,-0.028061314,-0.030361623,-0.028221101,-0.028809864
732.7999878,0.00084364,-0.001877535,-0.007086448,-0.00714181,-0.012794134,-0.015622988,-0.016070643,-0.018445147,-0.022971651,-0.021889608,-0.022201398,-0.025052426,-0.021637393,-0.024438921,-0.021855148,-0.022263426,-0.024787618,-0.027361054,-0.02534418,-0.025403855,-0.026119266,-0.025492083,-0.026466861,-0.026071148,-0.026182881,-0.025620902,-0.028152885,-0.026165674,-0.026679726,-0.027468812,-0.025987037,-0.026375957,-0.026550783,-0.029046375,-0.027505405,-0.027818339
732,-0.001043141,-0.000832884,-0.007119452,-0.007273998,-0.013219001,-0.014753266,-0.01724484,-0.017505087,-0.021323619,-0.020044994,-0.022487061,-0.024006132,-0.022203466,-0.023103034,-0.023671515,-0.022040414,-0.024417875,-0.028323261,-0.026357345,-0.025069579,-0.027966956,-0.024904815,-0.025806325,-0.026077144,-0.024232397,-0.025756367,-0.028035542,-0.025634617,-0.026548397,-0.027848542,-0.026758641,-0.027556669,-0.025679562,-0.029036885,-0.026529208,-0.027224096
731.2000122,0.000603977,-0.0013989,-0.00704631,-0.007607343,-0.013334491,-0.015083723,-0.017565701,-0.018142264,-0.021456636,-0.021003107,-0.022268098,-0.024501167,-0.022482095,-0.023014713,-0.023295915,-0.024128683,-0.024545839,-0.027082669,-0.026667748,-0.02601839,-0.028196746,-0.02507041,-0.025652526,-0.026694672,-0.024885308,-0.026164796,-0.027491992,-0.024953259,-0.025663946,-0.027997294,-0.027128195,-0.027264649,-0.025880033,-0.028631827,-0.027719753,-0.027221909
730.4000244,9.88E-05,-0.001407622,-0.007033473,-0.007469557,-0.0121118,-0.015654651,-0.017369263,-0.01896752,-0.02174722,-0.021141449,-0.022782164,-0.023620967,-0.023046479,-0.025573898,-0.022743106,-0.022734949,-0.025183428,-0.027551422,-0.026557455,-0.025868131,-0.029004004,-0.026246194,-0.026836714,-0.026663074,-0.024416555,-0.027481496,-0.026923094,-0.027353957,-0.027288424,-0.027923312,-0.02747683,-0.028015351,-0.027097406,-0.029820979,-0.028033309,-0.026785364
729.5999756,-0.00042665,-0.002611328,-0.008159473,-0.008587169,-0.013389866,-0.015581184,-0.018750396,-0.018472485,-0.022255654,-0.021602765,-0.022925293,-0.024972077,-0.022074467,-0.025665605,-0.023038477,-0.023807883,-0.024878366,-0.027968265,-0.02678147,-0.02522251,-0.027757248,-0.02540615,-0.025891056,-0.027095899,-0.026604399,-0.026363436,-0.028593292,-0.026556335,-0.02703339,-0.02761366,-0.026856277,-0.028198492,-0.027764337,-0.029543875,-0.028306866,-0.027355416
728.7999878,-9.45E-05,-0.000715623,-0.007712638,-0.00759203,-0.012744868,-0.014675844,-0.018106811,-0.018485932,-0.021583406,-0.020865263,-0.024432411,-0.024105763,-0.021712895,-0.024023866,-0.022944985,-0.022523634,-0.024638448,-0.028156718,-0.026133599,-0.025540365,-0.026636489,-0.026573477,-0.025991717,-0.026332837,-0.025931587,-0.026150076,-0.026618667,-0.026279576,-0.027245199,-0.027727135,-0.025615338,-0.027839074,-0.026746374,-0.028785929,-0.026923725,-0.027888114
728,-0.000934358,-0.000433477,-0.007942162,-0.007345116,-0.012464899,-0.014608969,-0.016859503,-0.019135246,-0.022279214,-0.020908881,-0.023678869,-0.023781808,-0.021551827,-0.023724018,-0.023823418,-0.022550521,-0.024355862,-0.027260808,-0.026230646,-0.025196325,-0.027824506,-0.02680975,-0.025585368,-0.026174545,-0.025503311,-0.025432957,-0.027438922,-0.026762292,-0.027145363,-0.027316427,-0.027436394,-0.027519254,-0.026265053,-0.028596491,-0.027346423,-0.027316427
727.2000122,-0.000694379,-0.001290051,-0.007521105,-0.008595545,-0.012734813,-0.015876623,-0.017701017,-0.018007236,-0.022234209,-0.019949866,-0.023174945,-0.023792837,-0.022570575,-0.022814389,-0.023105783,-0.022690533,-0.025226321,-0.02727554,-0.027173327,-0.02577671,-0.028254429,-0.026738731,-0.026345067,-0.026730893,-0.025013573,-0.026534077,-0.028305121,-0.026273582,-0.026320752,-0.027507544,-0.026960559,-0.026503393,-0.026892582,-0.029573137,-0.027400088,-0.026848588
726.4000244,-0.00039634,-0.000741672,-0.007498665,-0.007818212,-0.012364272,-0.015538877,-0.01835751,-0.017790325,-0.022138331,-0.020970697,-0.021619709,-0.023566538,-0.021930907,-0.023760831,-0.023385553,-0.022540739,-0.025596838,-0.027100714,-0.026868347,-0.025027111,-0.027636105,-0.025650673,-0.026390573,-0.02651138,-0.025148593,-0.025954265,-0.027561722,-0.025728604,-0.026783271,-0.027700372,-0.027211258,-0.026400367,-0.027311713,-0.028790047,-0.026617985,-0.027542723
