,Sample 1 Rack 1 Tube 1,,Sample 2 Rack 1 Tube 2,,Sample 3 Rack 1 Tube 3
wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
281.5999756,0.006018188,281.5999756,0.256118536,281.5999756,0.404004186
280.7999878,0.003328638,280.7999878,0.258703977,280.7999878,0.409505367
280,0.005109439,280,0.263695777,280,0.409807354
279.1999817,0.00703317,279.1999817,0.264399707,279.1999817,0.414026469
278.3999939,0.006354702,278.3999939,0.2682814,278.3999939,0.42023015
277.5999756,0.006141331,277.5999756,0.268421471,277.5999756,0.421690285
276.7999878,0.005504834,276.7999878,0.27103585,276.7999878,0.424078345
276,0.006325441,276,0.276444465,276,0.431164086
275.1999817,0.006945493,275.1999817,0.278662205,275.1999817,0.437093467
274.3999939,0.007522839,274.3999939,0.278371781,274.3999939,0.437836111
273.5999756,0.00609439,273.5999756,0.284264177,273.5999756,0.440920413
272.7999878,0.008132075,272.7999878,0.284485549,272.7999878,0.443132579
272,0.005864118,272,0.288114369,272,0.446872473
271.1999817,0.005761907,271.1999817,0.287628323,271.1999817,0.452192873
270.3999939,0.008789025,270.3999939,0.293600529,270.3999939,0.457090825
269.5999756,0.007460711,269.5999756,0.295202673,269.5999756,0.458030194
268.7999878,0.005884033,268.7999878,0.296060413,268.7999878,0.46066165
268,0.005644667,268,0.29953894,268,0.464883089
267.1999817,0.009289379,267.1999817,0.303366274,267.1999817,0.47175321
266.3999939,0.008092277,266.3999939,0.303334057,266.3999939,0.471886188
265.5999756,0.006877452,265.5999756,0.305387259,265.5999756,0.473443151
264.7999878,0.008409631,264.7999878,0.309463322,264.7999878,0.480922401
264,0.007774152,264,0.310246378,264,0.481202871
263.1999817,0.007400436,263.1999817,0.314442426,263.1999817,0.484457433
262.3999939,0.007409757,262.3999939,0.3158786,262.3999939,0.490146697
261.5999756,0.006518406,261.5999756,0.315892875,261.5999756,0.491398931
260.7999878,0.006715794,260.7999878,0.31524533,260.7999878,0.497439951
260,0.008893272,260,0.319719613,260,0.497251123
259.1999817,0.010265445,259.1999817,0.321224392,259.1999817,0.502048016
258.3999939,0.007249297,258.3999939,0.319757551,258.3999939,0.507582426
257.5999756,0.007093606,257.5999756,0.32395497,257.5999756,0.509972036
256.7999878,0.007000812,256.7999878,0.32810238,256.7999878,0.514504254
255.9999847,0.006912562,255.9999847,0.327581018,255.9999847,0.51468122
255.1999969,0.007738603,255.1999969,0.329781145,255.1999969,0.518360555
254.3999939,0.008923182,254.3999939,0.329078704,254.3999939,0.521380723
253.5999908,0.008709681,253.5999908,0.331949979,253.5999908,0.526756346
252.7999878,0.007620749,252.7999878,0.333077818,252.7999878,0.528668106
251.9999847,0.007589427,251.9999847,0.336358786,251.9999847,0.532642543
251.1999969,0.006689716,251.1999969,0.335800082,251.1999969,0.53790772
250.3999939,0.005860392,250.3999939,0.338949055,250.3999939,0.539635718
249.5999908,0.006233495,249.5999908,0.341261923,249.5999908,0.543398559
248.7999878,0.007022779,248.7999878,0.343611479,248.7999878,0.544638753
247.9999847,0.005744962,247.9999847,0.344997972,247.9999847,0.550646544
247.1999969,0.006582712,247.1999969,0.346378326,247.1999969,0.553086817
246.3999939,0.008274524,246.3999939,0.351659626,246.3999939,0.559603632
245.5999908,0.00611513,245.5999908,0.353389323,245.5999908,0.565170407
244.7999878,0.006008346,244.7999878,0.353605926,244.7999878,0.571724176
243.9999847,0.00650264,243.9999847,0.358406097,243.9999847,0.576770783
243.1999969,0.007951389,243.1999969,0.362232357,243.1999969,0.58283335
242.3999939,0.004475968,242.3999939,0.364567608,242.3999939,0.584481657
241.5999908,0.005557244,241.5999908,0.366811514,241.5999908,0.590785682
240.7999878,0.007900219,240.7999878,0.373699337,240.7999878,0.598585546
239.9999847,0.004461662,239.9999847,0.374671549,239.9999847,0.606531203
239.1999969,0.004771375,239.1999969,0.375761926,239.1999969,0.609446287
238.3999939,0.003647646,238.3999939,0.382739842,238.3999939,0.616499424
237.5999908,0.003132601,237.5999908,0.38442713,237.5999908,0.627414703
236.7999878,0.002253827,236.7999878,0.388170064,236.7999878,0.632495821
235.9999847,0.004097918,235.9999847,0.393715084,235.9999847,0.63870132
235.1999969,0.003748865,235.1999969,0.397641957,235.1999969,0.648239672
234.3999939,0.003610084,234.3999939,0.401753217,234.3999939,0.655812562
233.5999908,0.00456341,233.5999908,0.405923873,233.5999908,0.664858103
232.7999878,0.002985572,232.7999878,0.408841193,232.7999878,0.671330094
231.9999847,0.003801715,231.9999847,0.414588541,231.9999847,0.680465341
231.1999969,0.00408203,231.1999969,0.416985631,231.1999969,0.686762273
230.3999939,0.002802507,230.3999939,0.424879968,230.3999939,0.701146841
229.5999908,0.00147461,229.5999908,0.424498856,229.5999908,0.706807554
228.7999878,0.004629886,228.7999878,0.433061451,228.7999878,0.717671096
227.9999847,0.003508063,227.9999847,0.435122371,227.9999847,0.730989575
227.1999969,0.004306732,227.1999969,0.440596998,227.1999969,0.744416058
226.3999939,0.005278386,226.3999939,0.444230318,226.3999939,0.754755557
225.5999908,0.004688104,225.5999908,0.449353278,225.5999908,0.768846512
224.7999878,0.005620253,224.7999878,0.453786045,224.7999878,0.783578038
223.9999847,0.003623292,223.9999847,0.456665129,223.9999847,0.793382824
223.1999969,0.001512767,223.1999969,0.461221248,223.1999969,0.803646267
222.3999939,0.004559146,222.3999939,0.465458363,222.3999939,0.824801385
221.5999908,0.003023002,221.5999908,0.471754968,221.5999908,0.839764237
220.7999878,0.001895359,220.7999878,0.473918498,220.7999878,0.853702962
219.9999847,0.003627103,219.9999847,0.482106775,219.9999847,0.871739924
219.1999969,0.001999186,219.1999969,0.484000087,219.1999969,0.888643861
218.3999939,0.003011898,218.3999939,0.487939268,218.3999939,0.905295372
217.5999908,0.002853132,217.5999908,0.491171897,217.5999908,0.926883757
216.7999878,0.002389702,216.7999878,0.494924188,216.7999878,0.942231238
215.9999847,0.002534291,215.9999847,0.503203094,215.9999847,0.965779007
215.1999969,0.001656648,215.1999969,0.507849872,215.1999969,0.979348183
214.3999939,0.002839765,214.3999939,0.509159088,214.3999939,1.000612617
213.5999908,0.002920103,213.5999908,0.517399132,213.5999908,1.017332911
212.7999878,0.002323803,212.7999878,0.522815168,212.7999878,1.034981608
211.9999847,0.003035853,211.9999847,0.529101372,211.9999847,1.055187345
211.1999969,0.002725682,211.1999969,0.532393754,211.1999969,1.077166915
210.3999939,0.002348162,210.3999939,0.533835053,210.3999939,1.088180542
209.5999908,0.004085166,209.5999908,0.543406546,209.5999908,1.105562329
208.7999878,0.002590197,208.7999878,0.545913279,208.7999878,1.12376368
207.9999847,0.001231275,207.9999847,0.547800958,207.9999847,1.131875753
207.1999969,0.001037479,207.1999969,0.556611598,207.1999969,1.147424459
206.3999939,0.002566839,206.3999939,0.557275176,206.3999939,1.165765047
205.5999908,0.003238419,205.5999908,0.561179757,205.5999908,1.17478931
204.7999878,0.001856596,204.7999878,0.561634243,204.7999878,1.183368206
203.9999847,0.002823689,203.9999847,0.566348016,203.9999847,1.203316212
203.1999969,0.002324193,203.1999969,0.569579244,203.1999969,1.200906992
202.3999939,0.004038813,202.3999939,0.572610259,202.3999939,1.205402017
201.5999908,0.004389694,201.5999908,0.570830643,201.5999908,1.214281321
200.7999878,0.001337774,200.7999878,0.564568639,200.7999878,1.222622156
199.9999847,0.0029685,199.9999847,0.574727297,199.9999847,1.218628168
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
 New: 900.00,,,,,
 New:    0.800,,,,,
 New:1.0,,,,,
 New:1.0,,,,,
 New:1,,,,,
 New:1,,,,,
 New:1,,,,,
 New:    10.00,,,,,
 New:0,,,,,
 New:1,,,,,
 New:30,,,,,
 New:ON,,,,,
 New:ON,,,,,
,,,,,
,,,,,
 New:JKK,,,,,
 New:3,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
 New: 900.00,,,,,
 New:    0.800,,,,,
 New:1.0,,,,,
 New:1.0,,,,,
 New:1,,,,,
 New:1,,,,,
 New:1,,,,,
 New:    10.00,,,,,
 New:0,,,,,
 New:1,,,,,
 New:30,,,,,
 New:ON,,,,,
 New:ON,,,,,
,,,,,
,,,,,
 New:JKK,,,,,
 New:3,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
 New: 900.00,,,,,
 New:    0.800,,,,,
 New:1.0,,,,,
 New:1.0,,,,,
 New:1,,,,,
 New:1,,,,,
 New:1,,,,,
 New:    10.00,,,,,
 New:0,,,,,
 New:1,,,,,
 New:30,,,,,
 New:ON,,,,,
 New:ON,,,,,
,,,,,
,,,,,
 New:JKK,,,,,
 New:3,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
 New: 900.00,,,,,
 New:    0.800,,,,,
 New:1.0,,,,,
 New:1.0,,,,,
 New:1,,,,,
 New:1,,,,,
 New:1,,,,,
 New:    10.00,,,,,
 New:0,,,,,
 New:1,,,,,
 New:30,,,,,
 New:ON,,,,,
 New:ON,,,,,
,,,,,
,,,,,
 New:JKK,,,,,
 New:3,,,,,
