wavelength (nm),DOMBlank1,DOMSTD33,DOM13474F,DOM12725,DOM12778,DOM12865,DOM12925,DOM12956,DOM12966,DOMBlank2,DOM12967,DOM13115,DOM13211,DOM13212,DOM13491,DOM13511,DOM13512,DOM13513,DOMBlank3
330.3999939,0.001429391,0.136601999,0.230366051,0.09538354,0.152652279,0.0699035,0.079122394,0.186776817,0.125372395,0.013281629,0.116476379,0.023271343,0.068906091,0.145301551,0.141253144,0.088426508,0.249598309,0.148635283,0.017913038
329.6000061,0.001324766,0.139021412,0.234597087,0.096972495,0.156101331,0.070792556,0.083310917,0.189639777,0.132710695,0.014489261,0.121415973,0.027357312,0.071864828,0.145920664,0.145913467,0.089596123,0.254003733,0.151821986,0.021769712
328.7999878,0.002792711,0.144301117,0.234556079,0.098811343,0.160260856,0.076445341,0.087177165,0.191865563,0.133533314,0.01446785,0.118091628,0.025991404,0.074494235,0.149627835,0.148897812,0.088253737,0.257988811,0.156338871,0.023488764
328,0.000460522,0.140694365,0.233029202,0.100075036,0.158327878,0.072763488,0.082955852,0.192514107,0.131858811,0.012274269,0.12030343,0.023771474,0.069747023,0.148883984,0.146947905,0.086750865,0.256274313,0.153675959,0.018396122
327.1999817,0.001815523,0.144891486,0.242239386,0.10228096,0.161451936,0.077272832,0.086668558,0.196013376,0.137608215,0.013905953,0.12346109,0.023202606,0.072853081,0.152899578,0.149674997,0.093539566,0.264268756,0.158933982,0.0240753
326.3999939,0.001523729,0.147962615,0.240822017,0.102317818,0.162167206,0.074383222,0.088633195,0.197336689,0.134969175,0.012856081,0.125396222,0.027005425,0.077120394,0.151117519,0.148074359,0.094430007,0.266326755,0.157887533,0.02163912
325.6000061,0.006082892,0.151276544,0.246802911,0.105844282,0.169597402,0.080561504,0.089607291,0.204544306,0.140707776,0.016036063,0.12906915,0.030280709,0.079728842,0.160074309,0.157499358,0.099353775,0.269030511,0.161029041,0.022325177
324.7999878,0.003579389,0.149472818,0.248809069,0.107704945,0.169329181,0.076685622,0.091155857,0.204342946,0.143265933,0.015750719,0.129194945,0.026931634,0.077961378,0.157079324,0.153166562,0.095802791,0.269617319,0.161534637,0.021850934
324,0.002470503,0.153492838,0.25018549,0.109650612,0.168799043,0.076735534,0.090180933,0.204397321,0.14153111,0.014962683,0.128728643,0.02687325,0.075990453,0.159052283,0.15779309,0.094930753,0.27197969,0.162042871,0.022110844
323.1999817,0.002713804,0.156261891,0.250693739,0.109930426,0.171991721,0.081054114,0.090732493,0.207368553,0.142643794,0.015237454,0.128864244,0.027555248,0.076357029,0.160853252,0.157022134,0.096833423,0.278985709,0.164036751,0.024222529
322.3999939,0.000687584,0.15148133,0.252206028,0.10788291,0.175697938,0.077450298,0.091354385,0.20559375,0.142883003,0.015241289,0.130129367,0.024935547,0.081233315,0.159074202,0.157204002,0.096519887,0.280083776,0.165775955,0.020816626
321.6000061,0.003468295,0.157464162,0.257117629,0.113661028,0.174990863,0.080786273,0.094823055,0.210349292,0.147173688,0.016400568,0.132054538,0.025692003,0.081666075,0.161020413,0.16372785,0.098075598,0.282886982,0.17042169,0.022425121
320.7999878,0.001023338,0.157727316,0.254336894,0.113042682,0.17564173,0.080510899,0.094022952,0.210273162,0.146301583,0.014033386,0.131677017,0.025887258,0.079972968,0.163524896,0.157942608,0.097281143,0.282337308,0.166307539,0.020587184
320,0.001915691,0.159669355,0.26192385,0.113573536,0.17527017,0.080910034,0.094065607,0.214472443,0.149454847,0.013281416,0.133627147,0.025651414,0.078506127,0.167062998,0.161713406,0.099036232,0.286777347,0.170806304,0.019274624
319.1999817,0.002377391,0.159803703,0.265262485,0.11498706,0.181608081,0.082210138,0.093898997,0.219023854,0.150263578,0.013700168,0.136797175,0.025852501,0.083018772,0.168978378,0.164422661,0.100105189,0.28926599,0.176698297,0.023320014
318.3999939,0.002764861,0.161884964,0.266691834,0.116097309,0.179493561,0.085988484,0.097333707,0.219595,0.152481809,0.013876927,0.140405953,0.027875036,0.080495104,0.171393856,0.167143479,0.102321029,0.292999238,0.175701305,0.022770258
317.6000061,0.000365664,0.161460906,0.268390089,0.113447167,0.185432911,0.082042351,0.096480444,0.220798135,0.152304664,0.012538926,0.140144363,0.025661025,0.082749911,0.169145867,0.168007657,0.101704605,0.294454157,0.173874572,0.020987965
316.7999878,0.002287994,0.169026211,0.272481114,0.119766615,0.187791124,0.086428002,0.101334147,0.226011053,0.155895904,0.014057475,0.140738562,0.028204868,0.087978885,0.172518119,0.171263814,0.10776595,0.297363848,0.181537151,0.023083048
316,0.000402791,0.164985716,0.270221859,0.120952323,0.187589258,0.08355356,0.099683501,0.22374323,0.154430106,0.013602052,0.142329231,0.025894951,0.082309999,0.174274832,0.169743285,0.103860147,0.301732212,0.181610763,0.020593697
315.1999817,0.00170202,0.167345956,0.279509932,0.119996376,0.191460714,0.087533675,0.098603368,0.230994701,0.158230573,0.014991594,0.145530254,0.028445804,0.084528171,0.173337042,0.173979476,0.107200429,0.304956496,0.181576356,0.022306265
314.3999939,0.003681714,0.172208056,0.281695604,0.124331459,0.192626834,0.091418765,0.10478811,0.232245117,0.1632604,0.016703313,0.145979181,0.028804781,0.086546212,0.177672282,0.176018015,0.108038545,0.308030874,0.186654419,0.022720149
313.6000061,0.002944652,0.174168706,0.285214633,0.126343653,0.19572188,0.092547074,0.103984349,0.23458305,0.162614763,0.018332582,0.147743136,0.031902362,0.089773156,0.180819348,0.177403465,0.110429749,0.313327998,0.188132241,0.024710659
312.7999878,0.005590779,0.175452516,0.286382586,0.125695884,0.199504465,0.090619035,0.107519388,0.23697415,0.165585488,0.01603096,0.15094009,0.029981887,0.090392791,0.184397399,0.18117179,0.111475319,0.314167351,0.189163014,0.023653397
312,0.001447026,0.17526187,0.288474441,0.126554817,0.197734267,0.092625916,0.104514316,0.241142318,0.163617864,0.014645431,0.148886904,0.031193817,0.090295613,0.183095321,0.180012882,0.109505318,0.315946698,0.189314902,0.02288029
311.1999817,0.003500965,0.181843042,0.291340947,0.128323138,0.202176228,0.093251817,0.106311441,0.242689312,0.164827302,0.016581496,0.152465582,0.030007211,0.090014018,0.190580219,0.183663055,0.112642735,0.322301865,0.192720905,0.025328016
310.3999939,-0.000765239,0.178392783,0.292247504,0.130668238,0.203199372,0.091219306,0.106731877,0.241632998,0.168531686,0.01320082,0.151290253,0.027397316,0.089613207,0.185135827,0.183328748,0.111763008,0.323856622,0.193047091,0.020335319
309.6000061,0.002521376,0.182606086,0.294009268,0.134793773,0.203223467,0.094322629,0.10842371,0.245431766,0.170290098,0.015255016,0.155489758,0.030227339,0.094198421,0.189553663,0.185820252,0.113785885,0.324603856,0.197190896,0.023169758
308.7999878,0.004030713,0.185729533,0.298003823,0.134130061,0.210429713,0.094854869,0.112134732,0.249913052,0.174502909,0.01780574,0.157374933,0.032069605,0.093743235,0.189358324,0.188967302,0.115293361,0.33083418,0.196080983,0.025068535
308,0.003040337,0.187258184,0.298681617,0.134042352,0.210331634,0.095324636,0.109023832,0.25071615,0.171035513,0.014802568,0.152606338,0.028060783,0.092017137,0.190952346,0.18836835,0.115076698,0.332821965,0.198062897,0.02193955
307.1999817,0.002241468,0.190675944,0.302597016,0.134770051,0.213202521,0.097179145,0.112039872,0.252324671,0.176239952,0.015136365,0.159524798,0.028996099,0.09520527,0.195277557,0.19210802,0.118347362,0.338107646,0.203198224,0.024246287
306.3999939,0.003015052,0.191405982,0.306779325,0.137935266,0.213942811,0.097713411,0.113772564,0.256897003,0.177725762,0.015901303,0.160970077,0.031075597,0.097554207,0.197874606,0.191986248,0.117564723,0.341556668,0.204129681,0.024165465
305.6000061,0.00131817,0.190774173,0.308710903,0.136352614,0.215696707,0.09847673,0.113297641,0.254856229,0.175971314,0.014138096,0.162006214,0.029700955,0.09554147,0.19843322,0.191055372,0.118968241,0.344210625,0.202266291,0.021848975
304.7999878,-0.000993144,0.191057503,0.30965969,0.139729217,0.217973217,0.097367264,0.114196412,0.258351266,0.177800641,0.01378751,0.162216887,0.028404515,0.09613806,0.200705975,0.195143402,0.117284663,0.348842979,0.204736754,0.018431555
304,0.002728417,0.197516009,0.314414501,0.146011129,0.225366518,0.10479328,0.117101573,0.263144285,0.185320333,0.018555595,0.167142063,0.031602729,0.102928624,0.205625922,0.201709434,0.125885889,0.353701234,0.212492034,0.025026441
303.1999817,0.004492236,0.200288087,0.319268584,0.149213195,0.226256371,0.104283385,0.11896991,0.267953843,0.186821267,0.016898388,0.169846952,0.033429716,0.103755936,0.207543299,0.199830174,0.126253977,0.359078795,0.213045776,0.025259612
302.3999939,0.003965531,0.200363174,0.320888817,0.146234438,0.227282479,0.102070496,0.11995393,0.268914193,0.18463783,0.016365703,0.165917829,0.0321142,0.101259887,0.208126217,0.202512115,0.124389887,0.359409392,0.213403553,0.022136012
301.6000061,0.003070134,0.204419866,0.322227806,0.148882017,0.228674382,0.10438183,0.124587864,0.271816015,0.191124708,0.01801715,0.170064136,0.030734189,0.101207696,0.208191007,0.205023244,0.124883071,0.363979548,0.21425736,0.023463108
300.7999878,0.002248883,0.202749074,0.32289961,0.149576321,0.228342995,0.101903074,0.122055449,0.271155953,0.187033936,0.015747793,0.169428855,0.030538604,0.099878669,0.20790033,0.20306553,0.122668169,0.364603579,0.215136945,0.02057201
300,0.002077027,0.207634524,0.328863978,0.153028682,0.235158041,0.10569904,0.12422663,0.277886599,0.193777323,0.017414188,0.173268676,0.032012198,0.104551792,0.211321443,0.208764821,0.126169205,0.369533718,0.219784617,0.022058686
299.1999817,0.002481932,0.210491568,0.333185315,0.157269657,0.235594496,0.107194729,0.126737878,0.279209495,0.194996804,0.016502678,0.175381377,0.031328652,0.106451072,0.213272572,0.209192708,0.128620967,0.371235281,0.222507462,0.022862228
298.3999939,0.001559059,0.211710334,0.334702164,0.156963229,0.237682343,0.107870996,0.128527507,0.281698078,0.196345672,0.015698355,0.177082598,0.033300631,0.103526749,0.216900796,0.21131736,0.128183499,0.376848459,0.223579809,0.023410924
297.6000061,0.003781582,0.213470325,0.340534002,0.161537156,0.241941646,0.109484702,0.130132332,0.284867764,0.199167624,0.018442899,0.179201573,0.033696849,0.106288828,0.22012797,0.213625997,0.131156877,0.37972939,0.225844175,0.022159711
296.7999878,0.001171858,0.212387592,0.339771777,0.161453128,0.242845774,0.108392075,0.128495917,0.286244392,0.197987914,0.015620368,0.180540383,0.030320179,0.106914878,0.218678683,0.212235734,0.130141869,0.382418215,0.225922078,0.020353928
296,0.003618724,0.218158662,0.345043838,0.162546381,0.245343536,0.111511856,0.133658588,0.292102993,0.20262605,0.017106127,0.181862906,0.03359976,0.108620256,0.222089276,0.21862793,0.134483755,0.387176633,0.229076415,0.021032007
295.1999817,0.002585379,0.217700839,0.348183185,0.165692583,0.246798292,0.110466465,0.131101772,0.290655792,0.203354642,0.015726617,0.181840882,0.031049155,0.108554937,0.227556303,0.216439083,0.135232687,0.390744001,0.231114343,0.020764379
294.3999939,0.001617542,0.22228232,0.34940964,0.166364834,0.24931401,0.113071263,0.134021103,0.29281342,0.206058621,0.015531932,0.183447957,0.032432538,0.111822009,0.227832541,0.217814386,0.134781167,0.392368615,0.232796803,0.021878403
293.6000061,-0.002014633,0.222983494,0.351951748,0.166237921,0.249420419,0.111717813,0.1329097,0.297671616,0.206090376,0.011893203,0.182448655,0.030557405,0.109745853,0.228299737,0.221329168,0.134414285,0.395705789,0.232900888,0.019838097
292.7999878,0.001876172,0.225671306,0.356745482,0.170837298,0.255994648,0.113221608,0.135446519,0.30399701,0.208941057,0.015385365,0.189161852,0.031655572,0.11350666,0.232260585,0.22448878,0.1360026,0.39969793,0.237490565,0.021756757
292,0.0012927,0.230571836,0.357542694,0.171846703,0.255792379,0.116844542,0.137834355,0.304417878,0.213086531,0.016767826,0.189721257,0.033093214,0.114130586,0.236027509,0.224203825,0.139306963,0.406038791,0.2408351,0.022481902
291.1999817,-0.000269338,0.228838489,0.362736076,0.172572956,0.25896126,0.115347311,0.137633011,0.306755513,0.213075206,0.015562759,0.192289069,0.032705475,0.113835372,0.236034274,0.228593662,0.141207427,0.409177482,0.240661383,0.019249378
290.3999939,0.001444455,0.233347774,0.368186116,0.179687411,0.262846768,0.117641047,0.143457368,0.311040193,0.217268422,0.016582787,0.191826224,0.033782177,0.114623606,0.240846992,0.228451133,0.141280994,0.412797093,0.24566929,0.021684669
289.6000061,0.000327581,0.231237114,0.368780375,0.179544643,0.263676196,0.118382514,0.143709064,0.313407779,0.216185466,0.014549056,0.191949889,0.033482336,0.1151779,0.241897732,0.228994876,0.141532436,0.419240862,0.244512111,0.020463945
288.7999878,0.00252437,0.238889992,0.375053823,0.180462003,0.265598655,0.120947637,0.146636412,0.316995502,0.221668348,0.015940454,0.199106157,0.034972087,0.120061047,0.248763993,0.233174905,0.144300506,0.422859877,0.25130558,0.023403766
288,0.000756036,0.236472815,0.372739375,0.183834404,0.268808365,0.120168805,0.14656806,0.316646785,0.220548838,0.013665145,0.198940665,0.032539718,0.118606612,0.243810862,0.234286204,0.144133881,0.424275011,0.252312094,0.021921173
287.1999817,0.000672831,0.241923615,0.380745977,0.185432985,0.273051441,0.121339425,0.14727971,0.32155177,0.22288467,0.014454656,0.200472578,0.034621462,0.121465817,0.248127654,0.236599341,0.145932078,0.428700268,0.254457742,0.022128738
286.3999939,-0.000277202,0.241171226,0.382776201,0.18749398,0.274533123,0.120965488,0.145649374,0.32428512,0.224579692,0.013858031,0.19994022,0.033395667,0.119800478,0.247734398,0.240743429,0.144809067,0.431376785,0.25585261,0.020171775
285.5999756,0.001721069,0.244123563,0.385324925,0.190826908,0.28104201,0.124749295,0.151692316,0.330290765,0.22618176,0.013441131,0.205434531,0.036839537,0.122565448,0.255910218,0.242409259,0.146704599,0.436522394,0.261875331,0.021248365
284.7999878,-0.003308895,0.247941747,0.385239631,0.190782696,0.279423088,0.122178622,0.152662471,0.328113407,0.229560316,0.011207903,0.201527298,0.033825353,0.122439355,0.25413236,0.243254036,0.146128058,0.442228526,0.260090828,0.02054012
284,-0.000670757,0.246209234,0.390466273,0.193157211,0.281310678,0.123934656,0.153396055,0.332681984,0.231270701,0.01083207,0.204465911,0.033430584,0.123278037,0.256678879,0.243111834,0.147245958,0.444789141,0.261825174,0.019469261
283.1999817,-0.00189403,0.249972418,0.393362463,0.194001108,0.283600062,0.124072693,0.152622521,0.333392978,0.233653113,0.010800251,0.206076145,0.031914454,0.123851091,0.256952614,0.24519752,0.151210383,0.449518681,0.264644504,0.018053174
282.3999939,7.61E-05,0.25321871,0.399142087,0.200561509,0.287766814,0.129398197,0.160431653,0.339919925,0.236402139,0.013465988,0.210549325,0.035895009,0.127754673,0.26187259,0.250862628,0.15412575,0.454463601,0.269641101,0.020341204
281.5999756,-0.000710764,0.257208049,0.404000521,0.201202333,0.292093039,0.128885269,0.160735995,0.342025667,0.238657579,0.012301964,0.211635023,0.037163306,0.128345609,0.262163818,0.252447337,0.151346475,0.459800869,0.273054361,0.021155622
280.7999878,-0.000875099,0.259048492,0.40324828,0.201132476,0.29208523,0.130631968,0.157954052,0.345033199,0.242254138,0.01212068,0.214310616,0.03587665,0.130024195,0.267355263,0.253496796,0.153572723,0.461657852,0.273279339,0.021013912
280,-0.002122425,0.260607749,0.408391625,0.206266269,0.298557222,0.132510111,0.162386075,0.351405859,0.241240427,0.0135946,0.21563375,0.035814688,0.131059378,0.269003332,0.256739348,0.157183766,0.468101025,0.277253002,0.02154069
279.1999817,-2.04E-05,0.262441158,0.412939727,0.20778437,0.301543951,0.133181483,0.162921667,0.353212237,0.24487631,0.013609557,0.216773704,0.035366014,0.132442653,0.271998107,0.257217169,0.158760801,0.474669993,0.280946732,0.022234468
278.3999939,0.000961329,0.268533409,0.416938812,0.211884484,0.307179749,0.13528043,0.167115867,0.357225746,0.248479724,0.014633918,0.219329149,0.038114328,0.13651368,0.277306914,0.262679786,0.16098778,0.478730977,0.283916622,0.021929013
277.5999756,-0.003596522,0.267430425,0.419251323,0.210946277,0.304293335,0.136221916,0.164388642,0.358303398,0.248197421,0.011256569,0.221203178,0.035291124,0.132394254,0.276443452,0.259500355,0.159868866,0.480980426,0.284493476,0.01859423
276.7999878,-0.001713167,0.269356757,0.42310068,0.21467334,0.310270399,0.137472272,0.167061091,0.363313407,0.25502184,0.012227034,0.223254234,0.03680085,0.137503356,0.281922996,0.266376078,0.164705992,0.483664632,0.286270231,0.020114399
276,-0.001466808,0.271594077,0.424700618,0.217550993,0.312570661,0.137406454,0.169814348,0.366239101,0.254765689,0.011115608,0.224211589,0.036709178,0.137064993,0.282746643,0.265684456,0.164804041,0.489798784,0.290272951,0.019416392
275.1999817,-0.003345116,0.276974767,0.430074096,0.21641779,0.314244092,0.139159471,0.169365376,0.368273288,0.255131871,0.009172108,0.226614893,0.036906239,0.138892576,0.286801547,0.267776966,0.164788067,0.494490355,0.292037606,0.018308496
274.3999939,-0.002007727,0.277008712,0.434342474,0.221808821,0.318040758,0.141057953,0.172146797,0.373986572,0.259875089,0.010931128,0.229023561,0.038384072,0.139385432,0.288084537,0.270407558,0.167631075,0.496830076,0.296871364,0.020379376
273.5999756,-0.000306382,0.279448271,0.435036123,0.220932424,0.320523471,0.143324047,0.17490238,0.376443505,0.262254,0.011361862,0.230263189,0.038185861,0.142905951,0.289971352,0.273857385,0.168899044,0.502927184,0.29701224,0.021159781
272.7999878,-0.001613887,0.282703102,0.439845026,0.22514458,0.323543102,0.144808561,0.177182153,0.37838459,0.264554709,0.01180821,0.233811587,0.038264275,0.144995004,0.292008907,0.276070774,0.170241863,0.507459581,0.301041216,0.019730674
272,-0.001098246,0.284788758,0.443245858,0.22808592,0.330555052,0.146783993,0.17931585,0.383440256,0.267953903,0.013194949,0.237208828,0.040988125,0.146975711,0.297657967,0.281885296,0.172465593,0.5139364,0.306917936,0.02160296
271.1999817,-0.003746937,0.287398726,0.445217133,0.229061708,0.330483943,0.147689343,0.179109201,0.385544598,0.268556595,0.009381393,0.234779775,0.038771089,0.144065052,0.294850826,0.279898614,0.1703839,0.514759839,0.304014713,0.01894615
270.3999939,-0.002683831,0.29090184,0.451045185,0.231603876,0.336614609,0.148218498,0.184722036,0.386373222,0.271155983,0.011394732,0.237602741,0.03947641,0.148258448,0.299220413,0.284484148,0.175456777,0.523043096,0.30814898,0.020670736
269.5999756,-0.002558782,0.292166531,0.454024345,0.232851669,0.339039505,0.148543268,0.183215454,0.392276675,0.276162326,0.011499207,0.238990203,0.039542101,0.148345098,0.301969081,0.28247115,0.174310789,0.524467468,0.309143812,0.019762127
268.7999878,-0.003262189,0.295001298,0.457310677,0.238341898,0.341139913,0.152123362,0.186106771,0.396068484,0.278819799,0.011110535,0.24159354,0.039676998,0.150117844,0.306258708,0.28602165,0.17845431,0.529471636,0.314155966,0.021321332
268,-0.005559464,0.296472699,0.463495284,0.238828123,0.344659984,0.152731612,0.186297223,0.398062259,0.280129552,0.00960147,0.24344565,0.041411608,0.153768942,0.307567149,0.28944394,0.179750711,0.535630226,0.315475404,0.020225089
267.1999817,-0.003545277,0.29748717,0.462358475,0.240791023,0.347121805,0.151622281,0.187500149,0.401805461,0.280828655,0.009704959,0.246332511,0.039972123,0.153834269,0.310174078,0.290212363,0.18011719,0.541284978,0.318089634,0.019849531
266.3999939,-0.00241609,0.30246079,0.469257623,0.245011538,0.352457613,0.156121165,0.191241339,0.407876104,0.287036836,0.011717143,0.25092265,0.041919172,0.15422377,0.313871503,0.294805348,0.184122503,0.544865429,0.322493315,0.022558948
265.5999756,-0.003916078,0.303713471,0.470368087,0.244433627,0.352104276,0.156709269,0.191763252,0.405183256,0.284496814,0.009229166,0.252226532,0.039870445,0.153890789,0.314616025,0.294096261,0.184907004,0.547275901,0.323232114,0.019901099
264.7999878,-0.004028631,0.306447506,0.475136757,0.248307228,0.357206881,0.159133762,0.193473056,0.409509838,0.291090757,0.010464014,0.252953738,0.042336605,0.157673717,0.317950279,0.298427969,0.185394466,0.552264214,0.327637374,0.02049081
264,-0.001191758,0.309138984,0.48041299,0.251067638,0.361769259,0.161592662,0.194974586,0.415305883,0.293953925,0.010582563,0.257083237,0.043450356,0.16035679,0.320882976,0.303943276,0.189270824,0.558577836,0.330346465,0.022818109
263.1999817,-0.005663059,0.308882326,0.479554921,0.250944883,0.361762792,0.159483612,0.193857729,0.414593637,0.293904841,0.008767787,0.256296575,0.041929178,0.155651346,0.319239289,0.301175147,0.186990738,0.561398923,0.329982698,0.020479467
262.3999939,-0.004272568,0.310920924,0.486065447,0.254008263,0.366312116,0.161525399,0.196969211,0.421653807,0.295294642,0.009342829,0.258837462,0.041532304,0.159695253,0.325459003,0.305047035,0.188909382,0.560812771,0.333708137,0.020998182
261.5999756,-0.004106386,0.314177185,0.48884812,0.254793704,0.368630916,0.16175057,0.199058786,0.42302534,0.296953201,0.009074694,0.258375257,0.041343898,0.162009522,0.327076644,0.303725392,0.191583589,0.566360295,0.335245282,0.020201875
260.7999878,-0.002912325,0.315316439,0.492312104,0.256621301,0.372202635,0.164764807,0.199439928,0.422466785,0.297628522,0.009744138,0.260772497,0.04234197,0.163937315,0.329856128,0.307755828,0.194287404,0.571135223,0.337663591,0.020381898
260,-0.004644081,0.314321339,0.494483054,0.258372605,0.372423351,0.164712682,0.201502875,0.427835733,0.301369578,0.009826001,0.260742575,0.041322146,0.16389741,0.328118026,0.307992548,0.192906216,0.575381756,0.338764489,0.019817775
259.1999817,-0.004029247,0.319185376,0.501073241,0.260988355,0.377817541,0.165505916,0.203934059,0.431103885,0.302434444,0.010607338,0.264103681,0.042429816,0.164553464,0.333157122,0.314688534,0.193537086,0.578187525,0.342100829,0.022419041
258.3999939,-0.006577931,0.319659799,0.498704553,0.26269424,0.378633529,0.165790021,0.203779876,0.431914985,0.303876579,0.007316396,0.265532672,0.042212062,0.163946345,0.333720356,0.315048605,0.195798099,0.579181433,0.342528492,0.020555427
257.5999756,-0.003340081,0.321212143,0.506472826,0.265694767,0.381009013,0.166833282,0.204173163,0.434798867,0.306696057,0.008022526,0.269523323,0.042970378,0.166344628,0.33628878,0.314877123,0.196671501,0.585497201,0.345535606,0.020090487
256.7999878,-0.003084259,0.324914783,0.508914471,0.268835723,0.384144872,0.169313848,0.206262946,0.437591761,0.309698045,0.009251643,0.269045502,0.046516337,0.168723673,0.339071512,0.318102479,0.200551286,0.586271226,0.348710418,0.023255257
255.9999847,-0.004969573,0.323315591,0.509273171,0.26803872,0.384228736,0.167315364,0.206578523,0.438688874,0.30961147,0.007753439,0.270500541,0.043052576,0.167125449,0.339271873,0.316011876,0.199816391,0.588756979,0.346075714,0.02116451
255.1999969,-0.006688777,0.325295538,0.515543878,0.269768268,0.385938138,0.166631535,0.205034867,0.443375081,0.311026633,0.006861015,0.271121502,0.042336375,0.16640906,0.339773834,0.317668915,0.19834505,0.593744993,0.349946529,0.018860821
254.3999939,-0.004476709,0.327784896,0.520256519,0.272898644,0.38948226,0.170533687,0.207433909,0.444176614,0.313303471,0.006835401,0.275590897,0.044993129,0.168786436,0.342889935,0.32107994,0.202066064,0.598089278,0.351867259,0.020608056
253.5999908,-0.004468203,0.32862848,0.521963716,0.273173153,0.391917139,0.172270745,0.208760724,0.447023273,0.314749062,0.008590191,0.275297582,0.045340449,0.172040224,0.347569257,0.323113859,0.203868151,0.602726758,0.355893493,0.020267913
252.7999878,-0.005600353,0.331060022,0.525784552,0.277077705,0.391760141,0.172269136,0.211466491,0.449543208,0.317556232,0.007935544,0.276671648,0.045930684,0.169577584,0.348847419,0.325095862,0.204623535,0.6018911,0.356163204,0.021190684
251.9999847,-0.004726386,0.331347615,0.528827488,0.278565198,0.393838674,0.173158139,0.210361436,0.452573478,0.317461729,0.006809026,0.279533893,0.044448208,0.173016384,0.35043788,0.327173144,0.204204157,0.608708501,0.358127773,0.020557435
251.1999969,-0.00467384,0.331002742,0.532407463,0.280025661,0.395619482,0.172212988,0.210407525,0.455783337,0.317818403,0.006158344,0.279000074,0.044452883,0.170465112,0.350072384,0.326755315,0.205746472,0.610576153,0.357980728,0.020019107
250.3999939,-0.004611708,0.335772306,0.534985721,0.282869071,0.398350239,0.17465432,0.211856112,0.456624597,0.319580674,0.005738326,0.28108874,0.043412507,0.169910729,0.352553546,0.329353005,0.205666944,0.614396215,0.359245658,0.018328397
249.5999908,-0.004254881,0.338372648,0.538826227,0.284588873,0.402999699,0.176400587,0.213891685,0.461603463,0.32237488,0.006461703,0.284092605,0.044550821,0.174286932,0.355323315,0.332600921,0.20777455,0.619292676,0.362968385,0.020191081
248.7999878,-0.005418879,0.33958295,0.544073999,0.286886334,0.402565777,0.175219789,0.213838279,0.462720275,0.325788915,0.004639724,0.284488291,0.043076843,0.17350021,0.357676208,0.333030134,0.206276476,0.620553851,0.363553196,0.020095557
247.9999847,-0.001775818,0.342186779,0.551113069,0.292824507,0.408554345,0.179993287,0.217021093,0.468626469,0.328819186,0.007852218,0.289454222,0.04723087,0.178091183,0.361863554,0.338935673,0.21132347,0.624880076,0.369464934,0.022232722
247.1999969,-0.004375035,0.344483256,0.552572012,0.291087866,0.412257105,0.178952485,0.217423588,0.46841529,0.329927057,0.006440737,0.289553106,0.044045907,0.175150737,0.361740381,0.340209633,0.212625563,0.628853738,0.368852794,0.022198912
246.3999939,-0.003619216,0.346105844,0.553843319,0.296219677,0.41366902,0.180112839,0.219877288,0.472644955,0.332597196,0.005739716,0.291939795,0.045912787,0.177452117,0.364789367,0.339021206,0.214650676,0.633510649,0.369860113,0.019149434
245.5999908,-0.002121858,0.350954413,0.563770354,0.29807803,0.417846084,0.182542563,0.223163694,0.476845294,0.337250531,0.006228321,0.29473716,0.047175661,0.179397225,0.367161304,0.343797773,0.213706315,0.640241861,0.373394311,0.023218008
244.7999878,-0.002657332,0.354225993,0.568915188,0.302626401,0.420735568,0.183042914,0.223164439,0.48222509,0.33794269,0.005848717,0.297937959,0.047107626,0.18128936,0.369795948,0.346101522,0.216857925,0.643667519,0.377565473,0.023007436
243.9999847,-0.00151541,0.357987493,0.574116886,0.307572633,0.42512995,0.184803322,0.225510031,0.485513032,0.339492142,0.00840203,0.300738663,0.0486454,0.183314934,0.373305738,0.35102427,0.219478101,0.650256515,0.38084963,0.021576598
243.1999969,-0.001863204,0.358349979,0.578677058,0.309864849,0.42781955,0.185909495,0.228390217,0.488934308,0.343384415,0.007682557,0.303552628,0.049111377,0.183660999,0.376974523,0.353137851,0.220009342,0.656209469,0.383983016,0.022219809
242.3999939,-0.000506138,0.364605188,0.582280159,0.315043896,0.432526916,0.18900466,0.229979649,0.49513188,0.346538693,0.007995367,0.305492997,0.04875347,0.187175393,0.38207534,0.355385751,0.224340841,0.662972033,0.386463195,0.023665316
241.5999908,0.000650224,0.366502494,0.590961874,0.317523748,0.436265677,0.191651806,0.234265029,0.500154018,0.352191955,0.006512599,0.308225542,0.050021421,0.186959803,0.383429706,0.358835816,0.225671396,0.67012167,0.390769452,0.023832889
240.7999878,0.000335456,0.372591794,0.594010055,0.322709322,0.439692229,0.192153677,0.234227687,0.503798127,0.35507822,0.006634988,0.312007874,0.05049007,0.188697323,0.386880308,0.3617782,0.226356491,0.674743176,0.392506301,0.02341442
239.9999847,0.001847705,0.374838263,0.605687022,0.328260183,0.445382774,0.19615759,0.239244521,0.50990814,0.358503431,0.008883707,0.316022992,0.052218635,0.191536441,0.392675668,0.367676973,0.230567157,0.682929814,0.398056775,0.025656851
239.1999969,0.002740139,0.378357321,0.610584378,0.334374785,0.451096386,0.197544575,0.24106732,0.514570594,0.362437159,0.009944376,0.318010896,0.053418644,0.195149049,0.395478815,0.369425863,0.232259572,0.687639177,0.400885493,0.024633395
