wavelength (nm),DOMBlank1,DOMSTD20,DOM11407,DOM11740,DOM11743,DOM11902,DOM11904,DOM11915,DOM11934,DOMBlank2,DOM11961,DOM12617,DOM12627,DOM13189,DOM13236,DOM13337,DOM13238,DOM11609,DOM11762,DOMBlank3,DOM12140,DOM12200,DOM12221,DOM12278,DOM12733,DOM12737,DOM12771,DOM12776,DOM12826,DOMBlank4,DOM12828,DOM12833,DOM12907,DOM13038,DOM13125,DOM13213,DOM13244,DOM13245,DOMBlank5
760.7999878,-0.002648018,-0.002260836,-0.005201113,-0.00684373,-0.009088373,-0.010127336,-0.01072532,-0.011979112,-0.011973371,-0.012873652,-0.011729944,-0.011239652,-0.013142409,-0.013850258,-0.014390054,-0.013656697,-0.014346579,-0.015900331,-0.015543423,-0.01567927,-0.014138406,-0.01570229,-0.015272049,-0.015075022,-0.01450323,-0.015224313,-0.012002229,-0.015704038,-0.012495434,-0.014078416,-0.013802465,-0.013442824,-0.014008392,-0.01077118,-0.013550627,-0.013450804,-0.01303139,-0.014784742,-0.015154874
760,-0.002587037,-0.003351794,-0.00678512,-0.006965463,-0.010267264,-0.009931857,-0.011590637,-0.014065284,-0.012045234,-0.014432925,-0.012773322,-0.011014136,-0.015273999,-0.01282716,-0.014519303,-0.01480891,-0.015160973,-0.016134948,-0.015162423,-0.014264124,-0.015082623,-0.016445763,-0.015169973,-0.015398438,-0.01436461,-0.014835428,-0.014128383,-0.01395425,-0.013846296,-0.013581437,-0.014306455,-0.012432298,-0.014990004,-0.012209716,-0.013150596,-0.013262539,-0.014069594,-0.013846697,-0.01603003
759.2000122,-0.002233075,-0.003713573,-0.006053042,-0.008103529,-0.009001413,-0.010121924,-0.011524698,-0.01291622,-0.012832136,-0.014944738,-0.012454183,-0.01034381,-0.013561315,-0.015941007,-0.015347517,-0.015831448,-0.015400837,-0.017588869,-0.016062561,-0.015762355,-0.016555015,-0.015881514,-0.015560256,-0.015044217,-0.01474541,-0.015681567,-0.014189369,-0.016846407,-0.013962722,-0.014420705,-0.01527125,-0.013728433,-0.014386147,-0.012401205,-0.013154564,-0.013126536,-0.013985082,-0.014907921,-0.016593238
758.4000244,-0.001119573,-0.002664175,-0.00428887,-0.00800575,-0.006753823,-0.008500771,-0.008231665,-0.010161071,-0.01095452,-0.013808935,-0.01279333,-0.010645509,-0.013214983,-0.013686347,-0.015597717,-0.014465826,-0.013804822,-0.015350316,-0.014434126,-0.013834662,-0.015103075,-0.01572421,-0.01488676,-0.01470242,-0.012956322,-0.013514745,-0.012986219,-0.014512844,-0.0129823,-0.014071399,-0.013987989,-0.011679952,-0.01298833,-0.010541681,-0.011614127,-0.011675113,-0.012624846,-0.013792133,-0.014813714
757.5999756,-0.002525172,-0.003745448,-0.006276964,-0.009251747,-0.00781094,-0.010285163,-0.011680808,-0.012822585,-0.012815045,-0.012462182,-0.013390116,-0.011771969,-0.013171742,-0.015325578,-0.014966496,-0.014850338,-0.015886355,-0.017105401,-0.015517847,-0.015050968,-0.016956555,-0.0160437,-0.016395612,-0.0154533,-0.013342424,-0.014077214,-0.013560211,-0.016118137,-0.013505461,-0.014841532,-0.01590093,-0.013955654,-0.014743107,-0.012863399,-0.01506222,-0.013564778,-0.014841283,-0.015652804,-0.015034465
756.7999878,-0.000256351,-0.000477799,-0.004077461,-0.007048399,-0.005633777,-0.007304136,-0.007831381,-0.011008887,-0.010069268,-0.012091963,-0.010217812,-0.009320009,-0.011575262,-0.013841532,-0.013194744,-0.012105104,-0.012709725,-0.013835263,-0.012616045,-0.012898932,-0.012507758,-0.013470028,-0.012897073,-0.012429028,-0.011658885,-0.012740242,-0.010559618,-0.013270926,-0.01259623,-0.012259446,-0.012933407,-0.010634647,-0.013180782,-0.009697306,-0.011041139,-0.013167674,-0.011134554,-0.012401406,-0.013408088
756,-0.000508258,-0.002329896,-0.00548197,-0.007183212,-0.00783677,-0.008273167,-0.008228058,-0.011829911,-0.011197928,-0.012349227,-0.012972955,-0.01158605,-0.01360201,-0.013639991,-0.014090495,-0.014008743,-0.012818464,-0.013326759,-0.013790078,-0.013865051,-0.014014358,-0.015077572,-0.014141464,-0.014360002,-0.012929035,-0.014067439,-0.011557416,-0.014186162,-0.013102325,-0.012628416,-0.013449499,-0.013917198,-0.013081678,-0.011346945,-0.013797951,-0.013306324,-0.013084793,-0.0141805,-0.013963324
755.2000122,-0.00154074,-0.001829901,-0.005063585,-0.006313499,-0.008369971,-0.009114736,-0.01086849,-0.011943605,-0.010694711,-0.011964658,-0.01172314,-0.010374646,-0.012569876,-0.013756773,-0.013170335,-0.011731557,-0.013274038,-0.013963425,-0.012753214,-0.013755169,-0.012847316,-0.014228602,-0.013610539,-0.013627448,-0.0137975,-0.012652956,-0.012459868,-0.014290625,-0.011543452,-0.014192626,-0.013308031,-0.013097351,-0.013137286,-0.00973634,-0.012515907,-0.012681265,-0.014017716,-0.013171943,-0.013914792
754.4000244,-0.002409294,-0.003439532,-0.005996468,-0.008184266,-0.008242333,-0.009764738,-0.010379599,-0.012202568,-0.011727978,-0.012195622,-0.013018527,-0.01145885,-0.013633569,-0.01358796,-0.015032515,-0.014229604,-0.013865251,-0.016554518,-0.014650216,-0.014384144,-0.015265252,-0.015178122,-0.014394712,-0.015230012,-0.014146324,-0.014353541,-0.012826456,-0.014212217,-0.012602416,-0.013392476,-0.015036765,-0.014187264,-0.013816407,-0.01039522,-0.013242654,-0.01353527,-0.013388259,-0.015195319,-0.016215453
753.5999756,-0.002391274,-0.003142035,-0.005755133,-0.008438168,-0.009306681,-0.008978238,-0.00988606,-0.011600164,-0.010825064,-0.013660762,-0.012158621,-0.012209313,-0.012507909,-0.014120665,-0.013477004,-0.01458514,-0.013402566,-0.014750314,-0.014040925,-0.01403541,-0.014874953,-0.013959314,-0.014205653,-0.015640369,-0.013737613,-0.01475842,-0.013085145,-0.015129074,-0.014684452,-0.013404574,-0.015034916,-0.013870917,-0.013692718,-0.012398438,-0.012905265,-0.014144219,-0.012677846,-0.013988892,-0.015120525
752.7999878,-0.001685629,-0.004106694,-0.006713298,-0.00715943,-0.0070133,-0.009628344,-0.009818343,-0.01206452,-0.01104018,-0.013018779,-0.013355728,-0.012903757,-0.013352114,-0.01372733,-0.013452812,-0.013689055,-0.0142528,-0.014343623,-0.014450802,-0.015750574,-0.015591723,-0.016199542,-0.013853818,-0.014457413,-0.012428173,-0.013278457,-0.013091022,-0.01463555,-0.013530102,-0.013937956,-0.014188517,-0.014696814,-0.012149811,-0.009736997,-0.01302129,-0.013912686,-0.012989486,-0.013919655,-0.013915394
752,-0.002271909,-0.003368696,-0.006201689,-0.008590266,-0.010042761,-0.010552747,-0.011580958,-0.01252144,-0.011553283,-0.014147076,-0.01402719,-0.010992127,-0.014348031,-0.014698016,-0.015599514,-0.014397367,-0.01389639,-0.017093902,-0.014899567,-0.014806609,-0.015408481,-0.016031776,-0.013931488,-0.0144175,-0.014632346,-0.015618194,-0.013760936,-0.014612773,-0.012168539,-0.014366864,-0.014625338,-0.015439411,-0.014012452,-0.010774715,-0.01363106,-0.013989443,-0.013412756,-0.014526463,-0.016463509
751.2000122,-0.002095788,-0.002599183,-0.004377188,-0.004667181,-0.007482789,-0.008332441,-0.00953496,-0.011496262,-0.011542292,-0.011368884,-0.013038574,-0.011074753,-0.012659694,-0.012701982,-0.013112974,-0.012666533,-0.012430336,-0.013333487,-0.013702149,-0.013456727,-0.014087589,-0.012157665,-0.012257835,-0.012862997,-0.014085935,-0.014588594,-0.011609892,-0.013451256,-0.0117179,-0.013651932,-0.012689864,-0.012304137,-0.013015362,-0.00949596,-0.011033669,-0.011834596,-0.011060873,-0.012398186,-0.012987224
750.4000244,-0.004514779,-0.003635953,-0.007625047,-0.009459843,-0.00949601,-0.010571543,-0.01188447,-0.012276407,-0.013628853,-0.013698838,-0.014048343,-0.012181576,-0.014996556,-0.015705686,-0.016306264,-0.015738191,-0.016007876,-0.01765986,-0.014711378,-0.015929379,-0.016647451,-0.017139493,-0.015533183,-0.016042005,-0.014030198,-0.015684914,-0.013487644,-0.014663531,-0.014586592,-0.015505558,-0.015958574,-0.014967096,-0.015138575,-0.012860183,-0.014796401,-0.015208767,-0.013461545,-0.014424411,-0.015899582
749.5999756,-0.002227512,-0.001738692,-0.006205415,-0.006267727,-0.009468302,-0.009768839,-0.009795818,-0.012488291,-0.011978811,-0.013090972,-0.014065836,-0.01171664,-0.013591974,-0.014346028,-0.014805808,-0.01471333,-0.014415797,-0.015285045,-0.013587859,-0.015086574,-0.015141824,-0.01561295,-0.012670455,-0.015167672,-0.013887114,-0.014342572,-0.011346087,-0.014344625,-0.013591021,-0.012892298,-0.014876754,-0.013269268,-0.013734754,-0.011665286,-0.014353791,-0.014196885,-0.013404875,-0.015133825,-0.014545289
748.7999878,-0.002295342,-0.002627332,-0.005795646,-0.008105054,-0.009668447,-0.010494331,-0.011121938,-0.013016517,-0.01217473,-0.012974964,-0.012994661,-0.011674659,-0.014748512,-0.013731895,-0.015116025,-0.015152674,-0.013975957,-0.01571013,-0.015033465,-0.016355827,-0.014895515,-0.014809361,-0.013964126,-0.014567018,-0.013311345,-0.016383747,-0.012681265,-0.015140925,-0.012720685,-0.014795301,-0.014529767,-0.014279153,-0.013115184,-0.01203597,-0.014029847,-0.014350335,-0.013345285,-0.014390455,-0.015101724
748,-0.001839336,-0.003296667,-0.005734748,-0.007654551,-0.009262897,-0.010183879,-0.011373776,-0.012035265,-0.011661052,-0.01321418,-0.012682975,-0.012078116,-0.014575178,-0.013467618,-0.014334306,-0.015463143,-0.01526995,-0.016157346,-0.014250446,-0.01470332,-0.015052669,-0.01610836,-0.014529668,-0.014872652,-0.013175609,-0.014638103,-0.011841347,-0.015078972,-0.013880495,-0.01378456,-0.014400622,-0.01286169,-0.013867608,-0.011849055,-0.012824445,-0.012860786,-0.01222079,-0.01406734,-0.015312434
747.2000122,-0.001154325,-0.001744829,-0.006663235,-0.00856981,-0.007975863,-0.008465485,-0.01051121,-0.011267499,-0.01128001,-0.012620068,-0.011762849,-0.012022625,-0.013607077,-0.014736752,-0.014480097,-0.014819368,-0.013823478,-0.016025888,-0.014331802,-0.014847687,-0.013774128,-0.014993205,-0.012968231,-0.015022813,-0.012445026,-0.013288851,-0.011179159,-0.013376362,-0.012340873,-0.01434758,-0.014791948,-0.012775484,-0.013333939,-0.010907367,-0.013168226,-0.012545533,-0.013419733,-0.013870416,-0.014655672
746.4000244,-0.000949236,-0.001380425,-0.005336757,-0.008015356,-0.007279903,-0.009658371,-0.008518133,-0.010906509,-0.012275551,-0.012198188,-0.012894861,-0.010882678,-0.013121665,-0.012385154,-0.014832077,-0.013500141,-0.013485787,-0.015232111,-0.01329096,-0.01379454,-0.01418486,-0.014833577,-0.012262969,-0.013838122,-0.012843044,-0.012916874,-0.011813285,-0.013614152,-0.012065729,-0.013545559,-0.014165667,-0.012269814,-0.012969387,-0.011080557,-0.0123061,-0.011863715,-0.013533364,-0.011263766,-0.01361917
745.5999756,-0.000928365,-0.002651054,-0.006193421,-0.00710295,-0.008832923,-0.008117858,-0.010295528,-0.012358134,-0.012675483,-0.013094589,-0.013756372,-0.013053546,-0.01368444,-0.015260204,-0.015074472,-0.015503809,-0.014861045,-0.015612251,-0.014772332,-0.015203618,-0.015380699,-0.015750773,-0.01431973,-0.014441539,-0.014068743,-0.015202818,-0.011223256,-0.014972649,-0.013849756,-0.015107474,-0.014817216,-0.01357662,-0.014563012,-0.010829962,-0.013273486,-0.013239842,-0.013036413,-0.013372145,-0.015648907
744.7999878,-0.000547609,-0.004585224,-0.005297326,-0.008883497,-0.010172348,-0.010482556,-0.011576371,-0.012405531,-0.013146176,-0.012712792,-0.012879684,-0.01214669,-0.013424302,-0.014997857,-0.015660793,-0.014722289,-0.014997456,-0.017292852,-0.016631557,-0.014107285,-0.016083764,-0.015668433,-0.015614947,-0.015745331,-0.013753212,-0.01549137,-0.013687249,-0.01618024,-0.015134225,-0.014599107,-0.014518552,-0.015208417,-0.015131474,-0.010945887,-0.013942969,-0.014745159,-0.015349566,-0.015254006,-0.016605796
744,-0.00100554,-0.004322856,-0.00639809,-0.00819651,-0.008500009,-0.009836057,-0.011311688,-0.012211377,-0.010699964,-0.0138647,-0.01294974,-0.012208559,-0.013597594,-0.014064983,-0.014948289,-0.016168021,-0.014920627,-0.01590712,-0.015485724,-0.015375552,-0.015412429,-0.015040717,-0.015578787,-0.015413129,-0.014271438,-0.015371804,-0.012794537,-0.015174672,-0.013284784,-0.014685052,-0.014563863,-0.014851589,-0.014132744,-0.012823842,-0.013085094,-0.014051701,-0.013601157,-0.013766705,-0.016247023
743.2000122,-0.001059978,-0.002986321,-0.004653454,-0.006346613,-0.008872794,-0.009062464,-0.010531221,-0.010703803,-0.010953864,-0.011755492,-0.012198592,-0.010325964,-0.013700343,-0.012969638,-0.012773122,-0.015054269,-0.014000121,-0.014831626,-0.013014006,-0.014363659,-0.015277398,-0.014729095,-0.013262539,-0.014481749,-0.013240896,-0.01462644,-0.012768094,-0.01455355,-0.012658437,-0.013150998,-0.012791922,-0.014379236,-0.01308218,-0.012233323,-0.013280566,-0.012056666,-0.012873351,-0.013120609,-0.014622785
742.4000244,-0.001058997,-0.001580978,-0.004272824,-0.004871546,-0.008602651,-0.008045546,-0.008877562,-0.011905424,-0.012309069,-0.0120545,-0.012241981,-0.010103716,-0.012567865,-0.012971146,-0.013813599,-0.013281069,-0.013097502,-0.014980801,-0.01299858,-0.014295384,-0.014156948,-0.014201946,-0.013697985,-0.015008559,-0.012248272,-0.013904262,-0.011867644,-0.013854721,-0.010278489,-0.013166518,-0.013137436,-0.013275696,-0.012609356,-0.012228239,-0.012248927,-0.012882649,-0.012337502,-0.013914742,-0.01426237
741.5999756,-0.002599749,-0.003334275,-0.005525881,-0.007657399,-0.009543165,-0.010817085,-0.010826528,-0.012186208,-0.012760956,-0.014150835,-0.012776188,-0.011877619,-0.013472638,-0.015288694,-0.014930582,-0.015759559,-0.014674792,-0.016091347,-0.014241679,-0.015605009,-0.014674542,-0.016516043,-0.014546541,-0.015854262,-0.01367536,-0.013620524,-0.012591654,-0.015593471,-0.013567387,-0.014923628,-0.014945989,-0.014092049,-0.014636201,-0.01084814,-0.013416471,-0.013911834,-0.013697934,-0.013756723,-0.016921502
740.7999878,-0.002234568,-0.002851484,-0.005462031,-0.006216337,-0.0093685,-0.010663644,-0.009104393,-0.011772422,-0.012490252,-0.011901798,-0.013036715,-0.011597694,-0.013186458,-0.014383093,-0.013518359,-0.014841232,-0.013498685,-0.015370904,-0.014457112,-0.015137974,-0.014500677,-0.015508105,-0.013756222,-0.015374753,-0.014350886,-0.014425262,-0.012228743,-0.013410899,-0.013209057,-0.013722264,-0.015254606,-0.014490763,-0.01341607,-0.010629646,-0.012396475,-0.013454318,-0.012114217,-0.013968889,-0.015938113
740,0.000111479,-0.002596455,-0.00365002,-0.007274761,-0.008878273,-0.009175263,-0.009891829,-0.011281321,-0.011016659,-0.012516008,-0.012686746,-0.010727745,-0.012562132,-0.01325817,-0.013596189,-0.013782153,-0.0138309,-0.015429168,-0.014304452,-0.014779137,-0.014280356,-0.013637532,-0.013150596,-0.014080922,-0.011491371,-0.013545107,-0.01241977,-0.013643151,-0.011529487,-0.013584197,-0.014364109,-0.013057363,-0.012849879,-0.01068678,-0.013496477,-0.012002229,-0.012495333,-0.013015413,-0.013782253
739.2000122,-0.002123043,-0.003452629,-0.005046648,-0.007601645,-0.009484208,-0.010348663,-0.012095537,-0.013647466,-0.012420726,-0.012859127,-0.01312091,-0.012144022,-0.014418552,-0.014522007,-0.016180439,-0.014881607,-0.014573526,-0.016144326,-0.01568047,-0.015469238,-0.015017462,-0.014774133,-0.015030865,-0.016200639,-0.014009445,-0.014082827,-0.013387255,-0.013621879,-0.012753113,-0.014783291,-0.014626389,-0.013795895,-0.015323929,-0.012661354,-0.014009545,-0.013538684,-0.014143468,-0.014963445,-0.015753169
738.4000244,-0.002677142,-0.003923774,-0.006167033,-0.008140165,-0.010222616,-0.010771938,-0.012178657,-0.014073003,-0.012956824,-0.014416799,-0.013806728,-0.012845556,-0.013764096,-0.01501001,-0.017686453,-0.016314792,-0.015676074,-0.017710311,-0.015844177,-0.016419891,-0.016299583,-0.017785406,-0.016507719,-0.017209014,-0.015071222,-0.015497315,-0.013050531,-0.014428367,-0.014859644,-0.015130324,-0.015434414,-0.013217042,-0.01678111,-0.013817511,-0.014585741,-0.014401373,-0.014565415,-0.0161341,-0.01488806
737.5999756,-0.00153976,-0.001661338,-0.005616554,-0.006800563,-0.00829323,-0.008300036,-0.01045198,-0.010465373,-0.011894141,-0.011616092,-0.012930844,-0.010445409,-0.013216089,-0.013261987,-0.014632947,-0.015512701,-0.01432489,-0.01539554,-0.013229948,-0.014071399,-0.014960894,-0.01485344,-0.014761724,-0.015081923,-0.01260146,-0.014083879,-0.012208961,-0.014517501,-0.011582924,-0.013803769,-0.013359694,-0.012781617,-0.01349191,-0.010561842,-0.012235185,-0.012517617,-0.013179074,-0.013651982,-0.013961921
736.7999878,-0.001834026,-0.002854981,-0.005031295,-0.007599967,-0.008821306,-0.009643788,-0.011269265,-0.010864451,-0.012300413,-0.013798152,-0.013740723,-0.011924213,-0.012947076,-0.013339863,-0.015253406,-0.014542636,-0.014339366,-0.01629724,-0.013538483,-0.013776686,-0.01318259,-0.01551425,-0.013851261,-0.015808886,-0.013275997,-0.014889211,-0.012047299,-0.014381289,-0.012527275,-0.014236268,-0.015130275,-0.013435043,-0.013194392,-0.01056447,-0.013329571,-0.014164465,-0.013008529,-0.014064632,-0.014987603
736,-0.001769012,-0.00331655,-0.005851734,-0.00774178,-0.008737642,-0.009186668,-0.010778705,-0.012641641,-0.011637111,-0.012991948,-0.011751561,-0.011797565,-0.012006358,-0.013160591,-0.015195419,-0.013745037,-0.014197286,-0.015438012,-0.014484904,-0.01441775,-0.013117846,-0.015469138,-0.014136101,-0.014596604,-0.013846096,-0.014139058,-0.01243587,-0.014647363,-0.011675164,-0.013520014,-0.014665983,-0.01280826,-0.013562018,-0.011862959,-0.012396928,-0.01361656,-0.013069672,-0.015123825,-0.015226213
