wavelength (nm),DOMBlank1,DOMSTD12,DOM12158,DOM12236,DOM12251,DOM12307,DOM12335,DOM12444,DOM12501,DOM12558,DOMBlank2,DOM12640,DOM12749,DOM12748,DOM12850,DOM12905,DOM13193,DOM13186,DOM13286,DOM13327,DOMBlank3,DOM13372,DOM13375,DOM13414,DOM13429,DOM13431,DOM13436,DOMBlank4
441.6000061,0.005168402,0.023721686,0.00123722,0.005069078,-4.32E-05,0.001440949,0.001028553,0.001990604,0.002045608,0.001154416,-0.001698367,0.008756218,0.003404266,0.005659327,0.005787799,0.004720526,0.003669261,0.003738655,0.002737795,0.003412536,0.004577746,0.003106033,0.005229442,0.004817335,0.012698954,0.036806937,0.006993814,0.004660917
440.7999878,0.004265112,0.02329677,0.000719475,0.004672744,-0.000413047,0.001084681,0.000176941,0.002021603,0.001232677,0.000596537,-0.001563284,0.008552832,0.00295956,0.004863719,0.00567362,0.004388649,0.003377029,0.00314144,0.002376402,0.003229526,0.004267151,0.002924064,0.004345688,0.003724922,0.011949449,0.037268922,0.006556483,0.004175117
440,0.004268746,0.02413547,0.001402018,0.005158552,0.000349031,0.001345071,0.000200637,0.002486254,0.001828676,0.000949084,-0.001247722,0.00896969,0.003247547,0.005859369,0.006291875,0.004071814,0.00381344,0.003841175,0.00305126,0.003549349,0.004354917,0.003338342,0.004493387,0.004518366,0.012867601,0.03754418,0.007330901,0.004710477
439.1999817,0.005187525,0.025114471,0.002113156,0.005796141,0.000928616,0.001765824,0.001024402,0.002990133,0.002145543,0.00114798,-0.00108296,0.009437764,0.004187296,0.00618187,0.006597903,0.005008584,0.004148877,0.004417805,0.003708265,0.004229509,0.004740179,0.00326317,0.005040925,0.004979282,0.013255154,0.038288534,0.007889754,0.005409129
438.3999939,0.004244801,0.024671176,0.001223747,0.005336454,0.00059493,0.001123401,0.000544075,0.002838905,0.001551526,0.001066308,-0.001289225,0.008388729,0.003612955,0.005629904,0.006067509,0.003777535,0.003565191,0.003797824,0.002656658,0.003853136,0.004437994,0.002997353,0.004370841,0.004226686,0.012980966,0.038187556,0.007222581,0.0048054
437.6000061,0.00445413,0.025024658,0.001706126,0.006248883,0.001007173,0.001614165,0.000818535,0.003045081,0.001782693,0.001101731,-0.000853811,0.009961327,0.003929926,0.005781136,0.006079952,0.00410709,0.004025514,0.003799391,0.003148037,0.003982433,0.005013716,0.003074852,0.004365507,0.00471066,0.013575771,0.038942046,0.007839751,0.005271861
436.7999878,0.005025186,0.025951363,0.001806607,0.006212592,0.001182968,0.001995181,0.001567866,0.00311242,0.002792346,0.001617984,-0.000896076,0.010105623,0.004329922,0.006267345,0.006360008,0.004533223,0.004204991,0.004491922,0.003682027,0.004449161,0.00496352,0.003247287,0.004609584,0.005322303,0.013385465,0.040365215,0.007933252,0.006054043
436,0.00453134,0.026208404,0.001369402,0.005736411,0.000659298,0.00143991,0.001073834,0.002815195,0.002284845,0.00150804,-0.001053316,0.009671104,0.003891607,0.005665569,0.006104917,0.004140567,0.003683567,0.004459387,0.003563599,0.004091411,0.004555118,0.002555928,0.004717098,0.004814142,0.01348954,0.039066192,0.008031913,0.004988106
435.1999817,0.004796815,0.026322721,0.001677774,0.006357592,0.000910483,0.001747838,0.000798721,0.002722009,0.002106211,0.001636328,-0.000654628,0.009701835,0.003803491,0.006545184,0.006217345,0.004392989,0.003464068,0.004271021,0.003272742,0.004148642,0.005381348,0.002821292,0.005060881,0.004791475,0.013844055,0.039832622,0.007724004,0.005104462
434.3999939,0.004837726,0.026765725,0.001888859,0.006038136,0.001094075,0.001940158,0.001050972,0.002999777,0.002782316,0.001908957,-0.000285946,0.009950547,0.004053889,0.006517092,0.006380761,0.004455987,0.004266785,0.004554019,0.003560049,0.004614424,0.005301549,0.003009317,0.005157556,0.004726623,0.014260113,0.040134355,0.008164096,0.004803829
433.6000061,0.004441943,0.027005261,0.00129,0.00609481,0.00071683,0.001722499,0.00096548,0.003197841,0.002223983,0.001737001,-0.000725857,0.009873929,0.003674613,0.006359903,0.006362267,0.004123162,0.003857053,0.003998918,0.003191192,0.004183062,0.00514032,0.002756916,0.00494417,0.004711812,0.013787082,0.041200254,0.007739841,0.00493951
432.7999878,0.004276981,0.027008841,0.000839335,0.005790107,0.000777404,0.000987066,0.000868254,0.002792008,0.002284273,0.001070253,-0.000803068,0.009361316,0.003501643,0.006358301,0.006255396,0.004127892,0.003749334,0.004118431,0.002998318,0.003846189,0.004915659,0.002713413,0.004857332,0.004882227,0.013777543,0.041076519,0.007391536,0.004430515
432,0.004997717,0.027694751,0.002091749,0.006551254,0.001361845,0.002048963,0.001583013,0.002967145,0.003081761,0.002044282,-2.69E-05,0.010731045,0.004584339,0.007112972,0.006709117,0.004986221,0.004429442,0.005010862,0.003410658,0.004248879,0.005283155,0.003834907,0.005738929,0.005629012,0.01455623,0.042255912,0.008196119,0.005464123
431.1999817,0.004581513,0.027630525,0.001405784,0.006548889,0.00068875,0.001649788,0.001005565,0.003379586,0.002646032,0.001550201,-0.000607688,0.010293913,0.004134164,0.006586286,0.006817599,0.004213983,0.003941994,0.004952811,0.003175598,0.004597419,0.005267433,0.002910044,0.004875918,0.004105757,0.014306152,0.04248305,0.007839593,0.00498287
430.3999939,0.004654795,0.028242463,0.002169373,0.006615276,0.001176556,0.002506562,0.001242049,0.003648873,0.002938893,0.002016584,-0.00010379,0.010298844,0.00441268,0.006493285,0.006970429,0.004643937,0.004289503,0.005113184,0.003593222,0.004557367,0.005468055,0.003318935,0.005056874,0.004603593,0.014714326,0.042936601,0.008308429,0.005406509
429.6000061,0.004526579,0.028191745,0.002081735,0.006292216,0.001287014,0.001803253,0.0013754,0.00354606,0.002551189,0.001903731,-0.000689055,0.010183765,0.003925328,0.006649629,0.006705147,0.004064105,0.003872959,0.005238691,0.00347153,0.004193282,0.005139325,0.002870643,0.004980696,0.0039776,0.01459004,0.043268923,0.008287796,0.005173248
428.7999878,0.004193047,0.028195862,0.001897647,0.006051786,0.000808939,0.001641239,0.001101965,0.003306545,0.002509868,0.001717041,-0.000926505,0.010574924,0.0037955,0.006247702,0.00637133,0.003932329,0.003768239,0.00516793,0.002674499,0.00372876,0.004808201,0.002414899,0.004337687,0.00408156,0.014138363,0.043395657,0.008304313,0.004996067
428,0.004004351,0.028925234,0.001776195,0.006072182,0.000841747,0.001376673,0.000782487,0.003493084,0.002364533,0.00262926,-0.000222252,0.010454283,0.003839555,0.006063283,0.006456264,0.00429732,0.003721058,0.004491452,0.003040832,0.004139077,0.004690014,0.002143852,0.004708332,0.004393277,0.014644762,0.043741416,0.007947488,0.004950664
427.1999817,0.0043773,0.029541107,0.002114769,0.006717135,0.001108193,0.001086083,0.000877333,0.003674378,0.002880362,0.002064802,-0.000304002,0.01035141,0.004033561,0.006346954,0.006637117,0.004518419,0.004221249,0.004802311,0.003138389,0.004132831,0.004873457,0.002824862,0.005223835,0.004641582,0.014858657,0.044736065,0.008231283,0.00519093
426.3999939,0.004771244,0.029619776,0.001964912,0.007124524,0.001290805,0.001038829,0.000689035,0.003356237,0.002504635,0.001973077,-3.92E-05,0.010292005,0.003925746,0.006962196,0.006308211,0.004129303,0.003939878,0.004388596,0.003441576,0.004190041,0.004963703,0.003174555,0.00516201,0.005062636,0.0150439,0.045053974,0.0080485,0.004790559
425.6000061,0.004225144,0.029676814,0.001399577,0.007221739,0.001119041,0.001190443,0.000796724,0.003340142,0.002313107,0.001853528,-0.00058132,0.010746409,0.004064654,0.006814811,0.00677019,0.004266655,0.003970415,0.004275386,0.002651892,0.00416184,0.005127511,0.002914917,0.005415473,0.005670133,0.015312369,0.045668751,0.008515688,0.005108417
424.7999878,0.004481539,0.02979335,0.001339644,0.006781733,0.000634022,0.001331127,0.000268961,0.003210489,0.001773985,0.00142321,-0.000637156,0.010494908,0.003539196,0.006248883,0.006685799,0.003973733,0.00351156,0.004311019,0.002862122,0.003533768,0.004882777,0.003081135,0.004906469,0.004646187,0.015289041,0.046260498,0.008178446,0.004947391
424,0.004373613,0.029669303,0.00137044,0.007006494,0.000299371,0.000717608,0.000368255,0.003028737,0.001927443,0.000928875,-0.000646719,0.010308996,0.004074322,0.006438951,0.006330458,0.003746489,0.003589333,0.004419557,0.002354669,0.003554464,0.004461165,0.003352898,0.005206754,0.0054377,0.015538236,0.046582781,0.008857155,0.004919219
423.1999817,0.004756352,0.030795597,0.001297633,0.007514727,0.000942313,0.000995498,0.001164487,0.00295513,0.002082931,0.001030422,-0.000277823,0.01077642,0.003993039,0.006569887,0.00704864,0.004352015,0.003856479,0.004281843,0.002882108,0.003551228,0.004671227,0.003176484,0.005116798,0.005373878,0.016157163,0.047275662,0.00903576,0.004904139
422.3999939,0.003846372,0.030600067,0.001318041,0.007081423,0.000406159,0.000710063,0.000882261,0.00281444,0.001686999,0.000627541,-0.00102868,0.0103104,0.003253389,0.006141384,0.006392976,0.00365694,0.00272873,0.004110043,0.002587436,0.003912816,0.004137849,0.002807145,0.005077249,0.00479726,0.015603087,0.047253378,0.008742115,0.004845605
421.6000061,0.004075498,0.031138415,0.001225616,0.007244427,-6.60E-05,0.000564759,0.000790785,0.003003114,0.001182085,0.000869162,-0.000608618,0.010807867,0.00367597,0.006193423,0.006295815,0.003880089,0.003028346,0.004699016,0.002364664,0.003535856,0.004403893,0.002267515,0.004646971,0.004861206,0.015781965,0.047715843,0.008487231,0.004618035
420.7999878,0.003736619,0.031642601,0.001131213,0.007444015,0.000128983,0.000306779,3.88E-07,0.003384151,0.00133375,0.000863715,-0.000435236,0.010850171,0.003649422,0.005846906,0.006398886,0.003650205,0.00260017,0.004615392,0.002548898,0.004038473,0.004235678,0.003024644,0.004875185,0.004877646,0.015575584,0.048117541,0.00825785,0.004621671
420,0.004045057,0.031732984,0.001132667,0.007013071,0.000708014,0.000583551,-7.26E-05,0.003590038,0.001790153,0.00105964,-0.000584888,0.011271605,0.003296555,0.006437059,0.00656986,0.003662265,0.002756108,0.004506805,0.002082801,0.003683855,0.004249768,0.00269182,0.004608041,0.004933331,0.015551946,0.048945177,0.008069623,0.004761823
419.1999817,0.003851595,0.032442216,0.001506039,0.007385454,0.000653465,0.001138428,8.39E-05,0.003811403,0.001853762,0.001265829,-0.000790304,0.011128887,0.003857158,0.006856544,0.007000444,0.003980264,0.003130202,0.005133274,0.002680515,0.003902473,0.004406901,0.002842397,0.004840841,0.005088171,0.016243389,0.049579509,0.008149087,0.005506932
418.3999939,0.003753199,0.032284729,0.000843874,0.006809316,-0.000104308,0.000789177,-0.000253764,0.003296007,0.0017278,0.000885685,-0.000859237,0.010703716,0.003240949,0.005991627,0.006165644,0.003384516,0.002683407,0.004656992,0.00179257,0.003087966,0.004257192,0.002611524,0.004246003,0.004041713,0.015620743,0.049646191,0.007955344,0.004983131
417.6000061,0.004048349,0.033555739,0.001679567,0.007452442,0.001153093,0.001035352,0.000547574,0.004084068,0.002248857,0.001830989,0.00014698,0.011285207,0.003896492,0.006953515,0.007240926,0.004128127,0.003525313,0.005321203,0.002752982,0.003570228,0.004926288,0.003144516,0.004984729,0.005108705,0.016992891,0.05111606,0.008370731,0.005211391
416.7999878,0.004171275,0.033708792,0.0014216,0.00781379,0.000852225,0.000422069,0.000658287,0.004429835,0.002527026,0.001875756,0.000173134,0.011787117,0.003945207,0.007493868,0.007058454,0.0038441,0.003631906,0.005752648,0.0028079,0.003737507,0.00489872,0.002912467,0.005004787,0.0048805,0.017512845,0.051259905,0.008854487,0.005018849
416,0.004171327,0.034181185,0.00139711,0.008034761,0.000857646,0.001133212,0.000552214,0.004347466,0.002123718,0.001948036,0.00024407,0.011805284,0.004170412,0.00753822,0.006988974,0.004063609,0.004073747,0.005288683,0.003098498,0.003883067,0.004181546,0.002594129,0.004862332,0.004875368,0.017025895,0.052256528,0.008888014,0.004730575
415.1999817,0.004389041,0.034722172,0.00133941,0.008130861,0.00070384,0.000824655,0.000602759,0.004018068,0.002208996,0.001292518,-0.000197827,0.011960172,0.004399448,0.006909827,0.007307708,0.003668609,0.003646002,0.005116511,0.002959717,0.003785577,0.004607831,0.002389,0.005056664,0.004756169,0.016764222,0.052575376,0.008541612,0.004590564
414.3999939,0.003438653,0.034577731,0.001211495,0.008017806,0.000697565,-1.59E-05,0.000681465,0.003478367,0.001754544,0.001125789,-0.00059254,0.011607111,0.003470852,0.006626656,0.007440171,0.003949334,0.003194738,0.005021258,0.002142239,0.003137842,0.004010621,0.002334447,0.004617171,0.004775824,0.01629488,0.05285025,0.008179236,0.003980212
413.6000061,0.004170438,0.035635881,0.001798886,0.008455582,0.001099837,0.001002244,0.00090501,0.004298183,0.002045868,0.001249499,0.000244251,0.011597381,0.004056188,0.007714492,0.007520942,0.004308091,0.003575082,0.00509629,0.00279133,0.003675396,0.004904323,0.002764158,0.005181814,0.00498575,0.017742772,0.054043803,0.009230409,0.00502152
412.7999878,0.003838693,0.035064571,0.00123979,0.008383689,0.000824863,0.000577226,0.000354031,0.004284248,0.001941068,0.001025051,-0.000609704,0.011087272,0.003652685,0.007232688,0.007092132,0.003378151,0.003390073,0.004649536,0.002189171,0.003368498,0.004450259,0.002013541,0.004781032,0.004564561,0.017567074,0.054309726,0.008569042,0.004772029
412,0.003143395,0.035447095,0.000714367,0.00796183,0.000886645,0.000566988,9.75E-05,0.003495511,0.002100723,0.001212845,-0.000875667,0.011376503,0.003815843,0.006982924,0.006832693,0.003075191,0.003095474,0.00499138,0.001621102,0.003325586,0.003674065,0.002268347,0.004100165,0.004265766,0.016695861,0.054648578,0.00811654,0.004391838
411.1999817,0.003470225,0.036734588,0.001120598,0.008519859,0.000767083,0.000827352,0.000480062,0.004183219,0.002398422,0.001632327,-0.000224477,0.011966505,0.004308144,0.006981083,0.007467295,0.003181361,0.003628147,0.005369947,0.001774817,0.004101289,0.004193151,0.002834971,0.004573795,0.005039589,0.017937478,0.055928525,0.008905056,0.004367416
410.3999939,0.003655165,0.036655661,0.001127061,0.008617149,0.000281601,0.000811999,0.000147808,0.003721815,0.00196252,0.001456558,-0.000167139,0.011783632,0.00389051,0.007579628,0.006910195,0.002951246,0.003245461,0.004857254,0.001735051,0.003533481,0.003864993,0.002274749,0.00469373,0.004970223,0.018153163,0.056700103,0.008837658,0.004331621
409.6000061,0.004369874,0.037625812,0.001780042,0.009018792,0.000556879,0.00066482,0.000380691,0.004160115,0.002493622,0.001737832,0.000121966,0.012628247,0.004738164,0.007747852,0.008117648,0.003698709,0.003733434,0.005198711,0.002540045,0.003607944,0.003911275,0.003276054,0.004711524,0.004667616,0.018239247,0.057775743,0.009563707,0.004452587
408.7999878,0.003281688,0.03753721,0.001181021,0.008552463,0.000840242,3.05E-05,-0.000194826,0.004064706,0.001783317,0.001590054,-0.000297638,0.011653243,0.004231339,0.007367155,0.007886802,0.003545538,0.002988257,0.004650687,0.002057026,0.003480611,0.004156352,0.002542284,0.004397408,0.004546878,0.018223507,0.057821102,0.009206295,0.00424718
408,0.003546634,0.037778273,0.001281536,0.009251431,0.000603588,8.58E-05,0.000179375,0.004523467,0.001936985,0.001565243,-8.28E-05,0.012156163,0.004390217,0.007247717,0.007690804,0.003200606,0.002608374,0.004905501,0.002001422,0.002787631,0.004041268,0.002563193,0.004433313,0.004040694,0.018835301,0.058787923,0.00916489,0.003871731
407.1999817,0.00290577,0.038345616,0.000949162,0.009232868,0.000651858,-0.000276685,0.00023819,0.003947427,0.001789971,0.001466454,-0.000643979,0.011525975,0.003981388,0.007535429,0.007076766,0.003439227,0.003046463,0.004708017,0.001074353,0.00308979,0.004147701,0.002653975,0.004356068,0.004253114,0.017942199,0.058845513,0.009191065,0.003625667
406.3999939,0.003520119,0.039030846,0.001156882,0.009765025,0.001026685,1.71E-05,0.000335327,0.004381771,0.001854386,0.002044152,-0.000403478,0.012535489,0.004445892,0.008659927,0.007642536,0.003241393,0.003352872,0.00521988,0.001912232,0.003540684,0.004293085,0.002294343,0.004848903,0.005082383,0.018706668,0.059958875,0.009504435,0.004162572
405.6000061,0.003497233,0.04017419,0.001420561,0.00954992,0.000945737,-8.67E-05,0.000857594,0.004659216,0.003001341,0.002284793,0.000160108,0.012455937,0.004518366,0.008098,0.007939421,0.003462267,0.003678346,0.005739873,0.001787969,0.003476279,0.003998055,0.003053632,0.004757321,0.005061954,0.019159038,0.061000798,0.009978464,0.004900762
404.7999878,0.002987344,0.039701335,0.001293842,0.009498429,0.000600944,-0.000100581,0.000328747,0.004199816,0.001832965,0.001435209,-0.000580338,0.012227301,0.004188812,0.007889622,0.007512172,0.002920598,0.003404031,0.004379549,0.000957126,0.003361507,0.003543033,0.002476752,0.004177678,0.004594829,0.019173564,0.061724663,0.009957671,0.003916212
404,0.003211532,0.041027695,0.001691183,0.010403109,0.00137379,0.000330275,0.000456584,0.004915083,0.002305013,0.001978928,-0.000346423,0.012456257,0.004773443,0.008043226,0.007919806,0.003575291,0.004105052,0.005221765,0.001381814,0.003592883,0.003627103,0.00259465,0.00425544,0.004881913,0.019565191,0.062753759,0.010363022,0.004391289
403.1999817,0.004088223,0.041401301,0.002593478,0.01107187,0.00180775,0.000765294,0.000434895,0.005690956,0.00266843,0.00222635,0.000189656,0.013980424,0.005124919,0.008767524,0.008681502,0.004351257,0.004351702,0.005692897,0.00250854,0.003636709,0.004419426,0.002985624,0.005578534,0.005472091,0.020296393,0.063851349,0.010821906,0.00533593
402.3999939,0.003756254,0.041642096,0.001724552,0.010721149,0.001876614,0.000603562,0.000380457,0.005116903,0.002635093,0.002092399,0.000371519,0.013143824,0.004816236,0.008797055,0.008467143,0.003274411,0.004065333,0.005093619,0.00210798,0.003631175,0.003912843,0.002844508,0.004946317,0.004723535,0.020159626,0.06451121,0.009995575,0.004518052
401.6000061,0.003949909,0.042800941,0.001405031,0.010554792,0.001294985,0.000171684,0.000114716,0.005306921,0.00250992,0.001995909,6.70E-05,0.013497123,0.004778782,0.008349883,0.0079714,0.002771009,0.003561224,0.005209557,0.001675695,0.003482855,0.003664406,0.00238762,0.00437411,0.004881442,0.0197096,0.064559355,0.010473163,0.004747638
400.7999878,0.003575004,0.042994298,0.000973108,0.010496658,0.001818902,0.00052005,-0.000133862,0.004651027,0.002258979,0.001572517,0.00045705,0.013385065,0.00469789,0.008220415,0.007883322,0.003378594,0.003680905,0.004853955,0.001759794,0.003339881,0.003534838,0.002797244,0.004405881,0.004590512,0.019643918,0.065753341,0.009857935,0.004066274
400,0.00286564,0.04348217,0.00088872,0.010801551,0.001565788,0.000601126,5.65E-05,0.004965954,0.002297466,0.001377166,-0.000207194,0.014196613,0.005188913,0.008531475,0.007980998,0.003380603,0.003793542,0.004787105,0.001610735,0.003190201,0.003333751,0.002710418,0.004706526,0.005340909,0.020744395,0.066966295,0.010710668,0.004545047
399.1999817,0.003462189,0.043888506,0.000461481,0.010668298,0.001628065,0.000386494,-0.000211903,0.005338053,0.002400713,0.001947334,-0.00034363,0.013438407,0.004821968,0.009230912,0.007917565,0.002776689,0.004020341,0.004836286,0.001457857,0.002782915,0.003763356,0.002489769,0.004689857,0.005004682,0.020630967,0.067414477,0.010622192,0.004144487
398.3999939,0.003569575,0.045047943,0.00168162,0.011457399,0.00202579,0.000679209,0.000333824,0.006313595,0.002851308,0.002547908,-7.05E-05,0.01404031,0.005558764,0.009682962,0.00888265,0.003154346,0.004132439,0.005466901,0.002505911,0.003516075,0.003822554,0.003204621,0.005636722,0.005938876,0.021442365,0.068730935,0.011038626,0.004500501
397.6000061,0.003601966,0.045372143,0.001639394,0.011701187,0.001679359,0.00037126,0.000369343,0.006109695,0.002538014,0.002414587,0.000328306,0.013616022,0.005315516,0.009438558,0.008789791,0.002685516,0.004223445,0.005656521,0.002278183,0.003443663,0.003810072,0.002785573,0.004797443,0.005347461,0.021803681,0.069592975,0.011263662,0.004266263
396.7999878,0.002514242,0.045027643,0.000864208,0.011004347,0.000723364,-0.000243001,-0.000269545,0.00514425,0.00199011,0.001836812,-0.00099366,0.013434856,0.004366632,0.008910842,0.008791773,0.002393008,0.003802969,0.004937782,0.001189171,0.00279318,0.00272352,0.002417841,0.004565608,0.004528384,0.021509491,0.069659159,0.010338209,0.004015507
396,0.003192,0.046151839,0.001227174,0.011585576,0.001836449,-3.41E-05,-0.000189133,0.005171964,0.002372706,0.002098018,-0.000270062,0.014237697,0.004625988,0.009266954,0.008855412,0.002550877,0.004001791,0.004447121,0.001444637,0.002725552,0.003073888,0.00201622,0.004575575,0.004871991,0.021846062,0.070901677,0.010793404,0.004047749
395.1999817,0.003047897,0.046379067,0.001437702,0.011388593,0.001614035,2.75E-05,-0.000338301,0.005389656,0.002444314,0.002282061,-0.000176558,0.014158849,0.004991877,0.010048634,0.008979071,0.002473706,0.003574456,0.005692189,0.002233844,0.003973602,0.003102539,0.003115549,0.004659112,0.005465643,0.021859618,0.072268479,0.011172603,0.004416995
394.3999939,0.003492745,0.047769323,0.001393267,0.011941201,0.001769489,0.000589461,0.000487577,0.005426455,0.002762282,0.00275082,0.000510279,0.015329639,0.005259127,0.010841784,0.009021964,0.003253076,0.0038037,0.005783706,0.001679567,0.003362994,0.003430356,0.003245722,0.004693625,0.005209452,0.022720559,0.073298164,0.011394201,0.004956895
393.6000061,0.003073549,0.048278969,0.001342318,0.012700154,0.001547057,0.000991865,0.000714315,0.00570386,0.002471623,0.002563844,0.000177381,0.014901892,0.005934782,0.010400166,0.009905284,0.002528094,0.004450861,0.00559251,0.001495831,0.003325352,0.003556265,0.002687027,0.004690668,0.005861678,0.023163833,0.0752884,0.011900785,0.004959226
392.7999878,0.003861781,0.049846716,0.001650645,0.013034312,0.002212483,0.001198594,0.000939356,0.006152542,0.002995868,0.002883828,0.00085347,0.016216328,0.005980814,0.010735742,0.010688196,0.003756619,0.004777997,0.007124102,0.00187729,0.004026873,0.003706568,0.003267891,0.005189594,0.00644544,0.023190701,0.076331668,0.012994088,0.005579085
392,0.002635822,0.050522462,0.001411108,0.012907065,0.001429677,0.000455288,0.000291962,0.006140438,0.003129785,0.002254816,0.00052824,0.015506634,0.005331397,0.011200492,0.010748186,0.00290418,0.004298078,0.005675352,0.001680944,0.003349507,0.003425556,0.002844273,0.004576333,0.005627727,0.023494774,0.07629402,0.012593417,0.005083194
391.1999817,0.004208572,0.051390596,0.002304415,0.014012211,0.002130559,0.001271514,0.000802248,0.006341569,0.004170856,0.002599832,0.000747427,0.016329255,0.006582265,0.011859204,0.010748929,0.004059559,0.005222971,0.00715747,0.002177333,0.004440452,0.004268772,0.00394795,0.00574449,0.006195078,0.024907338,0.077901512,0.013229267,0.005481791
390.3999939,0.003262309,0.050686445,0.001371064,0.013579964,0.00194099,0.001170872,0.000706744,0.006129228,0.003577536,0.002108058,0.000853652,0.01559348,0.005919064,0.010827107,0.01071181,0.003072271,0.00463143,0.00605672,0.002218076,0.004095305,0.004095488,0.003012289,0.004892751,0.005802228,0.024331724,0.07827206,0.013189826,0.004740624
389.6000061,0.003907096,0.051318109,0.002440097,0.013790877,0.001762731,0.001190703,0.001321624,0.006636907,0.004078764,0.002741807,0.000328799,0.016820429,0.006382363,0.011683476,0.011049724,0.003462215,0.005530737,0.007410547,0.001998978,0.004705348,0.004345243,0.003531994,0.005776781,0.005982047,0.025212014,0.08027117,0.013881204,0.005541696
388.7999878,0.003472313,0.053787801,0.002620561,0.014082503,0.001475779,0.002125538,0.000617405,0.006887998,0.003978096,0.003008327,0.000703944,0.016554495,0.006299071,0.011931595,0.010659623,0.004244958,0.005955803,0.006671736,0.001565191,0.004531732,0.004886756,0.003313327,0.006199935,0.006271626,0.025699802,0.080629505,0.013408318,0.005205051
388,0.003617862,0.053584047,0.002324688,0.013933377,0.001758729,0.001451675,0.000554572,0.006794065,0.004090418,0.002953462,0.001252952,0.016495552,0.006573014,0.011940935,0.011356201,0.00377213,0.005714116,0.006819176,0.002363544,0.004279072,0.003989094,0.003832818,0.005775312,0.00652939,0.026210466,0.081746556,0.014251178,0.005309332
387.1999817,0.003444028,0.054065995,0.00138571,0.013915762,0.001186654,0.001434274,4.58E-06,0.005973937,0.003084915,0.002554418,0.000435128,0.016152516,0.005470204,0.01170148,0.010525777,0.002450068,0.004691872,0.005855565,0.000878811,0.004591088,0.00337562,0.002759104,0.004985802,0.00544656,0.025188394,0.082501836,0.012956029,0.004602546
386.3999939,0.003624754,0.055046342,0.002000434,0.014262761,0.001579791,0.001141024,-6.52E-06,0.006830115,0.003439097,0.002835258,0.000300899,0.015961239,0.005935202,0.012124114,0.011266079,0.003512604,0.004882882,0.006241635,0.001573426,0.00372983,0.003313196,0.003143865,0.005634125,0.006101242,0.026286116,0.083782986,0.01372285,0.005018089
385.6000061,0.004568407,0.057169758,0.002979004,0.016001416,0.002555928,0.002057208,0.001161139,0.007227318,0.004173679,0.003712547,0.001887975,0.017599501,0.006840345,0.013632956,0.011873436,0.004578636,0.005761934,0.007931617,0.002054737,0.004764283,0.00470964,0.003716123,0.005749736,0.006858464,0.027051872,0.086091012,0.014195248,0.005683088
384.7999878,0.003652423,0.057739403,0.002598452,0.015902994,0.002178998,0.002776272,0.001127294,0.007264063,0.004442388,0.003332682,0.001247293,0.01723003,0.006610781,0.013398039,0.011516299,0.003595989,0.005501348,0.007146891,0.002542466,0.004716156,0.004512403,0.003863191,0.005915311,0.006371383,0.026438747,0.087521836,0.015126581,0.005083823
384,0.002559808,0.058216073,0.00194944,0.01484896,0.002004205,0.001399292,0.000457776,0.007282674,0.003767064,0.002621629,0.000854222,0.017189121,0.006433276,0.012928667,0.012402423,0.003397822,0.005805166,0.006748,0.001744018,0.004800008,0.003459945,0.00256387,0.004916104,0.00590967,0.027375702,0.087327704,0.015128056,0.005378753
383.1999817,0.003535412,0.059804399,0.003505506,0.016130459,0.002481229,0.002563662,0.001685778,0.007691753,0.004922047,0.003823364,0.001186394,0.018082211,0.007651389,0.013223956,0.012349526,0.005425642,0.006536249,0.008054907,0.002587384,0.005273355,0.004807755,0.003865489,0.005888232,0.00609397,0.027863333,0.089335807,0.015177458,0.00600517
382.3999939,0.003050712,0.059088916,0.00194606,0.015651014,0.001288857,0.001798938,0.000579818,0.006809657,0.003615513,0.002252787,0.000194887,0.01736418,0.006183498,0.012642184,0.011222779,0.003327491,0.004977475,0.007018201,0.001939378,0.003454726,0.003448203,0.002846957,0.005015706,0.005594817,0.027611988,0.0899266,0.014802595,0.005681882
381.6000061,0.003756672,0.060574241,0.001941146,0.016727848,0.00284753,0.001343149,0.000976999,0.008001406,0.003782026,0.002920806,0.000450779,0.018008435,0.007015413,0.014443898,0.011929414,0.004122064,0.00561847,0.007367786,0.001853008,0.004224595,0.003451386,0.003500313,0.005028355,0.006616117,0.028437182,0.091543198,0.015731717,0.005228499
380.7999878,0.004072728,0.06215328,0.003176667,0.01738541,0.003064868,0.001982387,0.00197508,0.008166496,0.005390809,0.003945102,0.001414276,0.019492518,0.00817309,0.014343848,0.013596871,0.004968992,0.006722104,0.007717891,0.003098055,0.005567784,0.005095373,0.004569453,0.006859674,0.00749924,0.029414056,0.09312997,0.016305845,0.006886998
380,0.004056162,0.063045062,0.002597228,0.01631028,0.003027043,0.00262939,0.000527903,0.007300917,0.004511958,0.003920574,0.000504033,0.018803159,0.007370472,0.014725358,0.013444762,0.00414365,0.006655675,0.007487678,0.002636604,0.004471051,0.004015507,0.003949491,0.00626078,0.006668187,0.028833909,0.094086505,0.016536828,0.006016115
379.1999817,0.002521611,0.063381217,0.001980696,0.016782274,0.002987214,0.002253645,0.000590524,0.007094474,0.003709701,0.003174581,-8.99E-05,0.01868467,0.007269196,0.014654641,0.013421186,0.003661325,0.005713146,0.006797983,0.002332859,0.003827203,0.003465529,0.003318831,0.006206132,0.005725604,0.029405413,0.094293326,0.015039694,0.005457726
