wavelength (nm),DOMBlank1,DOMSTD35,DOM12151,DOM12716,DOM13263,DOM13295,DOM13332,DOM13343,DOMBlank2,DOM13549,DOM13550,DOM13554,DOM13555,DOM13556,DOM13557,DOM13692,DOMBlank3
885.5999756,0.006765694,-0.006188981,-0.004214686,-0.014396666,-0.015401336,-0.021254014,-0.02015809,-0.017599111,-0.011457336,-0.01280268,-0.007548021,-0.020337956,-0.012990792,-0.015284595,-0.016840031,-0.01702033,-0.011651123
884.7999878,0.002689241,-0.001349717,-0.00670142,-0.005216153,-0.017429098,-0.009279266,-0.019135742,-0.010664857,-0.005818225,-0.02539199,-0.026350817,-0.012875563,-0.001880061,-0.017744059,-0.023346305,-0.015399188,-0.007298893
884,0.012386467,-0.007656636,-0.0147947,-0.005680024,-0.017129339,-0.010108572,-0.022371668,-0.019355349,-0.018385451,-0.024511149,-0.02108809,-0.026859246,-0.027371991,-0.025133984,-0.027585045,-0.021250365,-0.022818662
883.2000122,-0.019503325,-0.010971835,-0.015570296,-0.016415454,-0.030356361,-0.028380394,-0.023921767,-0.028808944,-0.028056363,-0.021697186,-0.018279338,-0.031336334,-0.043440286,-0.027598502,-0.036685493,-0.035046473,-0.027365478
882.4000244,0.005147917,-0.009472811,-0.007384361,-0.016925933,-0.01244075,-0.021528622,-0.020520018,-0.026137548,-0.013404825,-0.026665557,-0.017848663,-0.014624737,-0.01258416,-0.015815875,-0.012887575,-0.013918151,-0.017823918
881.5999756,-0.006928218,-0.014515448,-0.00234725,-0.004731405,-0.015805889,-0.023519166,-0.011902856,-0.012954714,-0.011568658,-0.018960929,-0.023154968,-0.014224443,-0.006039256,-0.007158361,-0.021118814,-0.018957756,-0.02043117
880.7999878,0.011466063,-0.001968045,-0.002866348,-0.00419792,-0.005645735,-0.0108799,-0.020695636,-0.00656865,-0.010459713,-0.016749829,-0.017992981,-0.00781394,-0.01139874,-0.01806589,-0.03135955,-0.019357774,-0.022938995
880,-0.01816014,-0.003406298,-0.006818401,-0.023215778,-0.016820408,-0.025239266,-0.019067917,-0.021992283,-0.030406179,-0.022133164,-0.024389097,-0.027523773,-0.025972212,-0.025117811,-0.023978651,-0.024523282,-0.021491226
879.2000122,-0.009130705,-0.005663059,-0.011596787,-0.007273998,-0.018992398,-0.017331257,-0.021269888,-0.021665122,-0.019040814,-0.015752969,-0.014092149,-0.021412285,-0.019699937,-0.019677425,-0.021481471,-0.010539053,-0.018322371
878.4000244,0.001142114,-0.003363815,-0.007974796,-0.011489809,-0.014704522,-0.020736409,-0.015561405,-0.011235263,-0.011598147,-0.023550404,-0.019414466,-0.029878592,-0.013921811,-0.016747089,-0.026804542,-0.022491731,-0.011771515
877.5999756,-0.004556074,0.001764213,-0.004622414,-0.006094292,-0.013554842,-0.01414442,-0.016526809,-0.007945263,-0.011670275,-0.013233615,-0.013275896,-0.017787742,-0.017159101,-0.01988929,-0.016139587,-0.014193678,-0.01490707
876.7999878,-0.003834389,-0.002353325,-0.015202818,-0.011454815,-0.0205134,-0.02042702,-0.012530494,-0.007760749,-0.023320349,-0.018834632,-0.02161843,-0.019327223,-0.011975587,-0.016431555,-0.021154024,-0.020894572,-0.022362964
876,-0.007567253,-0.012450511,-0.01536101,-0.013554641,-0.017504541,-0.012488743,-0.018733835,-0.022256441,-0.014129587,-0.025964214,-0.025670974,-0.023584142,-0.01744014,-0.019727049,-0.021110876,-0.018441426,-0.018829128
875.2000122,-0.007145324,-0.005788648,-0.007338142,-0.012714953,-0.014658025,-0.021051841,-0.023669947,-0.025270138,-0.030312041,-0.017332353,-0.022344965,-0.021768048,-0.021872379,-0.02386429,-0.015104074,-0.023226233,-0.025417333
874.4000244,-0.00636952,-0.008786502,-0.011439485,-0.019654961,-0.021582667,-0.020375896,-0.017058861,-0.026110882,-0.013729587,-0.023813715,-0.022550177,-0.018137796,-0.024693232,-0.021845104,-0.020795042,-0.018329073,-0.015973644
873.5999756,-0.008316391,-0.010168758,-0.01073926,-0.012647827,-0.015533382,-0.018125532,-0.015665786,-0.01518412,-0.014227649,-0.01704995,-0.017904209,-0.020559572,-0.025734311,-0.019463822,-0.020581791,-0.019775778,-0.022955151
872.7999878,-0.006354419,-0.0088488,-0.012654666,-0.013832455,-0.016597275,-0.027750641,-0.019014699,-0.024450911,-0.025933148,-0.029719412,-0.025325084,-0.02845866,-0.032539107,-0.022630386,-0.033141475,-0.020271257,-0.026652509
872,-0.013666079,-0.011041089,-0.018107953,-0.022747675,-0.025106376,-0.022113582,-0.028116345,-0.022979114,-0.023798423,-0.031223461,-0.023982422,-0.028492263,-0.027163601,-0.033908863,-0.029975966,-0.027296932,-0.023090614
871.2000122,-0.000473507,-0.004468664,-0.011976192,-0.010484881,-0.015364159,-0.019215347,-0.015394491,-0.019069055,-0.020638866,-0.024703698,-0.020034315,-0.018716181,-0.018639511,-0.025498528,-0.017675815,-0.021488665,-0.022068955
870.4000244,-0.006906919,-0.010826175,-0.008668477,-0.013229849,-0.020086667,-0.026021609,-0.021624241,-0.01767681,-0.028661488,-0.020188386,-0.019494563,-0.025356537,-0.025601232,-0.024754168,-0.021674432,-0.027236884,-0.019127667
869.5999756,0.00653144,-0.011984804,-0.011794492,-0.01637253,-0.015864544,-0.026391013,-0.017091015,-0.018210832,-0.019981118,-0.015390993,-0.015073972,-0.022156928,-0.023056494,-0.024272595,-0.02625672,-0.023686958,-0.0208096
868.7999878,-0.006129261,-0.011453353,-0.012916975,-0.017027549,-0.022901671,-0.021671919,-0.022090949,-0.027585821,-0.027664913,-0.028531581,-0.025464645,-0.01954505,-0.017041985,-0.028783508,-0.02982156,-0.027267858,-0.02647602
868,-0.007407214,-0.009321478,-0.010196421,-0.01405145,-0.020599369,-0.021049866,-0.018881725,-0.021859333,-0.021370148,-0.023378881,-0.021087203,-0.023438875,-0.026151927,-0.027773809,-0.024932534,-0.019537972,-0.02137409
867.2000122,-0.005937641,-0.008724297,-0.010479423,-0.016083963,-0.019037394,-0.017231008,-0.015173622,-0.02009418,-0.021855246,-0.018073389,-0.025242832,-0.021009864,-0.020964876,-0.027490826,-0.027075518,-0.024326591,-0.024869762
866.4000244,-0.007375199,-0.009981443,-0.012975065,-0.018468814,-0.022850689,-0.025076177,-0.02378818,-0.026931267,-0.026416004,-0.025605235,-0.026432713,-0.025894031,-0.027446261,-0.027818922,-0.030006407,-0.020875182,-0.025307698
865.5999756,-0.003308997,-0.007568373,-0.014621434,-0.009516524,-0.015234111,-0.015293642,-0.023536772,-0.023429653,-0.022168783,-0.024097241,-0.027601417,-0.024316555,-0.023678917,-0.026349111,-0.022476835,-0.020398768,-0.019289142
864.7999878,-0.006335235,-0.012727121,-0.015392742,-0.01555686,-0.021098545,-0.018113067,-0.018355127,-0.022908153,-0.024788009,-0.023686467,-0.026885867,-0.024845511,-0.02285118,-0.023690488,-0.027710378,-0.026873749,-0.030035829
864,-0.008339297,-0.006392223,-0.014548343,-0.013650276,-0.015677072,-0.014937785,-0.020871678,-0.022544425,-0.017253397,-0.023127725,-0.023388496,-0.02269756,-0.026240442,-0.028941432,-0.025866473,-0.024451595,-0.022913555
863.2000122,-0.007223592,-0.003674457,-0.011389107,-0.015812829,-0.019864513,-0.020931527,-0.019879498,-0.021439537,-0.024675623,-0.021373598,-0.022250686,-0.027604576,-0.02355163,-0.026388528,-0.024865508,-0.024578473,-0.024107819
862.4000244,-0.005195384,-0.011486833,-0.010963152,-0.014561911,-0.018974757,-0.017638085,-0.021063035,-0.019115133,-0.023854097,-0.024661047,-0.023186626,-0.026063981,-0.02027926,-0.024459131,-0.02543618,-0.022214828,-0.023441376
861.5999756,-0.003926185,-0.006686738,-0.008912967,-0.015080173,-0.019867431,-0.016861297,-0.019513967,-0.02322579,-0.019925488,-0.022154713,-0.022064477,-0.023217546,-0.020409239,-0.023001505,-0.02042865,-0.020970993,-0.022703357
860.7999878,-0.005613641,-0.010848898,-0.016777974,-0.019009247,-0.020460656,-0.018769337,-0.018748511,-0.025287038,-0.01818849,-0.021417411,-0.022889048,-0.025936708,-0.020962065,-0.02165217,-0.022293869,-0.025500236,-0.021044344
860,-0.008121924,-0.01065339,-0.010738301,-0.018311899,-0.021493198,-0.018499775,-0.022817681,-0.021445697,-0.028352313,-0.026375178,-0.019940225,-0.029907348,-0.027075373,-0.031598769,-0.032099269,-0.026374739,-0.027929429
859.2000122,-0.004844259,-0.005486366,-0.011585042,-0.011165637,-0.014543136,-0.015092324,-0.014946388,-0.022147482,-0.019188054,-0.020526487,-0.020387456,-0.021686105,-0.027045893,-0.020694995,-0.025627734,-0.022579668,-0.025302764
858.4000244,-0.0032942,-0.003509894,-0.008869852,-0.010618228,-0.018144848,-0.01473415,-0.018986898,-0.017954236,-0.02076775,-0.023673182,-0.024455218,-0.021185828,-0.018908838,-0.020492412,-0.024241015,-0.024097094,-0.023275601
857.5999756,-0.004703494,-0.010390366,-0.012245252,-0.015303438,-0.021825312,-0.021460282,-0.025632175,-0.023450352,-0.024704432,-0.021608036,-0.027373012,-0.029821994,-0.027914137,-0.025601622,-0.026950002,-0.025895592,-0.025939342
856.7999878,-0.007546342,-0.005670928,-0.013962873,-0.013877887,-0.014580084,-0.019128261,-0.017771143,-0.020911841,-0.022642525,-0.025045732,-0.022246752,-0.025519032,-0.02356085,-0.02402656,-0.025571214,-0.023635235,-0.019564599
856,-0.002289419,-0.006722627,-0.007385429,-0.014685253,-0.014145773,-0.016888337,-0.01587248,-0.020198073,-0.018452192,-0.016903874,-0.021908807,-0.020434579,-0.019209502,-0.018988632,-0.021158116,-0.025844961,-0.022364242
855.2000122,-0.011261093,-0.010275607,-0.017980712,-0.018445792,-0.028332865,-0.025154457,-0.023888007,-0.025208782,-0.02563237,-0.026343556,-0.024793241,-0.02531141,-0.029733771,-0.030054333,-0.029082255,-0.028781665,-0.028916148
854.4000244,-0.000386926,-0.00432952,-0.010081864,-0.014065635,-0.015528337,-0.016495807,-0.019028425,-0.020495573,-0.019041209,-0.021154912,-0.01980328,-0.021023577,-0.01897981,-0.019011131,-0.023095082,-0.017586632,-0.017783469
853.5999756,-0.003388371,-0.009017844,-0.013135226,-0.015062121,-0.017970132,-0.019250859,-0.018621655,-0.018878452,-0.020677816,-0.020320665,-0.020064125,-0.021898173,-0.02279577,-0.022708025,-0.02528313,-0.023765879,-0.024645003
852.7999878,-0.005305561,-0.006912524,-0.010971634,-0.014500276,-0.015151874,-0.021030286,-0.016035818,-0.019676089,-0.021005671,-0.023162479,-0.021408245,-0.022367882,-0.023180196,-0.024683792,-0.026017025,-0.024924418,-0.020561498
852,-0.00464321,-0.004808829,-0.009873155,-0.012577371,-0.017128941,-0.014617379,-0.016389031,-0.018367982,-0.017114557,-0.019410158,-0.015215315,-0.020112174,-0.018885987,-0.020135405,-0.020975729,-0.021562666,-0.020836348
851.2000122,-0.005011285,-0.008771079,-0.016557608,-0.016715059,-0.019442882,-0.022507215,-0.023248119,-0.024841845,-0.02251631,-0.023808178,-0.024155568,-0.024548922,-0.026003275,-0.024893865,-0.026066516,-0.028022194,-0.023771025
850.4000244,-0.00415777,-0.006177445,-0.011086411,-0.011136117,-0.019308951,-0.018728182,-0.021655666,-0.022275181,-0.01838823,-0.022698985,-0.020310931,-0.024478609,-0.021487039,-0.021867258,-0.022996692,-0.022597361,-0.021342793
849.5999756,-0.005753805,-0.006268799,-0.009731226,-0.01354049,-0.016664591,-0.018859714,-0.018187646,-0.018924154,-0.020433096,-0.025643302,-0.021494774,-0.019012321,-0.021145197,-0.01949887,-0.024615211,-0.023839248,-0.022456482
848.7999878,-0.001751532,-0.010492664,-0.012004495,-0.012981346,-0.018735718,-0.023138033,-0.021859184,-0.022033721,-0.020839358,-0.021884242,-0.02368382,-0.026917497,-0.026594855,-0.025635738,-0.027269462,-0.02642945,-0.025097923
848,-0.005484014,-0.004994038,-0.012549758,-0.013692467,-0.018285194,-0.015147824,-0.019078173,-0.019749904,-0.016215153,-0.021187011,-0.021310113,-0.020521155,-0.023032093,-0.020842515,-0.023915201,-0.023257345,-0.020873306
847.2000122,-0.005218097,-0.007690258,-0.010188936,-0.013159185,-0.018277848,-0.017767714,-0.015091773,-0.01849124,-0.019782208,-0.02395778,-0.021182327,-0.021458361,-0.021737173,-0.022778282,-0.02402558,-0.023413416,-0.019669557
846.4000244,-0.004074075,-0.009016981,-0.010843697,-0.014339166,-0.017816911,-0.020755263,-0.016265873,-0.021485314,-0.019589789,-0.021940161,-0.020369967,-0.022435341,-0.02481373,-0.01990284,-0.023626605,-0.023064939,-0.019595085
845.5999756,-0.003996213,-0.004971466,-0.011308055,-0.013115636,-0.018965092,-0.0170835,-0.017956322,-0.018606132,-0.019319993,-0.022936882,-0.02255003,-0.02117848,-0.023783181,-0.022330903,-0.023482136,-0.021351321,-0.021987904
844.7999878,-0.001119625,-0.0077757,-0.011045631,-0.012287127,-0.019964255,-0.018053425,-0.018843109,-0.024105126,-0.024568541,-0.024718957,-0.024513694,-0.026402656,-0.022176607,-0.025054283,-0.025555106,-0.023776123,-0.026493115
844,-0.005278812,-0.004732224,-0.011914441,-0.011912074,-0.015527638,-0.018096531,-0.01767333,-0.017598016,-0.020527968,-0.019113697,-0.018819857,-0.01934495,-0.020514784,-0.020272641,-0.02106343,-0.019260567,-0.020438479
843.2000122,-0.002730805,-0.009455031,-0.010878134,-0.015982576,-0.016955709,-0.021999026,-0.018850891,-0.021406716,-0.021904327,-0.020418772,-0.01745481,-0.025292605,-0.022479637,-0.019839684,-0.023944356,-0.022618886,-0.022736425
842.4000244,-0.006216592,-0.007594472,-0.009562056,-0.015213765,-0.018901205,-0.018432841,-0.017585339,-0.019540792,-0.02027506,-0.022065658,-0.022337738,-0.022847496,-0.022419756,-0.022185264,-0.023138672,-0.021203479,-0.02498899
841.5999756,-0.006775945,-0.010001883,-0.014439535,-0.016367793,-0.01816019,-0.018996313,-0.017152483,-0.02178671,-0.022272525,-0.023217987,-0.023101659,-0.023391243,-0.0218837,-0.025859986,-0.026111612,-0.024007162,-0.023480322
840.7999878,-0.004092898,-0.00701111,-0.009527261,-0.008230243,-0.014445895,-0.015723063,-0.016766965,-0.01740244,-0.016483795,-0.020472609,-0.018428376,-0.023177497,-0.018477596,-0.020694057,-0.023213668,-0.019390602,-0.020591963
840,-0.004946796,-0.007095056,-0.009195083,-0.015067021,-0.017772585,-0.023722155,-0.022822445,-0.021104366,-0.025282251,-0.023919955,-0.025848376,-0.024928866,-0.021649165,-0.023352731,-0.026279332,-0.024363352,-0.023592969
839.2000122,-0.003719476,-0.006010612,-0.007569136,-0.013751056,-0.014292479,-0.015130824,-0.016055077,-0.020954516,-0.019570637,-0.024779208,-0.021920767,-0.023658523,-0.021992628,-0.019706517,-0.023813322,-0.023465214,-0.019185478
838.4000244,-0.001274307,-0.00646772,-0.009715077,-0.012133902,-0.017672285,-0.017855421,-0.016355926,-0.017798923,-0.019803181,-0.020084195,-0.019513274,-0.019548118,-0.020330643,-0.018030927,-0.0185348,-0.020422624,-0.018789912
837.5999756,-0.006492508,-0.008350317,-0.014777486,-0.018438846,-0.018872306,-0.020586086,-0.024094254,-0.024758374,-0.022610532,-0.023701517,-0.02563725,-0.024366828,-0.024681346,-0.023751713,-0.026688635,-0.026665702,-0.024790747
836.7999878,-0.008835155,-0.009793794,-0.015947994,-0.017631674,-0.020121712,-0.025279222,-0.021014748,-0.023469629,-0.024319297,-0.028102418,-0.02448771,-0.029365992,-0.027782599,-0.026179224,-0.025613483,-0.030436348,-0.025605429
836,-0.001839542,-0.007414645,-0.009448445,-0.009422305,-0.01536256,-0.016663942,-0.018404607,-0.018411404,-0.019489167,-0.019585632,-0.017461972,-0.017692069,-0.020162687,-0.018212669,-0.019995604,-0.023741517,-0.02105692
835.2000122,-0.004006729,-0.008098854,-0.01079229,-0.009570969,-0.01497935,-0.019536735,-0.020411413,-0.018709486,-0.019451348,-0.021103822,-0.017945493,-0.020278273,-0.021972302,-0.02228423,-0.024364037,-0.023705881,-0.023812244
834.4000244,-0.005466581,-0.008831705,-0.013425255,-0.014074557,-0.018510887,-0.019511344,-0.019982105,-0.023157815,-0.024526073,-0.026124094,-0.022016644,-0.021751849,-0.026089918,-0.020109307,-0.026419804,-0.023024729,-0.024275286
833.5999756,-0.006053705,-0.00669571,-0.008825516,-0.017134964,-0.019824451,-0.020992797,-0.018044734,-0.01985744,-0.022977248,-0.024429819,-0.024646617,-0.025624074,-0.022295443,-0.025081944,-0.024028765,-0.021419777,-0.022834381
832.7999878,-0.004148284,-0.005396024,-0.008318931,-0.013250639,-0.018097973,-0.017366875,-0.017939333,-0.018501759,-0.021454418,-0.020766269,-0.021812659,-0.023369756,-0.020775301,-0.023066608,-0.024090383,-0.022962663,-0.021484032
832,-0.0070187,-0.009373466,-0.012975768,-0.010310645,-0.014984353,-0.019521292,-0.017566944,-0.022703603,-0.021516996,-0.022481309,-0.021813989,-0.022421427,-0.024226278,-0.022585811,-0.025525035,-0.023112852,-0.025958801
831.2000122,-0.004027246,-0.009443379,-0.009975422,-0.014660877,-0.016730851,-0.017200654,-0.017314294,-0.019327967,-0.022940664,-0.022006063,-0.01966357,-0.022926716,-0.023083447,-0.021053517,-0.022529041,-0.022406776,-0.022771895
830.4000244,-0.004242731,-0.008033399,-0.011297009,-0.013935499,-0.017576886,-0.017362598,-0.018296115,-0.018403316,-0.021289064,-0.020969266,-0.023259554,-0.02277391,-0.022453729,-0.025775881,-0.024212714,-0.023619447,-0.019382531
829.5999756,-0.005201778,-0.005711858,-0.009048825,-0.012996169,-0.016734635,-0.016153904,-0.018956222,-0.017248821,-0.018664408,-0.023094149,-0.020685617,-0.021091148,-0.023119774,-0.022071119,-0.021501033,-0.020765282,-0.021225963
828.7999878,-0.004757214,-0.00612094,-0.00989527,-0.011362428,-0.016449401,-0.017344093,-0.017577035,-0.01940902,-0.020526685,-0.02381891,-0.021886654,-0.021407407,-0.020395903,-0.020030508,-0.020381775,-0.019940028,-0.018671947
828,-0.004854908,-0.003598011,-0.007928691,-0.013181133,-0.019808918,-0.01700644,-0.020860724,-0.022273755,-0.020462632,-0.021653155,-0.019941263,-0.023910057,-0.022464594,-0.023811951,-0.023015646,-0.022955151,-0.023840129
827.2000122,-0.006484602,-0.007016,-0.01037505,-0.012064118,-0.018111231,-0.015976887,-0.019617008,-0.020750377,-0.020681666,-0.021810541,-0.024408087,-0.022020681,-0.022405939,-0.022738585,-0.02340856,-0.022919891,-0.023382463
826.4000244,-0.006886639,-0.007669251,-0.016325912,-0.016385742,-0.01930598,-0.022395564,-0.020180726,-0.023745732,-0.023386484,-0.020449741,-0.023482824,-0.024291443,-0.024821749,-0.025688151,-0.024979556,-0.025679953,-0.023141518
825.5999756,-0.009087916,-0.010964011,-0.012416097,-0.013590921,-0.020898223,-0.02222383,-0.01901222,-0.021580646,-0.022868026,-0.023554819,-0.02424263,-0.025691567,-0.025649842,-0.024882425,-0.025209907,-0.025549931,-0.026523899
824.7999878,-0.003507994,-0.004827415,-0.009548129,-0.011322835,-0.018399643,-0.015631977,-0.017323447,-0.018356469,-0.021728506,-0.022366406,-0.020520709,-0.023658033,-0.021007745,-0.022419166,-0.023331977,-0.022086915,-0.023813911
824,-0.009633813,-0.012027006,-0.013066608,-0.016168768,-0.020895805,-0.022613628,-0.023626262,-0.025243076,-0.025482612,-0.025961678,-0.02726071,-0.027360326,-0.023663817,-0.02876059,-0.027547292,-0.028188158,-0.027098428
823.2000122,-0.008754944,-0.011454361,-0.013252346,-0.01590078,-0.020440605,-0.023786122,-0.021577543,-0.02218679,-0.027228083,-0.025616558,-0.023976788,-0.026546448,-0.024280671,-0.027359646,-0.027982878,-0.026352717,-0.028318701
822.4000244,-0.006668282,-0.007842313,-0.012167078,-0.016554318,-0.020821,-0.02139952,-0.02203382,-0.019523371,-0.023103083,-0.024025336,-0.024126871,-0.024863161,-0.024050562,-0.021590155,-0.025408592,-0.024428252,-0.025003849
821.5999756,-0.003297026,-0.006833843,-0.010479575,-0.014204802,-0.016706888,-0.018458594,-0.017198166,-0.0194009,-0.023489837,-0.02167123,-0.021906689,-0.020005986,-0.021445598,-0.020991465,-0.023665288,-0.022694465,-0.02223962
820.7999878,-0.008159676,-0.008499247,-0.013584699,-0.016098281,-0.022543246,-0.021986574,-0.022351753,-0.021485018,-0.021368423,-0.023745095,-0.022111664,-0.024205271,-0.025736459,-0.026558381,-0.026477918,-0.024149301,-0.027263287
820,-0.004548646,-0.009325532,-0.01605862,-0.01575966,-0.019008307,-0.023865417,-0.020534933,-0.024637762,-0.025245909,-0.025892666,-0.024817543,-0.025809105,-0.026986541,-0.024793681,-0.026543381,-0.025255729,-0.026940854
819.2000122,-0.002316353,-0.002816817,-0.00661388,-0.010435048,-0.013900502,-0.016469389,-0.017482063,-0.018748263,-0.018239327,-0.019607803,-0.017877331,-0.019938642,-0.019243082,-0.01786978,-0.019206628,-0.01966456,-0.01935738
818.4000244,-0.003875903,-0.009000501,-0.013141655,-0.014690508,-0.020678112,-0.019797741,-0.023141863,-0.023993248,-0.022967869,-0.023851842,-0.02320935,-0.023708479,-0.021986475,-0.023147458,-0.024626464,-0.027612107,-0.024989771
817.5999756,-0.00479992,-0.008803042,-0.00966627,-0.010165976,-0.017828688,-0.017338322,-0.019009445,-0.020719774,-0.026766721,-0.023389429,-0.021511674,-0.022158649,-0.022756075,-0.024959076,-0.023340221,-0.023925981,-0.023525197
816.7999878,-0.00417864,-0.008568997,-0.011708627,-0.014204952,-0.017597768,-0.019654071,-0.018112522,-0.021761401,-0.019936616,-0.021260867,-0.022459874,-0.023876296,-0.025075054,-0.023253568,-0.023796463,-0.024030136,-0.024380434
816,-0.006125585,-0.007234997,-0.010821832,-0.01416687,-0.020157794,-0.022061426,-0.020391161,-0.022287969,-0.023920493,-0.022100298,-0.021762386,-0.025204092,-0.021529065,-0.024807373,-0.024762042,-0.022564676,-0.024579694
815.2000122,-0.003205354,-0.008285967,-0.011272645,-0.014185611,-0.017817806,-0.018483054,-0.020941641,-0.021127395,-0.022433424,-0.02078991,-0.02328296,-0.02129291,-0.022087211,-0.020035699,-0.025332313,-0.021894531,-0.024378182
814.4000244,-0.002423092,-0.008608792,-0.012773976,-0.013870467,-0.018438647,-0.020057552,-0.018207556,-0.021320365,-0.02183314,-0.020812413,-0.021417262,-0.021882864,-0.023745293,-0.023054089,-0.024771431,-0.025235359,-0.02422902
813.5999756,-0.006504289,-0.01035301,-0.011885325,-0.011279252,-0.018129604,-0.018931737,-0.018553453,-0.021462647,-0.024727369,-0.021799413,-0.021148896,-0.022501267,-0.022162979,-0.02265132,-0.026474021,-0.023494251,-0.024440095
812.7999878,-0.007128721,-0.008074716,-0.014112597,-0.015246558,-0.022513015,-0.020841528,-0.021251746,-0.02498899,-0.023528533,-0.021726733,-0.023209399,-0.025173509,-0.024599949,-0.025131639,-0.027070411,-0.025036594,-0.023401938
812,-0.004602129,-0.006411812,-0.010402548,-0.011573296,-0.017258273,-0.018365897,-0.021170346,-0.018287826,-0.022901621,-0.019891713,-0.020770365,-0.022086471,-0.020609787,-0.021824673,-0.022388583,-0.021189723,-0.021395627
