wavelength (nm),DOMBlank1,DOMSTD31,DOM12860,DOM12867,DOM12916,DOM12923,DOM12962,DOM13091,DOM13107,DOMBlank2,DOM13130,DOM13137,DOM13445,DOM13586,DOM13597,DOM13598,DOM13602,DOM11563,DOM11566,DOM11572,DOM11606,DOM11609,DOM11762,DOMBlank3
870.4000244,-0.008526357,-0.015185321,-0.017741125,-0.01732091,-0.016745845,-0.022639478,-0.028036464,-0.024321353,-0.025913006,-0.026401389,-0.026749147,-0.029756349,-0.029502181,-0.025860131,-0.023855615,-0.029604379,-0.028033406,-0.028611081,-0.028011126,-0.028154049,-0.028836899,-0.022395318,-0.027958412,-0.02905364
869.5999756,0.000112437,-0.005158703,-0.003455146,-0.013371141,-0.00758155,-0.009549851,-0.011804719,-0.016977068,-0.012757185,-0.01758156,-0.020815769,-0.01828713,-0.021708513,-0.020230144,-0.020664291,-0.013772473,-0.018330511,-0.015570645,-0.013985483,-0.020644,-0.016625676,-0.023468452,-0.020120379,-0.021915894
868.7999878,-0.00720465,-0.014290124,-0.018215846,-0.017886771,-0.019412287,-0.023990065,-0.02034512,-0.023322066,-0.027797556,-0.028855791,-0.024340689,-0.027093224,-0.029197138,-0.030342601,-0.032512303,-0.031473782,-0.031123139,-0.031266484,-0.027218748,-0.031129451,-0.025975723,-0.027998265,-0.028353186,-0.035819322
868,-0.005957609,-0.013294375,-0.012108075,-0.014913173,-0.020138469,-0.018485732,-0.023011619,-0.025119618,-0.017941866,-0.022003505,-0.026280599,-0.021646801,-0.026363289,-0.025073098,-0.032743253,-0.024827177,-0.029272692,-0.028121294,-0.025438866,-0.030281765,-0.025277073,-0.027205959,-0.028926563,-0.030247821
867.2000122,-0.007630795,-0.013112572,-0.012329401,-0.017282454,-0.016258791,-0.022899706,-0.025332557,-0.025987718,-0.023134107,-0.027453696,-0.022686848,-0.027197691,-0.026540603,-0.021513004,-0.028349889,-0.025467427,-0.028710339,-0.0265295,-0.021327512,-0.029123556,-0.029686052,-0.029329024,-0.034261335,-0.021466639
866.4000244,-0.003645245,-0.015955979,-0.012738081,-0.01542632,-0.018714396,-0.020499622,-0.021737913,-0.020099815,-0.018256254,-0.026800355,-0.022633236,-0.027266545,-0.027551811,-0.028160987,-0.026002446,-0.025918029,-0.026183661,-0.027240386,-0.026823815,-0.030618038,-0.025356488,-0.028458564,-0.028515438,-0.029766645
865.5999756,-0.009954575,-0.015890848,-0.016810946,-0.015179321,-0.022580601,-0.019459169,-0.024381267,-0.026455171,-0.020844292,-0.02645215,-0.020579668,-0.022590971,-0.026626507,-0.030450732,-0.026567632,-0.024701545,-0.025763586,-0.023188541,-0.029528204,-0.028963372,-0.033040922,-0.032694615,-0.03197943,-0.029932089
864.7999878,-0.006209345,-0.011783809,-0.012364474,-0.018230591,-0.018643131,-0.017419649,-0.022186248,-0.025199696,-0.021410018,-0.024675721,-0.028196843,-0.023255285,-0.027007218,-0.022466511,-0.02752183,-0.026287129,-0.028984874,-0.025039623,-0.025628906,-0.025852082,-0.027255118,-0.027057081,-0.029749146,-0.031852387
864,-0.000576822,-0.009974663,-0.008605848,-0.015329227,-0.011851977,-0.015682716,-0.019810254,-0.018687667,-0.017880263,-0.018697586,-0.02110111,-0.02216411,-0.018209392,-0.022400286,-0.025375484,-0.024744779,-0.013763946,-0.025711037,-0.018488314,-0.019401396,-0.023512397,-0.025310189,-0.020714197,-0.021632565
863.2000122,0.005056821,-0.003122606,-0.005786144,-0.011127338,-0.007852837,-0.013175659,-0.013144971,-0.016967408,-0.017812539,-0.015997846,-0.020315971,-0.016136793,-0.017179903,-0.018944426,-0.024002802,-0.026743453,-0.019887362,-0.019196574,-0.023363231,-0.022048779,-0.020424403,-0.021176361,-0.02098747,-0.018915826
862.4000244,-0.002870308,-0.011883815,-0.008414506,-0.016781161,-0.01552509,-0.018149216,-0.022690434,-0.022651615,-0.021311985,-0.024848299,-0.022274394,-0.02599279,-0.025971919,-0.028392421,-0.027653545,-0.028068107,-0.024153218,-0.026970485,-0.020639163,-0.029367154,-0.026052523,-0.026711371,-0.028122751,-0.030905355
861.5999756,-0.002833893,-0.00741495,-0.009695028,-0.015051719,-0.014608469,-0.019348169,-0.013093935,-0.021856822,-0.019460654,-0.024352094,-0.018528698,-0.025350187,-0.023365978,-0.027756227,-0.024956437,-0.0260043,-0.023282567,-0.027543599,-0.025247473,-0.027385553,-0.025516834,-0.02481148,-0.025848765,-0.02489846
860.7999878,-0.010397292,-0.014186413,-0.008142146,-0.012661303,-0.013890172,-0.018608214,-0.022932855,-0.020145636,-0.023038428,-0.018734578,-0.021196922,-0.024335744,-0.03021083,-0.02968199,-0.026422044,-0.024966555,-0.023533387,-0.025600158,-0.02427749,-0.030403234,-0.027844803,-0.024381267,-0.028342176,-0.026450008
860,-0.005101042,-0.016686562,-0.018380042,-0.014375329,-0.01891092,-0.019942895,-0.023204638,-0.020043906,-0.024857001,-0.023903785,-0.024990162,-0.023657592,-0.029856553,-0.031013729,-0.02978023,-0.025750073,-0.028426221,-0.026976274,-0.030300597,-0.031338934,-0.031481151,-0.025064742,-0.025505997,-0.029677639
859.2000122,-0.001966963,-0.006553045,-0.008728509,-0.013640492,-0.014641657,-0.016676996,-0.021202443,-0.017673876,-0.019182555,-0.022499597,-0.019964652,-0.026541578,-0.024163747,-0.023484981,-0.02239232,-0.026747542,-0.025398338,-0.026242293,-0.0242582,-0.025360491,-0.02619765,-0.026162408,-0.02153483,-0.023848608
858.4000244,-0.0116734,-0.011813285,-0.018091565,-0.018169971,-0.020226043,-0.022017876,-0.022656087,-0.021768,-0.025154457,-0.028994802,-0.027708823,-0.025287673,-0.026780983,-0.029415296,-0.031983037,-0.031691618,-0.029925808,-0.02853832,-0.032265846,-0.028228378,-0.031780455,-0.029728115,-0.032362208,-0.033264305
857.5999756,-0.011334587,-0.013359142,-0.012383695,-0.018130597,-0.019073218,-0.019087736,-0.022682671,-0.021962557,-0.026017124,-0.029760651,-0.030279642,-0.025977869,-0.027527759,-0.026992623,-0.025165107,-0.029360961,-0.029616661,-0.027586794,-0.026589938,-0.031168243,-0.029285809,-0.028619563,-0.028878512,-0.032430246
856.7999878,-0.003440765,-0.009886464,-0.014473237,-0.013253601,-0.017180897,-0.017051643,-0.020483276,-0.019784829,-0.023592478,-0.023614543,-0.023464382,-0.025090251,-0.025222413,-0.028007196,-0.021437172,-0.025105545,-0.028922638,-0.025745388,-0.025691811,-0.029728163,-0.026401242,-0.027143564,-0.025758855,-0.027741997
856,-0.002151326,-0.009481371,-0.010575989,-0.01188049,-0.016194904,-0.014037916,-0.019967372,-0.02334238,-0.020553548,-0.021530299,-0.022377666,-0.026319681,-0.021385869,-0.026545426,-0.023587428,-0.024226375,-0.021629414,-0.024591731,-0.021835798,-0.025480561,-0.025304182,-0.024417192,-0.02444445,-0.023949059
855.2000122,-0.001644782,-0.00707947,-0.00677885,-0.01390702,-0.012078116,-0.016041007,-0.016771,-0.019133711,-0.021148205,-0.020100607,-0.023531524,-0.02163562,-0.021832796,-0.026872922,-0.021562714,-0.021922834,-0.024738813,-0.02272198,-0.025658725,-0.023052124,-0.029213499,-0.024042284,-0.026159678,-0.02854375
854.4000244,0.001313315,-0.00393188,-0.003908382,-0.008387187,-0.011162659,-0.010876618,-0.013920307,-0.016573355,-0.013012046,-0.016824244,-0.016181089,-0.017894223,-0.014582887,-0.017579373,-0.019263389,-0.015855659,-0.017098581,-0.019670449,-0.016288213,-0.020806935,-0.019907687,-0.021231484,-0.019555295,-0.024377253
853.5999756,-0.006752243,-0.011524546,-0.016333241,-0.014710928,-0.019412633,-0.019807238,-0.020443568,-0.023373581,-0.024084359,-0.025375972,-0.024256682,-0.026722033,-0.027887678,-0.027508223,-0.024475085,-0.029162914,-0.026743744,-0.028403575,-0.025509413,-0.026348721,-0.029363863,-0.030809635,-0.028153708,-0.027699254
852.7999878,-0.004419059,-0.009965606,-0.011860037,-0.01343419,-0.018017169,-0.019536685,-0.019278048,-0.020257866,-0.022100987,-0.023354694,-0.025735727,-0.024361491,-0.026798652,-0.025285132,-0.02439316,-0.023098469,-0.024697291,-0.026791789,-0.025357416,-0.024901442,-0.028380007,-0.028089169,-0.029395653,-0.028059615
852,-0.005870276,-0.00998974,-0.011709535,-0.015392992,-0.01669234,-0.015316082,-0.01724872,-0.019168338,-0.022886053,-0.022145661,-0.023643667,-0.020772981,-0.026713368,-0.026959928,-0.025624318,-0.026542941,-0.023642294,-0.024181718,-0.024840964,-0.023363918,-0.025280884,-0.029541651,-0.02427274,-0.026994618
851.2000122,-0.008043004,-0.010498829,-0.012741701,-0.016814781,-0.020235334,-0.024768693,-0.022320427,-0.024094645,-0.024001038,-0.026575377,-0.030222517,-0.025161393,-0.029587017,-0.026258329,-0.02856474,-0.031033928,-0.028285766,-0.029424924,-0.027301891,-0.028630663,-0.025424657,-0.02773748,-0.027591458,-0.029404411
850.4000244,-0.003122966,-0.004792546,-0.008539201,-0.014378735,-0.017607015,-0.01579321,-0.021012923,-0.018234661,-0.017534276,-0.021318542,-0.021058794,-0.022900984,-0.028425494,-0.023899522,-0.022109598,-0.027816202,-0.025201503,-0.022977101,-0.026319485,-0.027206494,-0.02287844,-0.023443682,-0.023869533,-0.024288505
849.5999756,-0.004758033,-0.007269975,-0.013619872,-0.011923256,-0.014961844,-0.01765454,-0.019842701,-0.019795563,-0.020914111,-0.020764247,-0.023484049,-0.026484348,-0.027205667,-0.025052426,-0.026622368,-0.027081696,-0.026100643,-0.025187531,-0.024088033,-0.023362445,-0.025774272,-0.027237032,-0.027513811,-0.030122735
848.7999878,-0.003014856,-0.009149208,-0.013246822,-0.013088008,-0.016092544,-0.017918965,-0.018608859,-0.020897878,-0.020246748,-0.023075985,-0.024500972,-0.024050072,-0.025342813,-0.024419345,-0.024229117,-0.025974602,-0.026025023,-0.02720416,-0.025457321,-0.026247656,-0.026842846,-0.02641581,-0.027326491,-0.026676852
848,-0.00521334,-0.008228719,-0.009479548,-0.008977275,-0.018773302,-0.019707605,-0.019229859,-0.020226685,-0.018804241,-0.026710836,-0.024766346,-0.024599215,-0.025090398,-0.024781065,-0.025879497,-0.025439013,-0.025737191,-0.024100374,-0.020883273,-0.026734058,-0.024029745,-0.025196716,-0.026525944,-0.026143154
847.2000122,-0.00493789,-0.00813676,-0.011056836,-0.01274889,-0.014018067,-0.017543625,-0.020978689,-0.019523619,-0.023309899,-0.026960073,-0.022748314,-0.025498673,-0.027151346,-0.029440453,-0.023720635,-0.027154701,-0.025636422,-0.028082764,-0.023362789,-0.02477549,-0.026357248,-0.026129114,-0.028813643,-0.025365131
846.4000244,-0.008609909,-0.01244241,-0.013972198,-0.013501697,-0.019097744,-0.020051766,-0.020413486,-0.020548807,-0.022020927,-0.026635224,-0.025136035,-0.028802354,-0.025573557,-0.0308391,-0.027729271,-0.030325606,-0.028358813,-0.028568424,-0.031205924,-0.027885977,-0.027169777,-0.028088782,-0.027878307,-0.029307006
845.5999756,-0.008116334,-0.01304812,-0.014242079,-0.016858658,-0.018494962,-0.021668768,-0.022657709,-0.024172513,-0.022939388,-0.02716545,-0.026900709,-0.026535247,-0.027080381,-0.027331159,-0.025765197,-0.02943789,-0.028242156,-0.027944431,-0.028499438,-0.028512916,-0.030798303,-0.029003713,-0.028342079,-0.030224787
844.7999878,-0.003347581,-0.007847906,-0.011904367,-0.011433182,-0.015199768,-0.015622838,-0.018602807,-0.020449199,-0.019784879,-0.021270677,-0.020529894,-0.026963625,-0.02356492,-0.0260632,-0.02457862,-0.024021417,-0.022440504,-0.020905279,-0.021566065,-0.026924456,-0.026876863,-0.025263298,-0.027129751,-0.029224245
844,-0.006158509,-0.007998787,-0.012242987,-0.014150934,-0.020010041,-0.018290456,-0.021480879,-0.020808514,-0.019590087,-0.022376487,-0.0234091,-0.023996923,-0.025093231,-0.026886353,-0.0253748,-0.025618607,-0.024991775,-0.026296632,-0.027938314,-0.028241379,-0.027522365,-0.028915131,-0.024839595,-0.026135305
843.2000122,-0.007225934,-0.009480004,-0.01433591,-0.016416302,-0.017034817,-0.020080537,-0.020165306,-0.022045137,-0.026424237,-0.027552588,-0.02474517,-0.029766887,-0.028882967,-0.029476687,-0.025128657,-0.02640821,-0.026975546,-0.027601223,-0.029882941,-0.029163253,-0.028848622,-0.028522177,-0.02823386,-0.029420279
842.4000244,-0.004153822,-0.008562348,-0.01087682,-0.011691493,-0.014835929,-0.018596806,-0.019864958,-0.018818866,-0.023146035,-0.020571472,-0.022003554,-0.023348169,-0.026470758,-0.026572989,-0.025522692,-0.022035345,-0.021613404,-0.023728235,-0.027342437,-0.024504151,-0.026663415,-0.02519232,-0.026728993,-0.025872961
841.5999756,-0.006055901,-0.008176086,-0.013429522,-0.015768847,-0.016676897,-0.018388478,-0.019582169,-0.020293441,-0.0234531,-0.023406206,-0.022033032,-0.024432706,-0.025769636,-0.026039455,-0.025444822,-0.026623828,-0.027778033,-0.027253514,-0.027627749,-0.026421802,-0.025464352,-0.026468324,-0.02650125,-0.029049426
840.7999878,-0.005391984,-0.008590266,-0.012396425,-0.013656949,-0.015782326,-0.017138248,-0.018406888,-0.018728331,-0.023033518,-0.025476215,-0.021015242,-0.022566495,-0.025020074,-0.026971312,-0.022444978,-0.024516581,-0.026959052,-0.02713909,-0.025175514,-0.027161462,-0.025790762,-0.027229737,-0.02721408,-0.024489276
840,-0.007664673,-0.012376198,-0.013399956,-0.015849469,-0.020233456,-0.021583751,-0.020455964,-0.025020221,-0.024384791,-0.026102301,-0.023616603,-0.028984535,-0.027555358,-0.02939333,-0.030832205,-0.027374715,-0.029836833,-0.02972826,-0.028208729,-0.030761214,-0.030015634,-0.030754654,-0.028863493,-0.033286173
839.2000122,-0.006845463,-0.011684941,-0.010136946,-0.013273536,-0.017118191,-0.017626105,-0.021203479,-0.021598972,-0.021187406,-0.02026503,-0.024573922,-0.022753324,-0.028653588,-0.027239073,-0.027133107,-0.029095959,-0.027357409,-0.027520226,-0.027837763,-0.025304083,-0.028130466,-0.02783582,-0.02541079,-0.025791347
838.4000244,-0.004198996,-0.008175122,-0.011596233,-0.015462194,-0.013492362,-0.016238295,-0.022009952,-0.0206284,-0.020960782,-0.020840591,-0.023368234,-0.024318514,-0.023188736,-0.026581172,-0.025871838,-0.027771186,-0.024346514,-0.026953407,-0.02642107,-0.026865818,-0.026324602,-0.028053645,-0.024038855,-0.024258444
837.5999756,-0.007676983,-0.00632998,-0.010549816,-0.013960015,-0.017522592,-0.01896653,-0.019137427,-0.019027533,-0.022429392,-0.023386337,-0.023804942,-0.023656709,-0.026916914,-0.024847858,-0.02485925,-0.025111508,-0.025289528,-0.027025657,-0.026812524,-0.028568715,-0.027156403,-0.028233472,-0.025302716,-0.025974454
