station_id	Station Code	Station name	latitude	longitude	altitude	NVE Vatn nr	NVE Vassdrag nr	Kommune	Fylke Nr	Fylke	Region	Region_2	Region_3	Region 4	lake_area_km2	basin_area_km2	lake_catchm_%	min_elev	mean_elev	max_elev	developed	agriculture	forest	natural_not_forest	peat	glacier	freshwater	sea	nodata	sum	comment_land cover	Avrenning	Avrenning 1961-1990	ERA5 mean annual precipitation 1981 - 2010	ERA5 mean annual runoff 1981 - 2010	ERA5 mean annual temperature 1981 - 2010	ERA5 mean annual temperature 1995	ERA5 mean annual temperature 2019	ERA5 total annual precipitation 1995	ERA5 total annual precipitation 2019	ERA5 total annual runoff 1995	ERA5 total annual runoff 2019	NILU mean total N deposition 1992 - 1996	NILU mean total N deposition 2012 - 2016	NILU mean total S deposition 1992 - 1996	NILU mean total S deposition 2012 - 2016	station_id 2	station_code	station_name	year	resa_id	Uke_19	sample_date_19	Dyp	Uke_95	sample_date_95	rr_2w_19	rr_1m_19	rr_2m_19	rr_6m_19	tg_2w_19	tg_1m_19	tg_2m_19	tg_6m_19	rr_2w_95	rr_1m_95	rr_2m_95	rr_6m_95	tg_2w_95	tg_1m_95	tg_2m_95	tg_6m_95	LakeTemp_19	PredT_Mod1_19	PredT_Mod2_19	PredT_Mod3_19	PredT_Mod1_95	PredT_Mod2_95	PredT_Mod3_95	2019_ALK	2019_Al/Il	2019_IlAl_DOM	2019_Al/R	2019_Al	2019_As	2019_Ca	2019_Ca_e	2019_Ca_TOC	2019_Ca_SO4	2019_Ca_SO4_e	2019_Ca_SiO2	2019_Cd	2019_Cl	2019_Cl_e	2019_Co	2019_Cr	2019_Cu	2019_DOC C	2019_FARGE	2019_F	2019_Fe	2019_Fe_DOM	2019_Fe_TotP	2019_Hg	2019_KOND	2019_K	2019_Mg	2019_Mg_e	2019_Mg_SO4_e	2019_Mn	2019_NH4-N	2019_NO3-N	2019_NO3_totP	2019_Na	2019_Ni	2019_PO4-P	2019_Pb	2019_SO4	2019_SO4_e	2019_SAA	2019_SAA_Alk	2019_SiO2	2019_TOC	2019_CNDOM	2019_CNDOMcorr	2019_Pb_TOC	2019_TOTN	2019_TON	2019_TONcorr	2019_TOTP	2019_Temp_oC	2019_Zn	2019_pH	2019_H	2019_LAL	2019_ALKE	2019_ANC	2019_ANCorg	comment_station	2019_CaMg_e	2019_CaMg_SO4_e	2019_CaMg_SO4Cl_e	2019_CaMg_SAA_Alk	station_id 3	1995_ALK	1995_Al/Il	1995_IlAl_DOM	1995_Al/R	1995_As	1995_Ca	1995_Ca_e	1995_Ca_TOC	1995_Ca_SO4	1995_Ca_SO4_e	1995_Ca_SiO2	1995_Cd	1995_Cl	1995_Cl_e	1995_Co	1995_Cr	1995_Cu	1995_F	1995_Fe	1995_FeDOM	1995_KOND	1995_K	1995_Mg	1995_Mg_e	1995_Mg_SO4_e	1995_Mn	1995_NH4-N	1995_NO3-N	1995_NO3_totP	1995_Na	1995_Ni	1995_Pb	1995_SO4	1995_SO4_e	1995_SAA	1995_SAA_Alk	1995_SiO2	1995_TOC	1995_Pb_TOC	1995_CNDOM	1995_CNDOMcorr	1995_TOTN	1995_TON	1995_TONcorr	1995_TOTP	1995_Zn	1995_pH	1995_H	1995_LAL	1995_ALKE	1995_ANC	1995_ANCorg	1995_CaMg_e	1995_CaMg_SO4_e	1995_CaMg_SO4Cl_e	1995_CaMg_SAA_Alk	deltaSO4%	del_SO4	del_Ndep	deltaSdep	del_T1m	del_T2m	del_T6m	del_R1m	del_R2m	del_R6m	del_NO3	del_SiO2	del%_SiO2	del_TOC	del%_TOC	del_TON	del_ANC	del_ANCorg	del_LAL	del_IlAl	del_Fe	del_Mg	del_K	del_Na	del_Ca	del_Cl	del_pH	del_H	del_Alke	del_totP	del_TotN	del_NO3_totP	del_CNDOM
3390	1111-1-1	?ygardstj?rna	58.424	6.413	345	21432	026.4B1Z	Sokndal kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	0.072083312	0.508	14.18962841	345.9772949	392.9089813	477.6231689	0	0	5.473644245	79.21674974	0	0	15.30960344	0	0	99.99999743		64.2	1759.182	1959.138916	1278.918579	5.826205254	6.008080959	6.651025295	1838.479492	1939.400879	1083.039307	1188.049561	89.00785153	100.4282655	47.72301934	24.57891454	3390	1111-1-1	?ygardstj?rna	2019	3390	44	10.30.2019	12	44	11.01.1995	89.05016377	263.0760953	608.7530782	1226.105996	4.502638054	4.972784275	7.53213585	10.53361562	191.0728494	313.2678077	556.3697173	919.798567	5.700506906	7.241866499	8.145834141	10.17341589	6.9	7.049598306	7.816173514	7.10466076	8.171269707	8.603610924	8.333126733	0.04	29	15.26315789	46	92	0.12	0.27	13.47305389	0.142105263	0.238938053	0.191162366	0.223140496	0.031	4.78	134.8263899	0.084	0.05	0.14	2	17	7	75	39.47368421	37.5	1.54	2.45	0.12	0.34	27.97778235	0.396962641	9	21	44	22	3.19	0.1	1	0.38	1.13	70.47963575	208.4488828	218.7211686	1.21	1.9	22.35294118	17.9245283	0.2	150	85	106	2		2.4	5.26	5.495408739	17	10.27228588	23.26366989	15.313		41.45083624	0.588125007	0.201897807	0.189514515	1995	0.078	71	37.36842105	74		2	99.8003992	1.052631579	0.666666667	0.5333666	2	0.04	6.3	177.7000536	0.078	0.1	0.3	40	53.3	28.05263158	3.63	0.18	0.43	35.38366591	0.189102105	6.2	24	129	43	3.41	0.4	0.74	3	187.1140772	374.0284165	424.82881	1	1.9	0.389473684	17.75700935	14.50381679	260	107	131	3	5.2	6.51	0.309029543	3	50.80039344	40.43502668	32.27	135.1840651	0.722468705	0.370556	0.318208328	-62.33333333	-1.87	11.42041399	-23.1441048	-2.269082224	-0.613698291	0.360199736	-50.19171238	52.38336097	306.3074289	-85	0.21	21	0	0	-25	-17.17135679	-16.957	14	-42	21.7	-0.09	-0.06	-0.22	-1.73	-1.52	-1.25	5.186379195	-40.52810756	-1	-110	-21	3.420711508
3391	1112-1-10	Saurtj?rni	58.51	6.31	286	21092	026.4BF	Lund kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	0.062406449	2.9584	2.10946622	286.025238	467.7270822	572.8162842	0	0	8.933932361	86.16481589	2.690962235	0	2.210290882	0	0	100.0000014		60	1825.54	1846.519653	1219.802124	6.999191284	7.143395901	7.738427639	1706.628662	1872.476196	1081.707153	1192.860474	130.7637402	96.93076374	71.92763568	23.45601996	3391	1112-1-10	Saurtj?rni	2019	3391	44	10.30.2019	5.7	44	11.01.1995	83.26656885	257.2598099	605.3642229	1206.734636	3.817790607	4.289887923	6.810954291	9.853656238	236.8515951	390.7395847	640.1013236	1020.271946	5.008463504	6.546573376	7.431219142	9.462925085	6.7	5.559110348	6.062601232	6.614872154	8.103793093	8.374583227	7.628388906	0.037	33	9.428571429	66	120	0.16	0.31	15.46906188	0.088571429	0.364705882	0.291782905	0.202614379	0.022	5.21	146.9551237	0.11	0.05	0.12	3.2	40	8	220	62.85714286	55	2.51	2.72	0.13	0.37	30.4464102	0.574290935	5.1	11	41	10.25	3.22	0.12	2	0.48	0.85	53.01565521	202.8993503	209.8005187	1.53	3.5	29.66101695	27.13178295	0.137142857	170	118	129	4		3.4	5.16	6.918309709	33	6.901168345	22.48875408	9.813		45.91547208	0.86607384	0.229610908	0.218852996	1995	0.01	63	21	115		0.3	14.97005988	0.1	0.111111111	0.088894433	0.214285714	0.08	5.5	155.1349674	0.168		0.3	40	147.9	49.3	3.59	0.15	0.38	31.26928616	0.185681654	6.9	9	95	31.66666667	3.05	0.3	0.8	2.7	168.4026695	330.3233512	330.3233512	1.4	3	0.266666667	29.7029703	27.27272727	205	101	110	3	40.6	4.62	23.98832919	52	0	-34.76582564	-45.601	46.23934604	0.274576087	0.142917982	0.139982069	-68.51851852	-1.85	-33.83297645	-48.47161572	-2.256685454	-0.620264851	0.390731152	-133.4797748	-34.73710068	186.4626902	-54	0.13	9.285714286	0.5	16.66666667	19	57.25457973	55.414	-19	-30	72.1	-0.01	-0.02	0.17	0.01	-0.29	0.54	-17.07001948	6.901168345	1	-35	-21.41666667	-0.140944327
3392	1112-2-7	Glessjor	58.54054753	6.36627258	204	20986	027.3CD	Lund kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	0.267294338	8.9758	2.977944456	202.6738281	399.9083313	647.5108643	0	1.672863223	38.45389714	46.87676003	0.273148171	0	12.72333238	0	0	100.0000009		60	1648.35	1846.519653	1219.802124	6.999191284	7.143395901	7.738427639	1706.628662	1872.476196	1081.707153	1192.860474	130.7637402	96.93076374	71.92763568	23.45601996	3392	1112-2-7	Glessjor	2019	3392	44	10.30.2019	27	44	11.01.1995	82.29944617	248.2962242	589.3217179	1190.38984	4.591332377	5.055794138	7.579310721	10.571306	240.9145971	414.5364665	676.318365	1081.297005	5.785690892	7.294778142	8.21573305	10.24634162	8.4	8.455712908	8.186725571	7.718714843	8.253701403	8.984947229	8.659513685	0.044	38	25.33333333	54	100	0.098	0.46	22.95409182	0.306666667	0.393162393	0.314549533	0.254143646	0.024	4.61	130.0313091	0.098	0.05	0.17	1.6	11	10	21	14	10.5	0.95	2.56	0.14	0.4	32.91503806	0.451048551	6.8	26	235	117.5	3.12	0.16	2	0.29	1.17	72.97449011	219.7915135	234.4663142	1.81	1.5	30.6122449	20	0.193333333	310	49	75	2		2.1	5.57	2.691534804	16	14.67480074	25.83409742	18.876		55.86912987	0.765598085	0.275209527	0.238282118	1995	0.024	36	42.85714286	149	0.181	0.43	21.45708583	0.511904762	0.148275862	0.118628089	0.307142857	0.05	5.8	163.5968747	0.168			40	22.6	26.9047619	3.33	0.16	0.45	37.02941782	0.204721605	10.3	28	215	107.5	3.17	0.3	0.77	2.9	180.8769413	359.8309589	359.8309589	1.4	0.84	0.916666667	14.73684211	9.882352941	300	57	85	2	5.3	4.94	11.48153621	113	0	-36.88026143	-41.733	58.48650364	0.323349694	0.169785049	0.162538832	-59.65517241	-1.73	-33.83297645	-48.47161572	-2.238984004	-0.636422329	0.324964374	-166.2402424	-86.99664706	109.092835	20	0.41	29.28571429	0.66	78.57142857	-10	62.71435885	60.609	-97	2	-1.6	-0.05	-0.02	-0.05	0.03	-1.19	0.63	-8.790001411	14.67480074	0	10	10	10.11764706
3393	1112-4-1	Lundevatnet	58.402	6.607	49	1399	026.B	Lund kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	27.48260677	1898.59	1.447527206	41.49299622	666.5612793	1418.505249	0.188172084	1.795596945	26.37916404	57.83877498	1.690720697	0	12.10757123	0	0	99.99999998		54.611	1224.256	1959.138916	1278.918579	5.826205254	6.008080959	6.651025295	1838.479492	1939.400879	1083.039307	1188.049561	83.58315489	87.65167737	46.84965689	21.70929507	3393	1112-4-1	Lundevatnet	2019	3393	44	10.30.2019	304	44	11.01.1995	70.32731538	205.5033053	470.0112022	1042.447327	2.527593357	2.911186043	5.508921021	8.70872736	207.2382916	370.7928677	579.5995482	868.9615201	3.884189394	5.532731097	6.356139565	8.616278552	8.6	8.509098535	8.570487439	8.571339153	8.605894734	8.710963603	8.733426476	0.046	43	15.35714286	58	130	0.12	0.41	20.45908184	0.146428571	0.602941176	0.482383028	0.37962963	0.014	2.41	67.97732209	0.079	0.084	0.23	2.5	25	17	62	22.14285714	20.66666667	1.32	1.59	0.12	0.21	17.28039498	0.407436136	4.3	38	124	41.33333333	1.81	0.13	2	0.31	0.68	42.41252417	119.2469891	136.0983868	1.08	2.8	35.8974359	24.13793103	0.110714286	240	78	116	3		2.2	5.55	2.818382931	15	16.85139764	31.25549361	19.022		37.73947682	0.889819164	0.34187453	0.277295549	1995	0.028	27	22.5	103		0.44	21.95608782	0.366666667	0.231578947	0.185274714	0.463157895	0.06	3.6	101.5428878	0.134		0.4	40	31.4	26.16666667	2.27	0.14	0.28	23.04052664	0.194425665	7.3	31	185	61.66666667	1.94	0.3	0.58	1.9	118.5055822	233.2627557	233.2627557	0.95	1.2	0.483333333	20.33898305	13.33333333	275	59	90	3	5.6	5.04	9.120108394	76	0	-19.14528539	-25.44	44.99661446	0.379700379	0.204485014	0.192900981	-64.21052632	-1.22	4.068522484	-25.14036182	-2.621545054	-0.847218545	0.092448809	-165.2895624	-109.5883459	173.4858074	-61	0.13	13.68421053	1.6	133.3333333	26	50.400779	44.462	-61	16	30.6	-0.07	-0.02	-0.13	-0.03	-1.19	0.51	-6.301725462	16.85139764	0	-35	-20.33333333	10.8045977
3394	1114-1-7	Hellevatnet	58.623	6.128	310	20686	027.B1	Bjerkreim kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	0.078207512	1.4786	5.289294756	308.6881104	415.5314825	540.5933228	0	0	3.939377474	88.3203177	0	0	7.740305197	0	0	100.0000004		75	2323.197	1846.519653	1219.802124	6.999191284	7.143395901	7.738427639	1706.628662	1872.476196	1081.707153	1192.860474	121.6987866	109.8501071	68.24703681	26.94946974	3394	1114-1-7	Hellevatnet	2019	3394	44	10.30.2019	6.1	44	10.31.1995	82.5670795	247.0567156	571.6536325	1150.195698	4.495866149	4.957350767	7.435044534	10.33334074	288.1924536	441.2057491	652.9805032	1022.758698	6.043848306	6.982679035	8.088135731	9.907565092	7.2	6.358714966	5.632296049	6.25661215	8.49917443	8.353859383	7.753000031	0.049	40	16.66666667	57	120	0.12	0.56	27.94411178	0.233333333	0.528301887	0.422667872	0.4375	0.028	5.84	164.725129	0.11	0.064	0.15	2.3	19	6	63	26.25	31.5	1.64	2.82	0.14	0.48	39.49804567	0.597426572	9	22	98	49	3.54	0.14	1	0.32	1.06	66.11364062	237.8387697	257.9334493	1.28	2.4	30	23.52941176	0.133333333	200	80	102	2		2.6	5.53	2.951209227	17	20.09467965	32.76128195	23.038		67.44215745	1.020094444	0.29216131	0.261471157	1995	0.024	32	17.77777778	119		0.47	23.45309381	0.261111111	0.162068966	0.12966326	0.391666667	0.04	6.3	177.7000536	0.209			40	32	17.77777778	3.42	0.15	0.45	37.02941782	0.204721605	17.9	0	124	62	3.5	0.3	0.9	2.9	180.8769413	367.4341378	367.4341378	1.2	1.8	0.5	20.93023256	20.93023256	210	86	86	2	5.5	4.98	10.47128548	87	0	-30.39352529	-36.506	60.48251163	0.334384865	0.168673709	0.164607763	-63.44827586	-1.84	-11.84867951	-41.29756706	-2.025328268	-0.653091197	0.425775643	-194.1490334	-81.32687073	127.4369998	-26	0.08	6.666666667	0.6	33.33333333	16	63.15480724	59.544	-70	8	31	0.03	-0.01	0.04	0.09	-0.46	0.55	-7.520076254	20.09467965	0	-10	-13	2.599179207
3395	1114-1-8	HOH 710	58.733	6.461	704	20242	027.ACZ	Bjerkreim kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	0.051178363	0.4427	11.56050671	702.8421631	740.3683081	815.9735107	0	0	0	87.64827742	0	0	12.35172215	0	0	99.99999958		100	3214.924	2171.996094	1469.227173	4.175532818	4.298058987	5.166345119	2105.248779	2051.387695	1309.601685	1254.338013	113.3476089	93.14775161	63.94260761	22.39550842	3395	1114-1-8	HOH 710	2019	3395	44	10.31.2019	13	44	11.01.1995	75.88202615	210.9343896	521.6597153	1145.518158	2.078073319	2.829213956	5.279244648	8.576567704	275.5969716	517.5955041	691.4053729	1080.361814	3.777125129	5.400006815	6.222588174	8.419790412	5.5	5.703177563	5.475146765	5.641902975	6.468926386	6.321032788	6.312168411	0.039	42	14	51	78	0.12	0.26	12.9740519	0.086666667	0.553191489	0.442580796	0.351351351	0.012	2.58	72.7724029	0.057	0.067	0.17	2.8	29	8	120	40	30	2.21	1.54	0.038	0.21	17.28039498	0.58948207	2.1	22	34	8.5	1.72	0.085	1	0.29	0.47	29.31453876	104.5155131	113.6728231	0.74	3	26.31578947	22.05882353	0.096666667	170	114	136	4		1.7	5.24	5.754399373	9	9.15730999	22.61725363	10.851		30.25444688	1.032062865	0.296359616	0.266153739	1995	0.02	23	12.77777778	68	0.111	0.23	11.47704591	0.127777778	0.14375	0.115007173	0.343283582	0.02	3.1	87.43970891	0.075			40	105.1	58.38888889	2.18	0.08	0.25	20.57189879	0.206143283	2.4	0	94	47	1.69	0.2	1.64	1.6	99.79417452	193.9481691	193.9481691	0.67	1.8	0.911111111	17.82178218	17.82178218	195	101	101	2	3.3	4.82	15.13561248	45	0	-19.86814366	-25.986	32.04894469	0.321150456	0.171170646	0.165244894	-70.625	-1.13	-20.19985724	-41.54709919	-2.570792859	-0.943343526	0.156777292	-306.6611145	-169.7456577	65.15634419	-60	0.07	10.44776119	1.2	66.66666667	35	42.48539729	36.837	-36	19	14.9	-0.04	-0.042	0.03	0.03	-0.52	0.42	-9.381213111	9.15730999	2	-25	-38.5	4.237041351
3396	1114-1-21	Holatj?rni	58.677	6.471	612	20487	027.AC0	Bjerkreim kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	0.0730032	0.2999	24.34251422	612.3480835	636.8103118	699.9760742	0	0	0	74.96957531	0	0	25.0304247	0	0	100		89.804	3238.815	2171.996094	1469.227173	4.175532818	4.298058987	5.166345119	2105.248779	2051.387695	1309.601685	1254.338013	113.3476089	93.14775161	63.94260761	22.39550842	3396	1114-1-21	Holatj?rni	2019	3396	44	10.31.2019	26	44	11.01.1995	76.58051939	216.4771149	519.5973667	1139.441453	2.930396094	3.70835021	6.164783168	9.431740889	275.2227112	512.93414	700.8288356	1089.946504	4.553344782	6.111327598	7.004691978	9.08814434	7	6.728915864	7.028784895	6.702491258	7.076573331	6.808508914	6.945434016	0.037	41	17.08333333	65	91	0.13	0.26	12.9740519	0.108333333	0.426229508	0.341004875	0.268041237	0.016	3.14	88.56796322	0.051	0.075	0.1	2.2	19	10	36	15	18	1.36	1.81	0.07	0.25	20.57189879	0.540703694	1.5	23	79	39.5	2.02	0.085	1	0.49	0.61	38.04652903	132.2573494	139.1585177	0.97	2.4	24.48979592	19.83471074	0.204166667	200	98	121	2		1.7	5.22	6.025595861	24	6.901168345	17.9232908	8.124		33.54595068	0.881708569	0.264945585	0.241062863	1995	0.019	19	14.61538462	91		0.2	9.98003992	0.153846154	0.105263158	0.084215779	0.298507463	0.06	3.9	110.0047951	0.058		0.2	40	22.2	17.07692308	2.54	0.12	0.3	24.68627854	0.208313213	2.4	0	175	175	2.24	0.3	1.24	1.9	118.5055822	241.0103773	241.0103773	0.67	1.3	0.953846154	10.4	10.4	300	125	125	1	4.4	4.78	16.59586907	72	0	-26.89982978	-31.32	34.66631846	0.292528992	0.151705664	0.143837452	-67.89473684	-1.29	-20.19985724	-41.54709919	-2.402977388	-0.83990881	0.343596549	-296.4570251	-181.2314689	49.49494915	-96	0.3	44.7761194	1.1	84.61538462	-4	44.82312058	39.444	-48	22	13.8	-0.05	-0.05	-0.22	0.06	-0.76	0.44	-10.57027321	6.901168345	1	-100	-135.5	9.434710744
3397	1114-1-33	HOH 690	58.693	6.457	686	20425	027.AC0	Bjerkreim kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	0.050377828	0.5807	8.675362159	684.8782349	723.0632857	784.2202148	0	0	0	85.21291233	0	0	14.78708766	0	0	99.99999998		94.966	3399.251	2171.996094	1469.227173	4.175532818	4.298058987	5.166345119	2105.248779	2051.387695	1309.601685	1254.338013	113.3476089	93.14775161	63.94260761	22.39550842	3397	1114-1-33	HOH 690	2019	3397	44	10.31.2019	13	44	11.01.1995	76.76400328	216.3547899	523.131335	1140.889477	1.985768488	2.757127975	5.203331249	8.499886499	278.7615041	520.2289647	701.5733075	1095.141524	3.728316773	5.366203106	6.171884793	8.379493052	5.9	5.767831086	5.759234946	5.940871303	6.577470855	6.623577329	6.563298924	0.048	39	16.25	56	84	0.14	0.27	13.47305389	0.1125	0.5	0.40002495	0.402985075	0.014	2.62	73.90065721	0.045	0.056	0.12	2.3	20	8	57	23.75	28.5	1.93	1.52	0.057	0.21	17.28039498	0.513067727	1.7	18	54	27	1.79	0.091	1	0.38	0.54	33.6805339	111.438334	130.4544346	0.67	2.4	24.48979592	20.68965517	0.158333333	170	98	116	2		1.6	5.64	2.290867653	17	19.01610061	22.34815688	12.906		30.75344887	0.913092677	0.285862692	0.235740923	1995	0.019	25	13.88888889	84	0.137	0.18	8.982035928	0.1	0.1125	0.090005614	0.327272727		3	84.61907314	0.054			40	44.2	24.55555556	2.14	0.08	0.23	18.92614688	0.189651821	2.2	0	119	59.5	1.68	0.2	2.37	1.6	99.79417452	192.9132477	192.9132477	0.55	1.8	1.316666667	18.75	18.75	215	96	96	2	3	4.82	15.13561248	59	0	-23.40710399	-29.526	27.90818281	0.279657434	0.151335022	0.14466701	-66.25	-1.06	-20.19985724	-41.54709919	-2.609075131	-0.968553544	0.120393447	-303.8741748	-178.4419725	45.74795355	-65	0.12	21.81818182	0.6	33.33333333	20	45.75526087	42.432	-42	14	12.8	-0.02	-0.023	0.11	0.09	-0.38	0.82	-12.84474483	19.01610061	0	-45	-32.5	1.939655172
3398	1114-2-4	HOH 712	58.723	6.596		20292	026.DG	Bjerkreim kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	0.12828727	1.05	12.21783526	714.9329834	759.082	856.8638916	0	0	0	86.55470159	0	0	13.44529739	0	0	99.99999898		78.521	3188.123	2171.996094	1469.227173	4.175532818	4.298058987	5.166345119	2105.248779	2051.387695	1309.601685	1254.338013	100.4996431	76.08850821	56.51902682	17.8415471	3398	1114-2-4	HOH 712	2019	3398	44	10.31.2019	9	44	11.01.1995	72.53569227	198.5276309	482.8008191	1108.829312	1.794023696	2.532898283	4.999177271	8.322677611	255.8148527	485.3935676	666.1205734	1009.636284	3.529222413	5.191247095	5.985777036	8.23711654	5.4	5.157361451	5.023079374	5.392650814	6.388841371	6.353255612	6.131633453	0.037	36	13.33333333	52	82	0.14	0.22	10.97804391	0.081481481	0.5	0.40002495	0.360655738	0.015	1.99	56.13065185	0.039	0.068	0.15	2.5	23	11	55	20.37037037	18.33333333	2.46	1.31	0.052	0.17	13.98889117	0.509736119	1.4	23	43	14.33333333	1.35	0.076	1	0.42	0.44	27.44339799	86.64547841	93.54664676	0.61	2.7	21.77419355	18.36734694	0.155555556	190	124	147	3		1.8	5.21	6.165950019	16	6.901168345	18.29126949	7.472		24.96693509	0.909761069	0.29874028	0.266892892	1995	0.018	21	14	79		0.17	8.483033932	0.113333333	0.113333333	0.090672322	0.346938776	0.07	2.6	73.33653005	0.068	0.2	0.3	40	30.7	20.46666667	1.99	0.08	0.2	16.45751903	0.175908935	1.8	0	115	57.5	1.36	0.5	1.19	1.5	93.55703861	175.1078544	175.1078544	0.49	1.5	0.793333333	15	15	215	100	100	2	5.1	4.78	16.59586907	58	0	-26.64228106	-31.742	24.94055296	0.266581257	0.149439869	0.142429665	-70.66666667	-1.06	-24.4111349	-38.67747973	-2.658348811	-0.986599765	0.085561071	-286.8659367	-183.3197543	99.19302836	-72	0.12	24.48979592	1.2	80	47	44.93355056	39.214	-42	15	24.3	-0.03	-0.028	-0.01	0.05	-0.61	0.43	-10.42991906	6.901168345	1	-25	-43.16666667	3.367346939
3399	1114-2-25	Butj?rnane	58.616	5.91	219	20694	027.6AD	Bjerkreim kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	0.125892514	4.9841	2.525882577	216.567337	322.0795329	515.6724243	0	1.720557646	0.488761379	87.1465447	6.362145532	0	4.281990788	0	0	100		54.336	1939.313	1850.860718	853.4813232	7.582593918	7.64693594	8.308252335	1707.283813	1882.373047	784.5535889	850.5344238	108.993576	89.86438258	60.76107299	21.7716781	3399	1114-2-25	Butj?rnane	2019	3399	44	10.30.2019	11	44	11.01.1995	76.98309972	224.7822153	519.6985911	1078.163309	4.878767661	5.333601394	7.762568233	10.5327179	210.8161716	354.6380824	561.1642651	884.3084851	5.744780108	7.242524751	8.180902232	10.12062334	7.2	7.289979147	7.605785141	7.450766807	8.419873314	8.916544897	8.299531653	0.058	28	14	30	77	0.091	0.61	30.43912176	0.305	0.504132231	0.403330941	0.274774775	0.022	6.18	174.3152907	0.043	0.05	0.16	2.3	15	6	57	28.5	57	1.58	3	0.3	0.48	39.49804567	0.523365427	3.9	23	103	103	3.84	0.11	1	0.23	1.21	75.46934448	257.141778	286.8609861	2.22	2	23.80952381	18.69158879	0.115	210	84	107	1		2.6	5.99	1.023292992	2	29.7192081	39.3979837	30.964		69.93716743	0.926696368	0.27998987	0.2438016	1995	0.03	32	17.77777778	79		0.59	29.44111776	0.327777778	0.196666667	0.157343147	0.280952381	0.02	7.4	208.7270471	0.063			40	24.2	13.44444444	3.82	0.26	0.52	42.78954948	0.228681616	7.6	16	155	155	4.26	0.2	0.32	3	187.1140772	406.9125529	406.9125529	2.1	1.8	0.177777778	20.2247191	17.14285714	260	89	105	1	3.3	5.2	6.309573445	47	0	-16.95771898	-24.211	72.23066724	0.386024763	0.182473884	0.177509066	-59.66666667	-1.79	-19.12919343	-38.98939488	-1.908923357	-0.418333999	0.412094557	-129.855867	-41.46567399	193.8548243	-52	0.12	5.714285714	0.2	11.11111111	2	56.35570269	55.175	-45	-4	32.8	-0.04	0.04	-0.42	0.02	-1.22	0.79	-5.286280453	29.7192081	0	-50	-52	1.548731642
3400	1114-3-2	R?yslandsvatnet	58.6542273	5.95939439	229	20545	027.BZ	Bjerkreim kommune	11	Rogaland	5	South (4+5)	South (4+5)	1-South	1.069633556	35.0386	3.052729151	227.8335876	329.4621132	559.6658936	0.07784501	16.31571373	22.92618794	42.6899537	5.991517906	0	11.9987814	0	0	99.99999969		63.522	1865.989	1977.976929	1325.050049	7.02645874	7.048486233	7.862237453	1853.341675	1941.02771	1196.616943	1238.648682	103.1406138	89.57887223	57.51715533	21.64691204	3400	1114-3-2	R?yslandsvatnet	2019	3400	44	10.30.2019	11	44	10.31.1995	78.2573351	225.2995261	523.395782	1082.79274	5.267290469	5.722517502	8.135445707	10.8430849	232.133924	358.4731298	573.398198	908.5044169	6.637465098	7.559922583	8.67500138	10.46345745	7.8	7.453334074	7.383147564	7.344104836	9.297231875	9.110827071	8.485852088	0.095	20	8.333333333	23	83	0.12	0.33	16.46706587	0.1375	0.532258065	0.425833011	0.201219512	0.016	3.14	88.56796322	0.059	0.073	0.31	2.3	18	9	100	41.66666667	20	1.11	4.19	0.077	0.26	21.39477474	0.553261973	13	36	355	71	2.05	0.21	3	0.14	0.62	38.67024262	152.5953487	221.1390667	1.64	2.4	24.24242424	17.77777778	0.058333333	490	99	135	5		2.5	6.44	0.363078055	3	68.54371795	4.742446087	-5.999		37.86184061	0.979094985	0.297566602	0.171212808	1995	0.055	32	18.82352941	38		1.39	69.36127745	0.817647059	0.421212121	0.336990716	1.158333333	0.07	8	225.6508617	0.133	0.1	0.4	40	66.1	38.88235294	4.28	0.49	0.78	64.18432421	0.311838567	16.2	28	445	74.16666667	4.42	0.4	0.48	3.3	205.8254849	463.2620609	489.786992	1.2	1.7	0.282352941	141.6666667	42.5	485	12	40	6	4.8	6.18	0.660693448	6	26.5249311	14.18040327	6.395	133.5456017	0.648829282	0.309508511	0.272660573	-81.21212121	-2.68	-13.56174161	-35.87024329	-1.837405081	-0.539555673	0.379627453	-133.1736038	-50.00241598	174.2883227	-90	0.44	36.66666667	0.7	41.17647059	95	-9.437957187	-12.394	-3	-12	33.9	-0.52	-0.413	-2.37	-1.06	-4.86	0.26	-0.297615393	42.01878685	-1	5	-3.166666667	-24.72222222
