"","sample","eem_location","X250.3999939","X254.3999939","X280","X284.7999878","X364.7999878","X375.1999817","X400","X410.3999939","Station.Code","latitude","longitude","altitude","Region","lake_area_km2","basin_area_km2","lake_catchm_.","min_elev","mean_elev","max_elev","developed","agriculture","forest","natural_not_forest","peat","glacier","freshwater","Avrenning","ERA5.mean.annual.temperature.2019","ERA5.total.annual.precipitation.2019","ERA5.total.annual.runoff.2019","X2019_ALK","X2019_Al.Il","X2019_Al.R","X2019_Al","X2019_As","X2019_Ca","X2019_Cd","X2019_Cl","X2019_Co","X2019_Cr","X2019_Cu","X2019_DOC.C","X2019_FARGE","X2019_F","X2019_Fe","X2019_Hg","X2019_KOND","X2019_K","X2019_Mg","X2019_Mn","X2019_NH4.N","X2019_NO3.N","X2019_Na","X2019_Ni","X2019_PO4.P","X2019_Pb","X2019_SO4","X2019_SiO2","X2019_TOC","X2019_CNDOM","X2019_TOTN","X2019_TON","X2019_TOTP","X2019_Zn","X2019_pH","X2019_H","X2019_LAL","X2019_ALKE","X2019_ANC","X2019_ANCorg","TOC_TON","Prøvenr","Stasjonskode","Stasjonskode.1","Stasjonsnavn","sUVa","sVISa","SAR","E2_E3","HI","Comp.1","Comp.2","Comp.3","Comp1.R","Comp2.R","Comp3.R","bix","a","m","c","fi","Number","Sample_ID","Survey","dmax","tmax","tmax_h","auc","hauc","width","hwidth","ox_initial","incub_date","Comp1.C","Comp2.C","Comp3.C","dmax.C","a.C","m.C","c.C","Al.C","Cd.C","Co.C","Cr.C","Fe.C","Hg.C","Pb.C"
"69","DOM11605","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191011",0.0195225583461538,0.0181541053461538,0.0198779773461538,0.0229336063461538,0.0183466963461538,0.0172378053461538,0.0142705253461538,0.0130163383461538,"1924-1-4",68.903,19.856,1044,9,0.077823328,0.4954,15.70919022,1042.333984,1058.763726,1097.733887,0,0,0,84.25876156,0,0,15.74123745,28.674,-0.670355201,1079.309937,426.6551514,0.122,5,5,1.4,0.02,1.92,0.004,0.51,0.01,0.05,0.05,0.19,2,4,2.4,0.14,1.59,0.16,0.58,0.25,2,2,0.54,0.05,1,0.01,1.36,0.5,0.2,6.060606061,37,33,1,0.2,6.83,0.147910839,0,96.54209788,128.4038211,127.579,0.00606060606060606,"DOM11605","1924-1-4","1924-1-4","HOH 1044",9.55479228744939,68.5070439271255,1.39471676775505,0.989502687766434,1.26327383855424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,11605,"1000_lakes",152.6933427,13.26033333,23.79520833,740.4383751,740.4383751,4.006166667,2.104583333,428.7642424,191002,NA,NA,NA,803.649172105263,NA,NA,NA,7.36842105263158,0.0210526315789474,0.0526315789473684,0.263157894736842,12.6315789473684,0.736842105263158,0.0526315789473684
"70","DOM11608","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191011",0.0590790745384615,0.0571875175384615,0.0464811745384615,0.0434226445384615,0.0233724935384615,0.0217613135384615,0.0173247825384615,0.0156430875384615,"1942-2-8",69.33708583,21.65759767,667,9,0.312725178,2.4009,13.02533125,665.9435425,716.0666417,874.5905151,0,0,0,84.24198205,1.215465545,0,14.54255079,15.703,-2.28174448,790.8903809,305.0783081,0.343,5,5,9,0.055,7.49,0.004,0.72,0.012,0.05,0.98,1.6,5,9,7.7,0.52,5.11,1.48,0.89,0.81,2,1,0.97,0.23,1,0.01,4.58,1.11,1.7,17.89473684,98,95,1,0.2,7.44,0.036307805,0,322.799658,411.4213246,405.494,0.0178947368421053,"DOM11608","1942-2-8","1942-2-8","Gahkkorjavri",3.57421984615385,9.77692971153846,3.65576919504254,2.44678717931206,0.759302841030957,13.27310632,13.41199478,3.960777048,43.3112285309606,43.7644329042511,12.9243385647883,0.581077550929258,22.7071651315951,14.9906519287615,12.5828585731542,1.12068937596526,69,11608,"1000_lakes",159.2107402,9.30475,21.18366667,755.343192,755.343192,3.4735,1.800416667,491.9076817,191002,8.29569145,8.3824967375,2.475485655,99.506712625,14.1919782072469,9.36915745547594,7.86428660822137,5.625,0.0025,0.0075,0.03125,4.8125,0.325,0.00625
"71","DOM11613","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191011",0.0201878541538462,0.0200147091538462,0.0188629441538462,0.0206462711538462,0.0187902881538462,0.0159072601538462,0.0133443801538462,0.0107297761538462,"1939-1-13",69.14,20.574,905,9,0.052287585,1.1752,4.449249911,902.6708984,1032.400357,1170.870605,0,0,0,95.54990884,0,0,4.450091163,22.632,-1.895452857,1093.359619,647.2645874,0.074,5,5,22,0.049,0.85,0.004,0.38,0.01,0.055,0.077,0.18,2,4,19,0.36,0.72,0.16,0.093,0.77,4,42,0.56,0.05,2,0.088,0.33,1.42,0.44,5.238095238,130,84,4,0.44,6.44,0.363078055,0,46.60644724,58.21445321,56.431,0.00523809523809524,"DOM11613","1939-1-13","1939-1-13","HOH 905",11.1192828632479,59.6098675213675,1.86534265644226,1.06516243870105,1.03155489271143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,11613,"1000_lakes",19.4531265,19.1955,23.74708333,160.3824005,160.3824005,6.23775,4.10775,380.7982472,191003,NA,NA,NA,108.072925,NA,NA,NA,122.222222222222,0.0222222222222222,0.0555555555555556,0.305555555555556,105.555555555556,2,0.488888888888889
"72","DOM11614","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191011",0.0348627754230769,0.0343334884230769,0.0324997054230769,0.0326495174230769,0.0242201664230769,0.0221756274230769,0.0181003794230769,0.0166966744230769,"1939-1-3",69.242,20.892,1046,9,0.063734895,0.4517,14.11000563,1045.895386,1065.313261,1122.680908,0,0,0,85.08357406,0,0,14.91642589,20,-2.909704685,959.8948364,623.8582153,0.093,5,5,8.3,0.037,1.44,0.008,0.25,0.01,0.05,0.66,0.64,3,5,9.9,0.5,1.16,0.9,0.16,0.31,3,1,0.36,0.092,1,0.014,1.03,0.46,0.76,9.5,84,80,3,0.71,6.68,0.208929613,0,66.46193663,95.34211843,92.543,0.0095,"DOM11614","1939-1-3","1939-1-3","HOH 1045",5.36460756610577,26.0885537860577,2.0563069958185,1.41755790704906,0.950952522527011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,11614,"1000_lakes",8.772092756,9.026833333,20.03158333,43.44548761,43.44548761,5.502333333,1.901833333,378.4667056,191001,NA,NA,NA,13.70639493125,NA,NA,NA,12.96875,0.0125,0.015625,0.078125,15.46875,0.78125,0.021875
"73","DOM11621","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191011",0.0364284046153846,0.0371532216153846,0.0332771746153846,0.0327410606153846,0.0262692606153846,0.0230574896153846,0.0175510156153846,0.0149074786153846,"1927-3-1",69.24905025,17.40560625,168,9,1.321201408,37.8742,3.488394232,168.2518616,446.6547465,897.7598267,0,0,14.86982022,75.3558849,0.741366671,0,9.032928021,59.982,3.040063381,1244.416016,562.8384399,0.068,10,10,30,0.02,0.79,0.004,2.84,0.033,0.05,0.29,0.55,4,13,13,0.29,1.74,0.15,0.29,0.57,2,1,2.25,0.099,1,0.012,1.11,0.6,0.82,9.425287356,90,87,1,0.36,6.33,0.467735141,0,40.29747385,61.83259451,58.908,0.00942528735632184,"DOM11621","1927-3-1","1927-3-1","Kapervatnet",6.7551312027972,27.1045065734266,2.49225389309244,1.41432308123761,0.881244188036362,9.981401431,5.802560106,3.667781791,51.3136599773665,29.8305401637058,18.8557998589277,0.573802813122115,13.7817495211511,8.54395079577171,9.46407366774838,1.25767273411117,72,11621,"1000_lakes",10.19770088,10.59875,21.83191667,49.81489561,49.81489561,4.411916667,1.901833333,258.5901639,191001,18.1480026018182,10.5501092836364,6.66869416545454,18.5412743272727,25.0577264020929,15.5344559923122,17.2074066686334,54.5454545454545,0.00727272727272727,0.06,0.0909090909090909,23.6363636363636,0.527272727272727,0.0218181818181818
"74","DOM11631","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190925",0.0375713661923077,0.0376625051923077,0.0282445451923077,0.0267327701923077,0.00542228319230769,0.00513719719230769,0.00293406819230769,0.00204352119230769,"1902-2-11",69.78,18.59,152,9,0.426891916,2.1805,19.57770769,150.2681122,271.9688145,560.5736084,0,0,37.51156601,39.37926092,3.302422269,0,19.80675116,59.801,2.842584133,1340.581055,354.7759399,0.199,5,14,19,0.023,4.46,0.004,12,0.019,0.094,0.24,1,6,100,4,0.41,6.72,0.7,1,0.15,7,14,6.21,0.33,1,0.01,5.21,1.92,1.2,19.04761905,84,63,1,0.8,7.09,0.081283052,9,175.7581516,145.3673663,140.812,0.019047619047619,"DOM11631","1902-2-11","1902-2-11","Storvatnet",3.76625051923077,2.04352119230769,18.4302004471881,6.94587572366886,0.709797982258697,11.17099274,7.921928478,3.467267018,49.5163986361341,35.1146382074895,15.3689631563764,0.608228587791429,16.7623352258151,11.0132430223365,9.91479477423172,1.20549316037734,73,11631,"1000_lakes",13.2901772,20.58783333,23.935,31.59503964,31.59503964,1.419833333,1.419833333,299.7519023,190925,11.17099274,7.921928478,3.467267018,13.2901772,16.7623352258151,11.0132430223365,9.91479477423172,19,0.004,0.019,0.094,4,0.41,0.01
"75","DOM11739","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191022",0.0521464440769231,0.0519279450769231,0.0371489880769231,0.0350678800769231,0.00673994307692308,0.00576358107692308,0.00209660707692308,0.00105204207692308,"1871-3-22",69.255,15.938,28,9,1.735064076,10.8489,15.99299539,27.51745605,136.4591894,434.3692322,0,0.210557186,33.61898341,41.93164091,4.001667815,0,20.23718537,45.074,4.820458889,1190.588013,38.58626556,0.133,5,7,24,0.028,3.63,0.004,16.7,0.017,0.11,0.26,1.5,7,13,8.9,0.48,8.49,0.69,1.42,0.72,2,12,9.92,0.2,1,0.01,3.78,1.21,1.6,19.04761905,98,84,1,0.28,6.99,0.102329299,2,107.9050628,196.600464,191.052,0.019047619047619,"DOM11739","1871-3-22","1871-3-22","Storvatnet",3.46186300512821,0.701361384615385,49.3591902985454,7.70450795863832,0.675318078252,7.133904512,6.026356679,2.158128988,46.5708499955816,39.3406657526033,14.0884842518151,0.569842017239244,11.0152116250679,7.5323275341791,6.47735244552899,1.17801604967017,74,11739,"1000_lakes",9.590404339,14.47833333,25.41991667,36.60545625,36.60545625,2.434083333,2.434083333,258.5901639,191001,4.75593634133333,4.01757111933333,1.43875265866667,6.39360289266667,7.34347441671193,5.02155168945273,4.31823496368599,16,0.00266666666666667,0.0113333333333333,0.0733333333333333,5.93333333333333,0.32,0.00666666666666667
"76","DOM11740","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191031",0.0672909861153846,0.0659909971153846,0.0513358841153846,0.0481540581153846,0.00996957511538462,0.00963382111538462,0.00796337211538461,0.00719547711538462,"1854-2-16",68.36286566,16.59062643,76,9,0.234476509,2.4294,9.651622152,73.55467987,161.6989483,486.4629517,0,19.39426561,66.36118172,3.610396136,0,0,10.63415934,48.514,3.017632961,1680.467529,639.4955444,1.75,5,9,2.2,0.036,35.4,0.004,5,0.01,0.05,0.082,2.4,6,20,11,0.25,21.5,0.83,6.1,6.1,16,1,3.17,0.096,2,0.01,6.27,1.06,2.6,11.15879828,250,233,7,0.2,8.18,0.006606934,4,1745.179018,2156.915345,2146.906,0.0111587982832618,"DOM11740","1854-2-16","1854-2-16","Stopålvatnet",2.74962487980769,2.99811546474359,9.17117740174443,6.61923866881249,0.729706478463838,20.51263128,23.04441419,6.085566624,41.3206123021057,46.4206318280847,12.2587558698095,0.703792679993632,36.6367068461732,24.5131414992306,20.4524099880682,1.45187641459082,75,11740,"1000_lakes",5.532938054,21.24783333,29.92033333,30.49697935,30.49697935,5.147083333,5.147083333,375.1756056,191015,8.5469297,9.60183924583333,2.53565276,2.30539085583333,15.2652945192388,10.2138089580128,8.52183749502842,0.916666666666667,0.00166666666666667,0.00416666666666667,0.0208333333333333,4.58333333333333,0.104166666666667,0.00416666666666667
"77","DOM11743","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191014",0.137197066807692,0.135179881807692,0.112510327807692,0.106622260807692,0.0476607668076923,0.0419675788076923,0.0323750638076923,0.0298587408076923,"1811-3-6",65.291,12.422,80,9,1.530271747,7.7929,19.63674302,80.39556885,232.0986026,531.1652222,0,0,47.72834199,31.43700718,0.449424419,0,20.38522616,50.137,4.686303616,1958.512085,931.1392212,0.085,36,43,93,0.049,1.1,0.007,8.67,0.035,0.075,0.11,2.3,19,7,14,1.33,3.96,0.24,0.61,0.94,12,33,5.37,0.12,1,0.1,1.48,1.2,2.5,33.33333333,120,75,1,0.72,6.37,0.426579519,7,58.12066461,67.91043278,58.571,0.0333333333333333,"DOM11743","1811-3-6","1811-3-6","Myrmarkvatnet",5.87738616555184,12.9820612207358,4.52731354876381,2.83629263358546,0.788743556969326,22.80756529,12.13904506,8.415319144,52.5981328694238,27.9947068814816,19.4071602490946,0.485798375896609,30.2239022678377,18.8394761470872,21.1817883316071,1.18714390588674,76,11743,"1000_lakes",6.826031405,18.97108333,25.57908333,52.6201878,52.6201878,7.17725,3.626833333,268.086162,191009,9.91633273478261,5.27784567826087,3.65883441043478,2.96783974130435,13.1408270729729,8.19107658569009,9.20947318765526,40.4347826086957,0.00304347826086957,0.0152173913043478,0.0326086956521739,6.08695652173913,0.578260869565217,0.0434782608695652
"78","DOM11748","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191008",0.475710502846154,0.464978686846154,0.374290815846154,0.352721205846154,0.139661005846154,0.121799579846154,0.0859920448461538,0.0736485008461538,"1813-2-5",65.516,12.265,4,9,0.136346856,3.3826,4.030829998,4.063366413,99.13957459,503.613678,0.550884752,21.99639609,35.75777234,37.61767861,0.077813807,0,3.999454879,45,5.48702383,1883.2677,545.7348022,1.03,26,62,120,0.27,23.6,0.007,17.9,0.1,0.26,1.1,9.5,104,44,200,3.25,18.7,1.81,3.09,6.8,2,395,11.3,1.1,16,0.11,5.99,2.07,9.6,25.06527415,780,383,24,0.86,7.67,0.021379621,36,1018.811964,1311.969051,1279.192,0.025065274151436,"DOM11748","1813-2-5","1813-2-5","Tilremsvatnet",4.89451249311741,7.75247377327935,6.31348474855529,3.32933794962324,0.758574996713468,157.9948261,56.99359865,62.67221444,56.9021329637889,20.5263514541577,22.5715155820534,0.454239562520828,197.328034596278,125.720027381503,142.694763089997,1.25433844880222,77,11748,"1000_lakes",3.186906452,12.01741667,18.29316667,38.01013559,38.01013559,9.279416667,4.132666667,157.8741496,191005,16.6310343263158,5.99932617368421,6.59707520421053,0.335463837052632,20.7713720627661,13.2336870927898,15.0205013778944,12.6315789473684,0.000736842105263158,0.0105263157894737,0.0273684210526316,21.0526315789474,0.342105263157895,0.0115789473684211
"79","DOM11752","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191022",0.0030333925,-0.0001160415,0.0005799125,0.0004265045,-0.0052835145,-0.0040232355,-0.0051452935,-0.0049788065,"1841-1-18",67.055,16.273,938,9,0.07175222,1.7975,3.991778581,936.869812,1063.826648,1242.917725,0,0,0,95.83579628,0,0,4.164202721,47.289,-0.800817847,1400.029053,611.8290405,0.13,5,5,2.1,0.078,1.96,0.004,0.46,0.01,0.05,0.091,0.1,2,8,3.1,0.25,1.87,0.043,0.94,0.42,6,1,0.55,0.13,1,0.014,2.13,0.36,0.25,5.208333333,55,48,2,0.3,6.93,0.117489755,0,104.8081116,143.1955931,141.913,0.00520833333333333,"DOM11752","1841-1-18","1841-1-18","HOH 938",-0.1160415,-49.788065,0.023307091769885,0.0219629377377501,-3.67544800782479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,11752,"1000_lakes",4.947170455,17.647,25.140125,48.9922432,48.9922432,10.77591667,3.347166667,152.236561,191011,NA,NA,NA,49.47170455,NA,NA,NA,21,0.04,0.1,0.5,31,2.5,0.14
"80","DOM11756","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191022",0.0993154745769231,0.0928692255769231,0.0728202785769231,0.0692880485769231,0.0174651235769231,0.0137930465769231,0.00596936157692308,0.00484923157692308,"1825-2-23",65.252,13.238,360,9,0.160423848,1.8484,8.679065543,359.901947,536.2047176,934.8775635,0,0,36.96196175,48.79730104,5.638630537,0,8.602111204,54.962,1.599877954,1963.506958,899.2957153,0.248,9,26,53,0.18,5.03,0.004,2.88,0.029,0.059,0.15,2,20,7,22,0.9,3.72,0.094,0.36,0.68,11,2,2.35,0.099,1,0.037,0.72,0.74,2.3,23.71134021,110,97,3,0.2,7.2,0.063095734,17,225.9030091,289.6484759,281.049,0.0237113402061856,"DOM11756","1825-2-23","1825-2-23","Litle Holmvatnet",4.64346127884615,2.42461578846154,19.1513282266982,5.31741016133619,0.746081903305333,16.11349182,7.106130343,5.493782241,56.1183605861632,24.7484772025503,19.1331622112865,0.465297455138032,20.5687175516896,13.2743487507887,14.4783246726856,1.13192443589922,79,11756,"1000_lakes",5.001960173,19.93483333,26.46666667,46.09730179,46.09730179,7.101083333,4.260666667,258.14258,191009,8.05674591,3.5530651715,2.7468911205,2.5009800865,10.2843587758448,6.63717437539435,7.2391623363428,26.5,0.002,0.0145,0.0295,11,0.45,0.0185
"81","DOM11757","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191007",0.0205758328076923,0.0175765308076923,0.0115862038076923,0.0110604968076923,0.00258148280769231,0.00226114680769231,-0.00310694419230769,-0.00200473419230769,"1825-1-5",65.352,13.537,645,9,0.065716636,0.9887,6.64677209,644.9055176,674.782745,738.6986694,0,0,0,93.26107724,0,0,6.738922764,56.376,1.065087914,1778.334961,693.9106445,0.598,7,23,18,0.079,13.5,0.004,2,0.014,0.05,0.081,0.55,4,7,3.5,0.36,7.38,0.19,0.6,0.66,8,1,1.62,0.056,1,0.014,1.1,0.69,0.78,11.14285714,79,70,1,0.2,7.67,0.021379621,16,581.7742571,719.5196527,716.298,0.0111428571428571,"DOM11757","1825-1-5","1825-1-5","Sørtjørna",3.19573287412587,-3.64497125874126,-8.76751186024297,6.80869566720248,0.629276444180425,6.508574916,4.008001006,2.166007658,51.3189988060777,31.6024016772141,17.0785995167083,0.56075482852504,9.57575163471574,6.24945200985076,5.95360312180628,1.34769404277345,80,11757,"1000_lakes",5.673263361,19.93475,26.22583333,45.07101605,45.07101605,6.340583333,4.565083333,258.14258,191009,11.8337725745455,7.28727455636364,3.93819574181818,10.3150242927273,17.410457517665,11.3626400179105,10.8247329487387,32.7272727272727,0.00727272727272727,0.0254545454545455,0.0909090909090909,6.36363636363636,0.654545454545454,0.0254545454545455
"82","DOM11763","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191004",0.0123080311538462,0.0129090921538462,0.00861394615384615,0.0121778531538462,-0.00502736684615385,-0.00490245084615385,-0.00401829384615385,-0.00211099684615385,"1866-1-11",68.385,14.905,NA,9,0.057427511,5.5705,1.03092202,130.479599,482.6926488,971.9384155,0,0,4.126438187,90.76537212,0,1.906839103,3.201350997,84.323,4.548364162,1161.533081,448.3966064,0.114,5,5,9.1,0.02,1.66,0.004,4.06,0.01,0.05,0.05,0.5,4,13,31,0.51,2.76,0.52,0.5,4.8,2,1,2.99,0.05,2,0.01,1.09,2.42,0.58,8.529411765,71,68,4,0.44,6.8,0.158489319,0,88.2640292,130.1751702,128.068,0.00852941176470588,"DOM11763","1866-1-11","1866-1-11","Austpollvatnan",2.58181843076923,-4.22199369230769,-6.11516411185835,-2.56776410969933,0.943354730814116,3.830375464,2.424079534,1.426099576,49.8710793224031,31.561256555691,18.5676641219059,0.449694544955231,5.38559857913924,3.36820552659414,3.70148493557281,1.16546286459038,81,11763,"1000_lakes",9.141107685,9.559333333,21.32479167,50.3639286,50.3639286,4.10775,1.876333333,378.4530227,191001,7.660750928,4.848159068,2.852199152,18.28221537,10.7711971582785,6.73641105318828,7.40296987114562,18.2,0.008,0.02,0.1,62,1.02,0.02
"83","DOM11766","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191007",0.00162762057692308,0.00113519757692308,-0.00216794742307692,0.00172535457692308,0.00121650457692308,0.000537033576923077,-0.00334343742307692,-0.00188539742307692,"1849-2-18",67.719,16.352,760,9,0.360021195,8.9219,4.035252525,758.631897,925.3456775,1472.504883,0,0,0,84.6851431,0,6.215368997,9.099487852,69.47,1.102655053,1830.21582,810.1577148,0.062,5,6,60,0.02,0.66,0.004,0.98,0.037,0.05,0.05,0.1,2,250,71,0.28,0.93,0.21,0.12,1.6,5,2,0.91,0.071,1,0.052,0.42,0.71,0.33,8.048780488,48,41,1,0.98,6.25,0.562341325,1,33.9617982,51.58491161,50.108,0.00804878048780488,"DOM11766","1849-2-18","1849-2-18","HOH 760",1.13519757692308,-18.8539742307692,-0.60209988781594,0.933163424501327,1.51987161706212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,11766,"1000_lakes",7.333049209,13.59066667,22.71933333,55.18028808,55.18028808,7.3275,2.713083333,177.3917299,191015,NA,NA,NA,73.33049209,NA,NA,NA,600,0.04,0.37,0.5,710,2.8,0.52
"84","DOM11773","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191010",0.0174249418846154,0.0147291468846154,0.0112151148846154,0.0139963738846154,0.000739296884615385,-0.000921618115384615,-0.00443998311538461,-0.00623783411538462,"1826-3-24",65.391,14.329,760,9,1.029161847,19.6565,5.235732946,759.6828613,970.8735533,1337.674561,0,0,0,90.69390735,4.02841178,0,5.277681475,35.796,0.793206811,1392.57019,339.9491882,0.398,5,5,2.7,0.12,8.56,0.004,1.27,0.013,0.05,0.23,0.32,3,7,5.8,0.28,4.99,0.15,0.55,2.8,5,1,1.07,0.39,1,0.01,1.59,1.29,0.64,8.205128205,84,78,2,0.21,7.5,0.031622777,0,378.7654592,454.128964,451.596,0.00820512820512821,"DOM11773","1826-3-24","1826-3-24","Fisklausvatnet",4.60285840144231,-19.4932316105769,-2.36125979180631,19.9231826768459,0.950250139689667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,11773,"1000_lakes",9.046880862,19.6765,25.93979167,70.78535031,70.78535031,6.05975,4.284833333,273.6130283,191013,NA,NA,NA,28.27150269375,NA,NA,NA,8.4375,0.0125,0.040625,0.15625,18.125,0.875,0.03125
"85","DOM11775","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191008",0.0561390065384615,0.0583439385384615,0.0470349555384615,0.0448727205384615,0.0338143315384615,0.0302689145384615,0.0250147105384615,0.0225590925384615,"1826-1-8",65.66009142,14.5142367,785,9,0.052144281,1.3879,3.757063261,782.9147949,860.4248865,982.2584839,0,0,0,94.51948404,0,0,3.864406188,46.873,0.512200952,1430.433472,552.2175293,0.402,5,8,3.1,0.29,9.31,0.004,1.15,0.037,0.054,0.21,0.48,3,9,23,0.29,5.85,0.29,1.01,2.7,5,1,1.15,0.59,1,0.01,4.79,1.64,0.74,12.54237288,65,59,2,0.21,7.5,0.031622777,3,382.8327731,473.218982,470.344,0.0125423728813559,"DOM11775","1826-1-8","1826-1-8","HOH 785",12.1549871955128,46.9981094551282,2.58627151952099,1.72542043222411,0.769106811479319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,11775,"1000_lakes",61.59406764,12.19666667,19.65179167,469.2541337,469.2541337,7.581916667,3.702,380.7982472,191003,NA,NA,NA,128.32097425,NA,NA,NA,6.45833333333333,0.00833333333333333,0.0770833333333333,0.1125,47.9166666666667,0.604166666666667,0.0208333333333333
"86","DOM11776","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191007",0.0273031808461538,0.0247292788461538,0.0150061548461538,0.0137119068461538,0.00234686184615385,0.00196200684615385,-0.000972812153846154,-1.35101538461539e-05,"1826-5-1",65.776,14.033,383,9,218.0488693,1504.3194,14.49485191,375.9221802,676.6070174,1915.184692,0.001058728,0.595411078,25.30103342,39.27744826,4.868829069,1.375478557,18.8184366,46.9,1.643457055,1562.113037,534.8041382,0.247,5,6,5.4,0.073,4.86,0.004,2.43,0.011,0.05,0.21,0.5,4,7,5.4,0.31,3.73,0.27,0.7,0.48,2,39,1.58,0.43,1,0.01,1.41,0.86,0.77,18.33333333,83,42,1,0.32,7.29,0.051286138,1,224.8810267,275.1904706,272.43,0.0183333333333333,"DOM11776","1826-5-1","1826-5-1","Røssvatnet",4.94585576923077,-0.0270203076923077,-1830.42170561173,10.5371685541189,0.554480659604292,7.551713759,4.957641056,2.26463538,51.1149233167607,33.5565476256904,15.3285290575489,0.567631135014988,11.330478883468,7.45319963195016,6.47168513903603,1.06697423109524,85,11776,"1000_lakes",8.599346285,13.36208333,20.03125,67.70223239,67.70223239,6.820583333,3.017416667,353.699883,191011,15.103427518,9.915282112,4.52927076,17.19869257,22.660957766936,14.9063992639003,12.9433702780721,10.8,0.008,0.022,0.1,10.8,0.62,0.02
"87","DOM11783","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191010",0.0483375275384615,0.0457718155384615,0.0318285265384615,0.0321509585384615,0.00933681753846154,0.00699888153846154,-0.000457870461538462,-0.00190645246153846,"1851-2-13",68.36113296,15.60629112,198,9,0.226815995,0.7623,29.75416435,196.0662689,233.2301423,396.6185303,0,0,39.30333411,30.66018075,0,0,30.03649657,89.161,4.662225246,1527.33252,174.8063507,0.07,16,18,50,0.026,0.9,0.005,8.31,0.015,0.052,0.05,1.4,8,7,7.2,0.54,3.93,0.36,0.75,0.7,2,19,5.12,0.08,1,0.037,1.38,0.93,1.5,19.73684211,97,76,1,0.98,6.4,0.398107171,2,42.40311559,74.16573778,68.939,0.0197368421052632,"DOM11783","1851-2-13","1851-2-13","Trollvatnet",3.2694153956044,-1.36175175824176,-24.008894248286,4.90229302970866,0.702418249314263,16.0044289,7.257586156,5.24158352,56.148801202511,25.4619996020814,18.3891991954076,0.549709628597739,20.6691611397237,13.2836156325886,14.5725895329433,1.18872805522331,86,11783,"1000_lakes",7.53455948,13.74308333,24.68454167,39.2137607,39.2137607,4.183833333,2.941416667,247.7935759,191001,11.4317349285714,5.18399011142857,3.74398822857143,5.3818282,14.7636865283741,9.48829688042043,10.4089925235309,35.7142857142857,0.00357142857142857,0.0107142857142857,0.0371428571428571,5.14285714285714,0.385714285714286,0.0264285714285714
