wavelength (nm),DOMBlank1,DOMSTD25,DOM12150,DOM12180,DOM12195,DOM12734,DOM12742,DOM12773,DOM12777,DOMBlank2,DOM12906,DOM12983,DOM13037,DOM13123,DOM13124,DOM13163,DOM13243,DOM12856,DOM12859,DOMBlank3,DOM12861,DOM12863,DOM12866,DOM12954,DOM12968,DOM13108,DOM13112,DOM13113,DOM13114,DOMBlank4,DOM13136,DOM13166,DOM13261,DOM13265,DOM13267,DOM13269,DOM13308,DOM13340,DOM13344,DOMBlank5,DOM13481,DOM13493,DOM13495,DOM13524,DOM13532,DOM13539,DOM13540,DOM13541,DOM13544,DOMBlank6,DOM13585,DOM13591,DOM13593,DOM13596,DOM13599,DOMBlank7
892,-0.01953317,-0.026121216,-0.014155144,-0.031566419,-0.019439962,-0.026538461,-0.038933828,-0.039005533,-0.03563498,-0.027713874,-0.037210677,-0.031693976,-0.013998517,-0.031864028,-0.033194717,-0.025625879,-0.024997348,-0.018352894,-0.029658876,-0.029191185,-0.036976717,-0.026640579,-0.033674411,-0.03726808,-0.04876136,-0.028948212,-0.027936954,-0.025892861,-0.043756649,-0.023088995,-0.037660372,-0.043193396,-0.024954041,-0.048445985,-0.04737984,-0.020661181,-0.04537354,-0.036365032,-0.026052717,-0.047613695,-0.050560724,-0.01816307,-0.031508017,-0.035283145,-0.033017315,-0.040853225,-0.019811936,-0.043372922,-0.02157237,-0.04071711,-0.024645736,-0.043398362,-0.047331978,-0.030338015,-0.043615401,-0.040751472
891.2000122,-0.019154964,-0.011177494,-0.030871216,-0.019625766,-0.030176347,-0.020036144,-0.034931216,-0.025107941,-0.044126712,-0.029545277,-0.037612896,-0.048127089,-0.046608105,-0.009467847,-0.031055136,-0.028979402,-0.021844808,-0.033785354,-0.033583134,-0.047437027,-0.045867972,-0.033274759,-0.035954934,-0.024270782,-0.059174329,-0.025034346,-0.043551199,-0.030591695,-0.031720497,-0.028811075,-0.033715084,-0.014771281,-0.036962785,-0.037003152,-0.046675108,-0.021079114,-0.024029205,-0.025823303,-0.035775129,-0.019789528,-0.055700753,-0.023133125,-0.032275219,-0.033881232,-0.00901399,-0.026033264,-0.040351819,-0.023272902,-0.031030841,-0.037748709,-0.019929692,-0.032742247,-0.023525149,-0.039916005,-0.022615986,-0.046143934
890.4000244,-0.017990049,-0.003958969,-0.014282259,-0.014030598,-0.02141189,-0.021754213,-0.029698815,-0.036667556,-0.020059973,-0.03484283,-0.019195385,-0.032681361,-0.030660205,-0.029209191,-0.029433681,-0.052151147,-0.033950184,-0.021253718,-0.036282986,-0.018961474,-0.029900678,-0.03685189,-0.03849161,-0.02939846,-0.039306272,-0.034503743,-0.024868051,-0.02770552,-0.03165042,-0.024897091,-0.035982478,-0.025852619,-0.041333765,-0.026509725,-0.040899687,-0.04057572,-0.044145655,-0.019434616,-0.03584316,-0.02530086,-0.033793639,-0.030071096,-0.041734114,-0.040055629,-0.039348219,-0.036592133,-0.032886308,-0.021034034,-0.045005754,-0.034485668,-0.042090349,-0.038647041,-0.031702593,-0.016357722,-0.034524258,-0.024118055
889.5999756,-0.001127113,0.007484755,-0.008617979,-0.011147018,-0.007561708,-0.019905807,-0.014466927,-0.021829005,-0.005404307,-0.030252988,-0.01711202,-0.028174087,-0.01604869,-0.028272621,-0.022257278,-0.030451359,-0.022227421,-0.01264315,-0.011719109,-0.022820823,-0.019986061,-0.019656396,-0.017375581,-0.023671417,-0.030310495,-0.02500155,-0.010683547,-0.009152503,-0.011961435,-0.020476362,-0.017728949,-0.004399687,-0.020859687,-0.036732737,-0.026262227,-0.018899767,-0.011888449,-0.033367828,-0.019740012,-0.026866693,-0.011370447,-0.034826156,-0.001541205,-0.017534524,-0.028022874,-0.034961168,-0.019354902,-0.032176483,-0.005930441,-0.029034318,-0.028002875,-0.010835466,-0.011251205,0.000195949,-0.020691391,-0.017492605
888.7999878,-0.000364477,-0.005012513,-0.016447457,-0.014947889,-0.034864094,-0.018798489,-0.029431842,-0.034419909,-0.040542994,-0.034838434,-0.032239795,-0.035479948,-0.044282801,-0.041851904,-0.036348365,-0.032760441,-0.033344716,-0.036301605,-0.035434764,-0.031844065,-0.01425746,-0.02577759,-0.04107517,-0.0407831,-0.042083584,-0.036282223,-0.03490838,-0.026269196,-0.029356316,-0.037566036,-0.016452691,-0.040733375,-0.03220658,-0.047244504,-0.030043608,-0.026817586,-0.034298413,-0.036256745,-0.027791923,-0.037447646,-0.021247111,-0.042625468,-0.027324449,-0.030143842,-0.02570889,-0.042170085,-0.026247948,-0.030316047,-0.029603653,-0.018478887,-0.02899766,-0.030091723,-0.013774228,-0.034122992,-0.045970909,-0.02002245
888,-0.009117372,-0.008920473,-0.005658204,-0.019198209,-0.001115236,-0.02233641,-0.023042601,-0.014320982,-0.028563868,-0.016680235,-0.039219148,-0.024006279,-0.03207691,-0.025635298,-0.026457997,-0.022909626,-0.022134591,-0.009699432,-0.0240584,-0.031975728,-0.040115487,-0.025835253,-0.030598449,-0.019837903,-0.027827322,-0.034605585,-0.021562519,-0.033060305,-0.045417003,-0.038376223,-0.020627955,-0.029752964,-0.024867415,-0.019228224,-0.017686006,-0.050053522,-0.02925585,-0.044304214,-0.028797267,-0.037473295,-0.026323628,-0.014487558,-0.020168172,-0.020735521,-0.024782533,-0.028481886,-0.033585627,-0.027357943,-0.04075364,-0.008845605,-0.019442189,-0.029664099,-0.030139158,-0.027876899,-0.022574114,-0.015075272
887.2000122,-0.016979905,-0.023884773,-0.000946498,-0.018287975,-0.020299815,-0.010895149,-0.025406638,-0.026066516,-0.037807271,-0.038381059,-0.028612971,-0.016541559,-0.032314628,-0.02016234,-0.028038891,-0.028437568,-0.028748572,-0.022423739,-0.041471664,-0.029692821,-0.04156873,-0.049561478,-0.029223664,-0.034475338,-0.037586831,-0.020277631,-0.024512274,-0.034756292,-0.03770414,-0.039529007,-0.03556167,-0.036594227,-0.02783956,-0.027476296,-0.032369271,-0.034308888,-0.035110988,-0.042013984,-0.037674755,-0.039808884,-0.018120268,-0.035992391,-0.028669534,-0.033242293,-0.019163782,-0.043251745,-0.038116429,-0.023388693,-0.030338353,-0.018333688,-0.028703311,-0.03654578,-0.035061087,-0.040763587,-0.025654234,-0.031169208
886.4000244,0.003755784,-0.006911302,-0.005640523,-0.01485324,-0.01770713,-0.018324705,-0.018629592,-0.016328154,-0.018943781,-0.020346798,-0.020490684,-0.013370889,-0.01082259,-0.013631813,-0.017150143,-0.02920372,-0.024896553,-0.016085211,-0.024219276,-0.011237432,-0.021631679,-0.018411156,-0.024895966,-0.00974773,-0.014536127,-0.023724558,-0.027647911,-0.014982051,-0.018253177,-0.020513499,-0.009214445,-0.015245108,-0.022763446,-0.025584979,-0.01198712,-0.02529788,-0.019034866,-0.0155137,-0.02092832,-0.013528296,-0.020616155,-0.022192642,-0.020761235,-0.010355538,-0.015267951,-0.022589251,-0.012825903,-0.018642934,-0.014054207,-0.020513104,-0.014706373,-0.024511002,-0.029146599,-0.018399693,-0.018691584,-0.023822291
885.5999756,0.006346323,-0.008627216,-0.020007519,-0.015078172,-0.01365745,-0.032199126,-0.02232141,-0.018591499,-0.021925837,-0.028057819,-0.024374463,-0.037163202,-0.027394304,-0.021295769,-0.033715371,-0.025452195,-0.03977298,-0.027124595,-0.031349242,-0.041855384,-0.030982347,-0.029457919,-0.020180084,-0.024822824,-0.034019556,-0.030425584,-0.025245959,-0.03084402,-0.025440868,-0.027563278,-0.033675559,-0.020863043,-0.028166372,-0.026465984,-0.023562223,-0.022262737,-0.036770031,-0.02819073,-0.029471561,-0.025010642,-0.033499505,-0.023948079,-0.022856681,-0.017610297,-0.017754793,-0.024932679,-0.025036203,-0.019582761,-0.033166993,-0.036179442,-0.022714315,-0.032283004,-0.02800074,-0.019158827,-0.028729238,-0.008574023
884.7999878,-0.014619131,-0.031619471,-0.043412648,-0.042587359,-0.042884503,-0.036472578,-0.043536868,-0.034154531,-0.03636441,-0.046364311,-0.044155851,-0.044705622,-0.044597618,-0.048017152,-0.046805374,-0.043139212,-0.036982756,-0.036403928,-0.045085654,-0.04032125,-0.046068374,-0.039767642,-0.043864533,-0.046249554,-0.047241021,-0.057820514,-0.048765756,-0.038774855,-0.051644422,-0.04396252,-0.059712101,-0.046671808,-0.037442707,-0.056277316,-0.049603738,-0.040617213,-0.042622466,-0.048764136,-0.047584604,-0.049232863,-0.040583875,-0.045517623,-0.033747848,-0.048918154,-0.046095006,-0.042121548,-0.054361861,-0.038905095,-0.050130516,-0.038278107,-0.04646308,-0.041657593,-0.036667984,-0.043599669,-0.042811375,-0.032068688
884,-0.006714063,-0.025648037,-0.014800054,-0.026674759,-0.037649501,-0.03330262,-0.028943853,-0.042108674,-0.030439919,-0.032060608,-0.033506554,-0.040655825,-0.036734875,-0.039270092,-0.040598586,-0.033650745,-0.028731225,-0.041487239,-0.027920011,-0.031233869,-0.036150049,-0.040873535,-0.029365847,-0.031465981,-0.036141474,-0.050213538,-0.038852267,-0.036753669,-0.036040042,-0.039433561,-0.042301986,-0.033620413,-0.034184441,-0.038835555,-0.032496162,-0.039984051,-0.037284091,-0.033684567,-0.035897881,-0.027165303,-0.044156924,-0.029014513,-0.031293076,-0.048343632,-0.035357125,-0.032236621,-0.045311369,-0.031028913,-0.029589096,-0.037500411,-0.042809028,-0.037670009,-0.032913759,-0.021070287,-0.036899876,-0.038126674
883.2000122,-0.000968452,-0.009758917,-0.01086854,-0.009032143,-0.016732842,-0.009581756,-0.015728604,-0.025480561,-0.020322986,-0.017637489,-0.029980218,-0.018835673,-0.025757341,-0.031537727,-0.027435277,-0.02212175,-0.022591414,-0.019825934,-0.018640948,-0.025709573,-0.018331157,-0.016556062,-0.020600455,-0.022521619,-0.027274761,-0.028773913,-0.015486724,-0.021188933,-0.026664097,-0.022096066,-0.02234295,-0.030495472,-0.026942898,-0.025188265,-0.017924082,-0.028152253,-0.028345039,-0.023309408,-0.028074563,-0.021561582,-0.018215548,-0.017235037,-0.022376683,-0.019726407,-0.023440985,-0.024242336,-0.022599522,-0.012395771,-0.013670996,-0.019114936,-0.024123834,-0.026188437,-0.022117913,-0.026044331,-0.01897986,-0.043260042
882.4000244,-0.007024661,-0.010518436,-0.021053912,-0.015699843,-0.02263535,-0.020715579,-0.035791386,-0.020226389,-0.023916427,-0.030489245,-0.032285746,-0.031569935,-0.029798938,-0.024412345,-0.031909347,-0.032140907,-0.027053921,-0.037596326,-0.031804755,-0.037785772,-0.022283198,-0.020732559,-0.029489942,-0.024259472,-0.031633187,-0.040279679,-0.02698547,-0.025206633,-0.026071781,-0.02637396,-0.030299244,-0.023799796,-0.039641444,-0.029975435,-0.035009697,-0.030862102,-0.023401104,-0.036725599,-0.027871752,-0.024315773,-0.036206733,-0.0294376,-0.034825534,-0.02848014,-0.037899185,-0.022429589,-0.023803325,-0.021137998,-0.039889701,-0.028451437,-0.022783047,-0.027032467,-0.028648645,-0.025651209,-0.024485851,-0.028188303
881.5999756,0.005672886,-0.000153321,-0.002753596,-0.011341648,-0.002034781,-0.009295736,-0.009246476,-0.006436604,-0.019809067,-0.00917947,-0.021271713,-0.021443922,-0.010824155,-0.011844873,-0.018713107,-0.012666684,-0.016904771,-0.021381829,-0.005155787,-0.024055656,-0.022288607,-0.026310373,-0.020218037,-0.012313246,-0.021411791,-0.01364556,-0.00668062,-0.022793265,-0.026055692,-0.018535743,-0.029915467,-0.022861397,-0.02066903,-0.011838223,-0.011325054,-0.017599907,-0.014216627,-0.014952341,-0.025648182,-0.014123723,-0.023695977,-0.024622647,-0.020687789,-0.021167386,-0.02156104,-0.023881735,-0.023988497,-0.013012247,-0.02617245,-0.010207445,-0.020979676,-0.018573442,-0.016113797,-0.01922659,-0.017984934,-0.019387929
880.7999878,-0.006263288,-0.003814632,9.18E-05,-0.005139006,-0.015075172,-0.011889104,-0.01756764,-0.009061602,-0.01324401,-0.021652712,-0.015713325,-0.023377506,-0.022460857,-0.019992093,-0.018895257,-0.031336334,-0.020171287,-0.032672912,-0.023305679,-0.024312591,-0.025081601,-0.018016821,-0.014961294,-0.026058519,-0.025391795,-0.026551465,-0.016201587,-0.027701586,-0.027236642,-0.026110346,-0.011517589,-0.030356457,-0.018706065,-0.017568981,-0.018326839,-0.009829326,-0.030106457,-0.017331457,-0.027212281,-0.019472931,-0.024979264,-0.015167823,-0.028729673,-0.01596042,-0.012997425,-0.016869664,-0.025955923,-0.022504659,-0.01247506,-0.017615318,-0.020379897,-0.022025257,-0.02769707,-0.01019283,-0.026170304,-0.011940281
880,-0.010480788,-0.001481048,-0.012118597,-0.022690976,-0.012893806,-0.03010747,-0.023903687,-0.025460789,-0.026221532,-0.024982147,-0.02977032,-0.022765705,-0.025278637,-0.017405424,-0.030937899,-0.027051682,-0.026857786,-0.025486566,-0.025716404,-0.02183767,-0.024119575,-0.024205223,-0.028869597,-0.028500166,-0.026512695,-0.025878912,-0.027915496,-0.018537479,-0.02271569,-0.023731813,-0.0321499,-0.022905158,-0.035254266,-0.033642072,-0.026189413,-0.022835266,-0.024652438,-0.032902528,-0.026999872,-0.02067678,-0.025090251,-0.0310266,-0.023802737,-0.029968331,-0.034391835,-0.032170523,-0.030917505,-0.03423636,-0.027129022,-0.016552275,-0.037664596,-0.023484834,-0.02594734,-0.035196599,-0.031797875,-0.026588816
879.2000122,-0.012543772,-0.013183042,-0.026003079,-0.022772338,-0.022071416,-0.02609572,-0.022779953,-0.030508116,-0.036925364,-0.044056226,-0.043291159,-0.032635164,-0.038766239,-0.033476356,-0.028239634,-0.029679282,-0.047981273,-0.030951157,-0.035740178,-0.048048116,-0.030624503,-0.037316494,-0.043227937,-0.032978449,-0.036879048,-0.038389683,-0.041126128,-0.036398072,-0.040063087,-0.032262627,-0.026757959,-0.042533003,-0.036845662,-0.044515803,-0.042627018,-0.03499699,-0.039942686,-0.037324522,-0.039317619,-0.034225687,-0.03663915,-0.038911391,-0.031491935,-0.03251797,-0.037401289,-0.037096709,-0.036808036,-0.038199503,-0.035946403,-0.02684265,-0.047544371,-0.035524316,-0.033418883,-0.035851408,-0.039525934,-0.036784064
878.4000244,-0.008951614,-0.009550053,-0.016949585,-0.014911273,-0.020622328,-0.021125522,-0.028896725,-0.022716476,-0.019804418,-0.025315855,-0.021400359,-0.031515192,-0.035957649,-0.037461896,-0.023728136,-0.031447299,-0.027171528,-0.027891124,-0.028777886,-0.027087338,-0.023119135,-0.031920508,-0.025578829,-0.035074458,-0.032402761,-0.027673947,-0.030759912,-0.031079909,-0.03584516,-0.02648055,-0.036859121,-0.024595058,-0.02934538,-0.029491926,-0.027154896,-0.029853363,-0.029622611,-0.024245029,-0.030798061,-0.03244466,-0.028367057,-0.033377942,-0.033121761,-0.026400024,-0.026325967,-0.032797698,-0.025362544,-0.026255112,-0.033874001,-0.036080543,-0.02775545,-0.023302343,-0.03003897,-0.029967606,-0.027183346,-0.030498464
877.5999756,-0.019470753,-0.021028018,-0.021860119,-0.020305695,-0.029171336,-0.031426448,-0.030570656,-0.033461738,-0.031801097,-0.039408881,-0.029678993,-0.040961739,-0.03047023,-0.033689551,-0.036896691,-0.033133514,-0.036784444,-0.030831095,-0.033768542,-0.032078303,-0.04160646,-0.025168723,-0.037770968,-0.033442229,-0.036361601,-0.034998089,-0.037594952,-0.042642225,-0.033268094,-0.031983566,-0.031793401,-0.036866728,-0.037728537,-0.030761117,-0.038042113,-0.037105646,-0.031287972,-0.035968564,-0.035043847,-0.048986979,-0.034726039,-0.034395374,-0.0319511,-0.031080632,-0.027265038,-0.033962201,-0.033774145,-0.026404409,-0.024711914,-0.023369657,-0.036587853,-0.030903811,-0.037540346,-0.037608054,-0.037889503,-0.040691983
876.7999878,-0.003036192,-0.011756248,-0.021426281,-0.010767594,-0.026657768,-0.026135402,-0.025757099,-0.02319124,-0.032446437,-0.038159344,-0.030854339,-0.022461595,-0.022112058,-0.028643943,-0.024710888,-0.028376466,-0.02850608,-0.033160422,-0.030857231,-0.032818481,-0.023805432,-0.024795638,-0.026752897,-0.035202708,-0.037158638,-0.025260709,-0.025486615,-0.030392228,-0.035288155,-0.036448535,-0.036812413,-0.031422209,-0.031376358,-0.038568597,-0.033199418,-0.031641707,-0.032856163,-0.033394001,-0.031167666,-0.033932518,-0.023694066,-0.03306333,-0.02783077,-0.039217401,-0.027277291,-0.036821309,-0.032838162,-0.024457175,-0.023755977,-0.034667775,-0.034446981,-0.035079088,-0.032925807,-0.029087486,-0.034073073,-0.029858438
876,0.001133471,-0.002722367,-0.010365294,-0.012788706,-0.012719126,-0.021220785,-0.016445065,-0.027198665,-0.019377135,-0.017182939,-0.030880859,-0.025016751,-0.022544868,-0.023952095,-0.030276937,-0.024206202,-0.02451203,-0.023587624,-0.025089959,-0.024943287,-0.019384513,-0.023858458,-0.030226862,-0.026772952,-0.018646752,-0.028523048,-0.030981336,-0.021142436,-0.034012664,-0.02939125,-0.035523027,-0.029372379,-0.02391432,-0.023232613,-0.033064097,-0.023850324,-0.023189178,-0.018843405,-0.030483503,-0.024844876,-0.025114976,-0.023630135,-0.022945723,-0.02543325,-0.03135011,-0.023486109,-0.02908458,-0.030717369,-0.029327523,-0.024395363,-0.02749729,-0.02556272,-0.026823962,-0.032914191,-0.024195233,-0.027716352
875.2000122,-0.017892832,-0.017946485,-0.024707219,-0.023168614,-0.030921457,-0.03605324,-0.033763658,-0.031815052,-0.032996781,-0.038211308,-0.037164249,-0.032456141,-0.034832798,-0.037305947,-0.039290003,-0.03761043,-0.039718889,-0.037838023,-0.040443525,-0.048166614,-0.032601833,-0.038366176,-0.042284466,-0.046369337,-0.043317728,-0.04323478,-0.032532141,-0.039153539,-0.035129562,-0.032193646,-0.039411154,-0.03712865,-0.041487191,-0.037592053,-0.037929356,-0.034798726,-0.029644419,-0.04324289,-0.040652949,-0.037580282,-0.038737211,-0.034144051,-0.036793198,-0.039260112,-0.03023343,-0.034852244,-0.038931225,-0.043119568,-0.032474205,-0.032305308,-0.035250925,-0.044660684,-0.036247697,-0.036193017,-0.031184867,-0.04133527
874.4000244,-0.002337208,-0.006736034,-0.009807713,-0.011082626,-0.016127016,-0.024046104,-0.025537631,-0.01811575,-0.022027323,-0.02851408,-0.032060899,-0.025234528,-0.026151149,-0.021114426,-0.031185349,-0.028090237,-0.024581701,-0.028445425,-0.031863019,-0.029625705,-0.021861251,-0.027108107,-0.031425051,-0.02829086,-0.025176637,-0.026374154,-0.02774768,-0.028727591,-0.024663981,-0.032907184,-0.031244276,-0.026974767,-0.021797495,-0.024755979,-0.028265927,-0.028834039,-0.030108582,-0.018318253,-0.024867171,-0.027875928,-0.022985497,-0.033807531,-0.021949168,-0.025688639,-0.020896891,-0.030466562,-0.02429482,-0.023168122,-0.022972191,-0.020446185,-0.023962678,-0.028471122,-0.032185521,-0.026631424,-0.021004833,-0.029369187
